Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	0.3832	1.645760184	1281.1	1793.6	0.3832	1500	1500	512.5	468.75	1.2626	1.1253	-609	643	643	E:\2020-summer\SEL107U\20200307_053000.WAV	07-03-2020	05:30:00	07-03-2020	05:30:02	MWTH	0	1	
2	Spectrogram 1	1	441.6143	442.0539976	341.6	726	201.6143	562.5	562.5	384.4	281.25	0.4397	0.3893	-737	653	737	E:\2020-summer\SEL107U\20200307_054000.WAV	07-03-2020	05:43:22	07-03-2020	05:43:22	EUHO	1	0	verify
3	Spectrogram 1	1	713.1972	714.4848858	726	1195.7	233.1972	937.5	937.5	469.7	375	1.2877	1.1627	-876	854	876	E:\2020-summer\SEL107U\20200307_053500.WAV	07-03-2020	05:38:53	07-03-2020	05:38:54	WCBA	1	0	
4	Spectrogram 1	1	882.1294	883.3982416	798.6	1471.1	162.1294	1312.5	1125	672.5	562.5	1.2688	1.1787	-430	488	488	E:\2020-summer\SEL107U\20200307_054500.WAV	07-03-2020	05:47:42	07-03-2020	05:47:43	GRJU	1	0	
5	Spectrogram 1	1	1033.7249	1039.302778	1849.4	2563.9	73.7249	2437.5	2343.75	714.5	656.25	5.5779	4.688	-565	575	575	E:\2020-summer\SEL107U\20200307_055500.WAV	07-03-2020	05:56:14	07-03-2020	05:56:19	RWLA	1	0	
6	Spectrogram 1	1	1390.2827	1390.414609	2690	3362.5	190.2827	3187.5	3187.5	672.5	562.5	0.1319	0.1013	-392	364	392	E:\2020-summer\SEL107U\20200307_060000.WAV	07-03-2020	06:03:10	07-03-2020	06:03:10	STBU	1	0	
7	Spectrogram 1	1	1392.657	1393.856746	3152.4	4035	192.657	3656.25	3750	882.6	843.75	1.1997	1.0987	-1015	978	1015	E:\2020-summer\SEL107U\20200307_060000.WAV	07-03-2020	06:03:13	07-03-2020	06:03:14	IWEY	0	1	
8	Spectrogram 1	1	1512.3806	1516.557727	1597.2	3362.5	72.3806	1687.5	1875	1765.3	1125	4.1771	2.7467	-1045	1024	1045	E:\2020-summer\SEL107U\20200307_061000.WAV	07-03-2020	06:11:12	07-03-2020	06:11:17	GRTD	0	1	
9	Spectrogram 1	1	1582.2864	1582.889414	7944	9541.2	142.2864	8906.25	8812.5	1597.2	1312.5	0.603	0.512	-1501	1606	1606	E:\2020-summer\SEL107U\20200307_061000.WAV	07-03-2020	06:12:22	07-03-2020	06:12:23	BBFL	1	0	
10	Spectrogram 1	1	1601.7776	1603.530109	1849.4	3951	161.7776	2250	2437.5	2101.6	1687.5	1.7525	1.5467	-649	820	820	E:\2020-summer\SEL107U\20200307_061000.WAV	07-03-2020	06:12:42	07-03-2020	06:12:44	OHTH	0	1	
