Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	876480	876480.3643	399.3	777.6	0	656.25	562.5	378.284	281.25	0.3643	0.3093	-467	604	604	E:\2020-summer\UPMAP3B\20200328_053000.WAV	28-03-2020	05:30:00	28-03-2020	05:30:00	BRBO	1	0	
2	Spectrogram 1	1	876797.01	876797.1357	840.6	1387	77.01	1125	1125	546.41	468.75	0.1256	0.112	-412	463	463	E:\2020-summer\UPMAP3B\20200328_053500.WAV	28-03-2020	05:36:17	28-03-2020	05:36:17	MGHO	1	0	
3	Spectrogram 1	1	877411.0301	877411.9472	1387	6598.9	211.0301	4500	4687.5	5211.909	2718.75	0.9171	0.8427	-705	742	742	E:\2020-summer\UPMAP3B\20200328_054500.WAV	28-03-2020	05:48:31	28-03-2020	05:48:32	WBBF	1	0	
4	Spectrogram 1	1	877534.7739	877534.9497	8700.5	9036.8	94.7739	8906.25	8906.25	336.252	281.25	0.1759	0.144	-342	385	385	E:\2020-summer\UPMAP3B\20200328_055000.WAV	28-03-2020	05:51:35	28-03-2020	05:51:35	SPPI	1	0	
5	Spectrogram 1	1	877531.1432	877531.9535	1050.8	1597.2	91.1432	1593.75	1312.5	546.41	468.75	0.8103	0.7413	-854	905	905	E:\2020-summer\UPMAP3B\20200328_055000.WAV	28-03-2020	05:51:31	28-03-2020	05:51:32	MWTH	0	1	
6	Spectrogram 1	1	877590	877590.4899	7944	9162.9	150	8906.25	8531.25	1218.914	937.5	0.4899	0.4213	-466	475	475	E:\2020-summer\UPMAP3B\20200328_055000.WAV	28-03-2020	05:52:30	28-03-2020	05:52:30	BBFL	1	0	
7	Spectrogram 1	1	877638.0465	877638.3919	4119.1	7103.3	198.0465	5250	5250	2984.238	2343.75	0.3455	0.2827	-564	572	572	E:\2020-summer\UPMAP3B\20200328_055000.WAV	28-03-2020	05:53:18	28-03-2020	05:53:18	BNMO	1	0	
8	Spectrogram 1	1	877665.1947	877665.5339	1723.3	4119.1	225.1947	1781.25	2812.5	2395.797	2156.25	0.3392	0.2827	-507	485	507	E:\2020-summer\UPMAP3B\20200328_055000.WAV	28-03-2020	05:53:45	28-03-2020	05:53:46	GRTD	1	0	
9	Spectrogram 1	1	877749.2902	877750	1807.4	3320.5	69.2902	2718.75	2718.75	1513.135	1125	0.7098	0.544	-544	548	548	E:\2020-summer\UPMAP3B\20200328_055500.WAV	28-03-2020	05:56:09	28-03-2020	05:56:09	BCFU	1	0	
10	Spectrogram 1	1	877757.1231	877758.9887	1849.4	3110.3	77.1231	1968.75	2062.5	1260.946	937.5	1.8656	1.344	-2025	2143	2143	E:\2020-summer\UPMAP3B\20200328_055500.WAV	28-03-2020	05:56:17	28-03-2020	05:56:19	OHTH	1	0	
11	Spectrogram 1	1	877790	877791.1621	6220.7	7775.8	110	7312.5	7031.25	1555.166	1406.25	1.1621	1.008	-2158	1979	2158	E:\2020-summer\UPMAP3B\20200328_055500.WAV	28-03-2020	05:56:50	28-03-2020	05:56:51	NIFP	0	1	
12	Spectrogram 1	1	877790.3266	877792.3555	3026.3	4497.4	110.3266	3843.75	3375	1471.103	937.5	2.0289	1.4347	-2158	1979	2158	E:\2020-summer\UPMAP3B\20200328_055500.WAV	28-03-2020	05:56:50	28-03-2020	05:56:52	IWEY	0	1	
13	Spectrogram 1	1	877921.3568	877921.7023	1429.1	2984.2	1.3568	2343.75	2156.25	1555.166	1218.75	0.3455	0.288	-472	452	472	E:\2020-summer\UPMAP3B\20200328_060000.WAV	28-03-2020	06:00:01	28-03-2020	06:00:02	YBBU	1	0	
14	Spectrogram 1	1	877938.9824	877940	924.7	1387	18.9824	1218.75	1218.75	462.347	281.25	1.0176	0.8053	-374	339	374	E:\2020-summer\UPMAP3B\20200328_060000.WAV	28-03-2020	06:00:19	28-03-2020	06:00:19	WCBA	1	0	
15	Spectrogram 1	1	877986.4824	877987.255	1975.5	4875.7	66.4824	3281.25	3468.75	2900.175	2062.5	0.7726	0.4373	-2495	2745	2745	E:\2020-summer\UPMAP3B\20200328_060000.WAV	28-03-2020	06:01:06	28-03-2020	06:01:07	SHMY	1	0	
16	Spectrogram 1	1	878040.3015	878040.4146	2059.5	4665.5	120.3015	2812.5	3000	2605.954	2250	0.1131	0.0853	-527	482	527	E:\2020-summer\UPMAP3B\20200328_060000.WAV	28-03-2020	06:02:00	28-03-2020	06:02:00	AFBL	1	0	
17	Spectrogram 1	1	878232.9523	878234.4912	840.6	1555.2	72.9523	1218.75	1218.75	714.536	468.75	1.5389	1.2747	-700	652	700	E:\2020-summer\UPMAP3B\20200328_060500.WAV	28-03-2020	06:06:13	28-03-2020	06:06:14	GRJU	1	0	
18	Spectrogram 1	1	878255.245	878256.1306	3740.8	5548.2	95.245	4593.75	4593.75	1807.356	1406.25	0.8857	0.7413	-691	659	691	E:\2020-summer\UPMAP3B\20200328_060500.WAV	28-03-2020	06:06:35	28-03-2020	06:06:36	GHCF	1	0	
19	Spectrogram 1	1	878252.7575	878253.3417	2059.5	3026.3	92.7575	2812.5	2718.75	966.725	656.25	0.5842	0.512	-449	425	449	E:\2020-summer\UPMAP3B\20200328_060500.WAV	28-03-2020	06:06:33	28-03-2020	06:06:33	PTBA	1	0	
20	Spectrogram 1	1	878311.3819	878311.7148	714.5	1050.8	151.3819	843.75	843.75	336.252	281.25	0.3329	0.304	-614	705	705	E:\2020-summer\UPMAP3B\20200328_060500.WAV	28-03-2020	06:07:31	28-03-2020	06:07:32	ISBA	1	0	
21	Spectrogram 1	1	878330.6533	878330.7663	4119.1	8322.2	170.6533	6187.5	6281.25	4203.152	2812.5	0.1131	0.0853	-764	789	789	E:\2020-summer\UPMAP3B\20200328_060500.WAV	28-03-2020	06:07:51	28-03-2020	06:07:51	ABFL	1	0	verify
22	Spectrogram 1	1	878430.3015	878437.412	4833.6	8742.6	30.3015	5531.25	6375	3908.932	2718.75	7.1105	6.6827	-1183	914	1183	E:\2020-summer\UPMAP3B\20200328_061000.WAV	28-03-2020	06:10:30	28-03-2020	06:10:37	CBSU	0	1	
23	Spectrogram 1	1	878485.1445	878485.4083	1050.8	2017.5	85.1445	1687.5	1593.75	966.725	562.5	0.2638	0.2293	-539	557	557	E:\2020-summer\UPMAP3B\20200328_061000.WAV	28-03-2020	06:11:25	28-03-2020	06:11:25	RESP	1	0	
24	Spectrogram 1	1	878489.5477	878489.7676	4161.1	4497.4	89.5477	4312.5	4312.5	336.252	187.5	0.2198	0.1387	-1066	1336	1336	E:\2020-summer\UPMAP3B\20200328_061000.WAV	28-03-2020	06:11:30	28-03-2020	06:11:30	LBLW	1	0	
25	Spectrogram 1	1	878508.2223	878509.799	3614.7	5548.2	108.2224	3937.5	4312.5	1933.45	1687.5	1.5766	1.44	-865	1026	1026	E:\2020-summer\UPMAP3B\20200328_061000.WAV	28-03-2020	06:11:48	28-03-2020	06:11:50	STBU	1	0	
26	Spectrogram 1	1	878880.0503	878880.6219	168.1	525.4	0.0503	281.25	375	357.268	281.25	0.5716	0.5067	-708	630	708	E:\2020-summer\UPMAP3B\20200328_062000.WAV	28-03-2020	06:20:00	28-03-2020	06:20:01	AEDO	1	0	
27	Spectrogram 1	1	879336.25	879338.6369	3320.5	5758.3	216.25	5437.5	5343.75	2437.828	1687.5	2.3869	1.776	-799	835	835	E:\2020-summer\UPMAP3B\20200328_062500.WAV	28-03-2020	06:28:36	28-03-2020	06:28:39	ORMI	1	0	
28	Spectrogram 1	1	879600.5842	879600.7977	4119.1	6851.1	0.5842	4781.25	5718.75	2732.049	2437.5	0.2136	0.1813	-227	294	294	E:\2020-summer\UPMAP3B\20200328_063500.WAV	28-03-2020	06:35:01	28-03-2020	06:35:01	VFNU	1	0	
29	Spectrogram 1	1	880131.1621	880132.946	2437.8	3656.7	51.1621	3000	3093.75	1218.914	937.5	1.7839	1.472	-327	317	327	E:\2020-summer\UPMAP3B\20200328_064500.WAV	28-03-2020	06:45:51	28-03-2020	06:45:53	CHBE	1	0	
30	Spectrogram 1	1	880136.8279	880137.3429	6767.1	8028	56.8279	7406.25	7406.25	1260.946	937.5	0.5151	0.4	-473	477	477	E:\2020-summer\UPMAP3B\20200328_064500.WAV	28-03-2020	06:45:57	28-03-2020	06:45:57	VHPA	1	0	
31	Spectrogram 1	1	880555.245	880556.7965	3236.4	6010.5	235.245	5437.5	5437.5	2774.081	1875	1.5515	1.296	-363	364	364	E:\2020-summer\UPMAP3B\20200328_065000.WAV	28-03-2020	06:53:55	28-03-2020	06:53:57	HSWO	1	0	
32	Spectrogram 1	1	881362.5879	881362.8455	2353.8	5632.2	82.5879	5062.5	4593.75	3278.459	2437.5	0.2575	0.2027	-555	604	604	E:\2020-summer\UPMAP3B\20200328_071000.WAV	28-03-2020	07:11:23	28-03-2020	07:11:23	MAPA	1	0	
33	Spectrogram 1	1	884670.7475	884671.2123	6304.7	8070.1	30.7475	7312.5	7125	1765.324	1500	0.4648	0.416	-561	572	572	E:\2020-summer\UPMAP3B\20200328_082000.WAV	28-03-2020	08:20:31	28-03-2020	08:20:31	SMMI	1	0	
34	Spectrogram 1	1	887061.9033	887062.0352	2521.9	3488.6	21.9033	3187.5	3187.5	966.725	843.75	0.1319	0.112	-385	270	385	E:\2020-summer\UPMAP3B\20200328_091000.WAV	28-03-2020	09:10:22	28-03-2020	09:10:22	RTFL	1		
