Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	0.3518	1.652048548	1110.3	1665.5	0.3518	1312.5	1406.25	555.2	468.75	1.3002	1.2107	-782	736	782	E:\2020-summer\INME03R\20200508_053000.WAV	08-05-2020	05:30:00	08-05-2020	05:30:02	MWTH	0	1	
2	Spectrogram 1	1	7.0226	7.141946485	1153	2263.3	7.0226	2062.5	1875	1110.3	937.5	0.1193	0.1067	-686	659	686	E:\2020-summer\INME03R\20200508_053000.WAV	08-05-2020	05:30:07	08-05-2020	05:30:07	UK	1	0	
3	Spectrogram 1	1	240.4083	241.3442277	3368.4	4589.5	0.4083	3375	3843.75	1221.1	1125	0.9359	0.8533	-6420	6144	6420	E:\2020-summer\INME03R\20200508_053500.WAV	08-05-2020	05:35:00	08-05-2020	05:35:01	IWEY	0	1	
4	Spectrogram 1	1	364.1834	364.6545045	2437.8	3320.5	124.1834	3093.75	3000	882.7	562.5	0.4711	0.4053	-724	755	755	E:\2020-summer\INME03R\20200508_053500.WAV	08-05-2020	05:37:04	08-05-2020	05:37:05	SHMY	1	0	
5	Spectrogram 1	1	387.6633	388.9886741	1765.3	4035	147.6633	2343.75	2625	2269.7	1875	1.3254	1.2	-780	760	780	E:\2020-summer\INME03R\20200508_053500.WAV	08-05-2020	05:37:28	08-05-2020	05:37:29	OHTH	1	0	
6	Spectrogram 1	1	519.0012	519.6419022	3026.3	4245.2	39.0012	3562.5	3375	1218.9	1031.25	0.6407	0.5867	-954	810	954	E:\2020-summer\INME03R\20200508_054000.WAV	08-05-2020	05:40:39	08-05-2020	05:40:40	STBU	1	0	
7	Spectrogram 1	1	522.9837	523.3605836	2101.6	3656.7	42.9837	3281.25	3000	1555.1	1218.75	0.3769	0.3413	-644	599	644	E:\2020-summer\INME03R\20200508_054000.WAV	08-05-2020	05:40:43	08-05-2020	05:40:43	RWBU	1	0	
8	Spectrogram 1	1	602.8706	603.1406999	8364.3	9120.8	122.8706	8531.25	8531.25	756.5	281.25	0.2701	0.1067	-1203	1035	1203	E:\2020-summer\INME03R\20200508_054000.WAV	08-05-2020	05:42:03	08-05-2020	05:42:03	SPPI	1	0	
9	Spectrogram 1	1	684.5603	686.2562764	966.7	1387	204.5603	1312.5	1218.75	420.3	281.25	1.696	1.456	-1063	935	1063	E:\2020-summer\INME03R\20200508_054000.WAV	08-05-2020	05:43:25	08-05-2020	05:43:26	WCBA	1	0	
10	Spectrogram 1	1	713.3229	713.5992813	2017.5	2774.1	233.3229	2625	2625	756.6	468.75	0.2764	0.2293	-813	903	903	E:\2020-summer\INME03R\20200508_054000.WAV	08-05-2020	05:43:53	08-05-2020	05:43:54	RESP	1	0	
11	Spectrogram 1	1	721.0427	721.3253627	2017.5	3278.5	1.0427	2625	2625	1261	750	0.2827	0.2187	-1994	1711	1994	E:\2020-summer\INME03R\20200508_054500.WAV	08-05-2020	05:45:01	08-05-2020	05:45:01	YBBU	1	0	
12	Spectrogram 1	1	774.196	774.9874556	2521.9	3656.7	54.196	3093.75	3093.75	1134.8	843.75	0.7915	0.7093	-11281	11584	11584	E:\2020-summer\INME03R\20200508_054500.WAV	08-05-2020	05:45:54	08-05-2020	05:45:55	CHBE	1	0	
13	Spectrogram 1	1	858.8568	860.0000137	798.6	1639.2	138.8568	1593.75	1406.25	840.6	375	1.1432	1.0453	-19389	17392	19389	E:\2020-summer\INME03R\20200508_054500.WAV	08-05-2020	05:47:19	08-05-2020	05:47:20	GRJU	1	0	
14	Spectrogram 1	1	908.3229	909.0201347	5253.9	6809.1	188.3229	5718.75	5812.5	1555.2	1125	0.6972	0.5973	-10636	10902	10902	E:\2020-summer\INME03R\20200508_054500.WAV	08-05-2020	05:48:08	08-05-2020	05:48:09	IYTI	1	0	
15	Spectrogram 1	1	1027.2739	1030.000025	1134.9	3698.8	67.2739	3000	2062.5	2563.9	1687.5	2.7261	1.984	-1366	1281	1366	E:\2020-summer\INME03R\20200508_055000.WAV	08-05-2020	05:51:07	08-05-2020	05:51:10	GRTD	0	1	
16	Spectrogram 1	1	1046.1244	1046.70857	2227.7	3194.4	86.1244	2625	2718.75	966.7	656.25	0.5842	0.5067	-860	812	860	E:\2020-summer\INME03R\20200508_055000.WAV	08-05-2020	05:51:26	08-05-2020	05:51:27	PTBA	1	0	
17	Spectrogram 1	1	1181.5955	1182.493739	5758.3	6935.2	221.5955	6562.5	6281.25	1176.9	937.5	0.8982	0.8053	-753	792	792	E:\2020-summer\INME03R\20200508_055000.WAV	08-05-2020	05:53:42	08-05-2020	05:53:42	NIFP	0	1	
18	Spectrogram 1	1	1202.1545	1203.435904	630.5	1765.3	2.1545	1125	1125	1134.8	656.25	1.2814	0.9333	-1562	1524	1562	E:\2020-summer\INME03R\20200508_055500.WAV	08-05-2020	05:55:02	08-05-2020	05:55:03	ISBA	0	1	
19	Spectrogram 1	1	1245.0816	1245.420795	1723.3	2816.1	45.0816	2625	2531.25	1092.8	375	0.3392	0.2827	-1489	1396	1489	E:\2020-summer\INME03R\20200508_055500.WAV	08-05-2020	05:55:45	08-05-2020	05:55:45	CSEA	1	0	
20	Spectrogram 1	1	1516.407	1517.292677	2185.6	2984.2	76.407	2531.25	2625	798.6	375	0.8857	0.784	-876	837	876	E:\2020-summer\INME03R\20200508_060000.WAV	08-05-2020	06:01:16	08-05-2020	06:01:17	WTKI	1	0	
