Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	48.6935	48.95103715	2007.1	2775.8	48.6935	2437.5	2437.5	768.7	656.25	0.2575	0.208	-2413	2496	2496	E:\2020-summer\HP37P2B\20200312_053000.WAV	12-03-2020	05:30:49	12-03-2020	05:30:49	SHMY	1	0	
2	Spectrogram 1	1	312.4497	312.7763325	1195.7	1580.1	72.4497	1406.25	1406.25	384.4	281.25	0.3266	0.2827	-679	738	738	E:\2020-summer\HP37P2B\20200312_055500.WAV	12-03-2020	05:56:12	12-03-2020	05:56:13	MWTH	0	1	
3	Spectrogram 1	1	481.7651	482.3052999	3566.4	4657.3	1.7651	3843.75	3843.75	1090.9	656.25	0.5402	0.48	-388	380	388	E:\2020-summer\HP37P2B\20200312_060000.WAV	12-03-2020	06:00:02	12-03-2020	06:00:02	WBBF	1	0	
4	Spectrogram 1	1	546.1055	547.1670556	1807.4	3026.3	66.1055	2625	2625	1218.9	937.5	1.0616	0.9227	-1185	1409	1409	E:\2020-summer\HP37P2B\20200312_060000.WAV	12-03-2020	06:01:06	12-03-2020	06:01:07	BCFU	1	0	
5	Spectrogram 1	1	563.0088	564.0829184	4329.2	6514.9	83.0088	5718.75	5625	2185.7	1687.5	1.0741	0.9013	-652	421	652	E:\2020-summer\HP37P2B\20200312_060000.WAV	12-03-2020	06:01:23	12-03-2020	06:01:24	ABFL	1	0	verify
6	Spectrogram 1	1	724.9309	725.1256232	1218.9	3951	4.9309	2625	2718.75	2732.1	1687.5	0.1947	0.1547	-390	434	434	E:\2020-summer\HP37P2B\20200312_060500.WAV	12-03-2020	06:05:05	12-03-2020	06:05:05	YBBU	1	0	
7	Spectrogram 1	1	764.6231	765.2889278	3488.6	4707.5	44.6231	4125	4125	1218.9	937.5	0.6658	0.576	-424	442	442	E:\2020-summer\HP37P2B\20200312_060500.WAV	12-03-2020	06:05:45	12-03-2020	06:05:45	GHCF	1	0	
8	Spectrogram 1	1	856.6143	856.8781185	8490.4	8826.6	136.6143	8625	8625	336.2	281.25	0.2638	0.208	-344	349	349	E:\2020-summer\HP37P2B\20200312_060500.WAV	12-03-2020	06:07:17	12-03-2020	06:07:17	SPPI	1	0	
9	Spectrogram 1	1	965.0879	965.8981998	7565.7	9793.3	5.0879	8625	8625	2227.6	1500	0.8103	0.5653	-1809	1987	1987	E:\2020-summer\HP37P2B\20200312_061000.WAV	12-03-2020	06:10:05	12-03-2020	06:10:06	BBFL	1	0	
11	Spectrogram 1	1	991.9095	992.1293488	1008.8	1429.1	31.9095	1218.75	1218.75	420.3	375	0.2198	0.176	-1372	1433	1433	E:\2020-summer\HP37P2B\20200312_061000.WAV	12-03-2020	06:10:32	12-03-2020	06:10:32	WCBA	1	0	
12	Spectrogram 1	1	1015.9359	1016.419567	882.7	1555.2	55.9359	1218.75	1218.75	672.5	468.75	0.4837	0.4107	-1841	1872	1872	E:\2020-summer\HP37P2B\20200312_061000.WAV	12-03-2020	06:10:56	12-03-2020	06:10:56	GRJU	1	0	
13	Spectrogram 1	1	1102.3618	1102.732402	714.5	1092.8	142.3618	1031.25	937.5	378.3	281.25	0.3706	0.3627	-1108	1373	1373	E:\2020-summer\HP37P2B\20200312_061000.WAV	12-03-2020	06:12:22	12-03-2020	06:12:23	ISBA	1	0	
14	Spectrogram 1	1	1101.4259	1103.712327	3110.3	4371.3	141.4259	3937.5	3562.5	1261	843.75	2.2864	2.112	-1723	1620	1723	E:\2020-summer\HP37P2B\20200312_061000.WAV	12-03-2020	06:12:21	12-03-2020	06:12:24	IWEY	0	1	
15	Spectrogram 1	1	1153.8128	1155.244958	5926.4	7691.8	193.8128	6562.5	6656.25	1765.4	1406.25	1.4322	1.2213	-1290	1341	1341	E:\2020-summer\HP37P2B\20200312_061000.WAV	12-03-2020	06:13:14	12-03-2020	06:13:15	NIFP	0	1	
16	Spectrogram 1	1	1272.2048	1272.782688	5506.1	6304.7	72.2048	6093.75	6093.75	798.6	281.25	0.5779	0.2507	-1105	1421	1421	E:\2020-summer\HP37P2B\20200312_061500.WAV	12-03-2020	06:16:12	12-03-2020	06:16:13	IBRO	1	0	
17	Spectrogram 1	1	1230.0628	1231.915811	4077.1	8448.3	30.0628	5906.25	5437.5	4371.2	3375	1.853	1.7013	-1771	1782	1782	E:\2020-summer\HP37P2B\20200312_061500.WAV	12-03-2020	06:15:30	12-03-2020	06:15:32	CBSU	0	1	
18	Spectrogram 1	1	1526.1746	1527.901983	84.1	399.3	86.1746	281.25	281.25	315.2	281.25	1.7274	1.616	-1400	1536	1536	E:\2020-summer\HP37P2B\20200312_062000.WAV	12-03-2020	06:21:26	12-03-2020	06:21:28	MIPI	1	0	
19	Spectrogram 1	1	1628.7249	1630.000023	4665.5	7481.6	188.7249	4687.5	6093.75	2816.1	2437.5	1.2751	1.184	-1018	1049	1049	E:\2020-summer\HP37P2B\20200312_062000.WAV	12-03-2020	06:23:09	12-03-2020	06:23:10	VFNU	1	0	
20	Spectrogram 1	1	1692.1231	1692.386919	1303	6472.9	12.1231	3656.25	3468.75	5169.9	2625	0.2638	0.224	-724	765	765	E:\2020-summer\HP37P2B\20200312_062500.WAV	12-03-2020	06:25:12	12-03-2020	06:25:12	ASDR	1	0	
