Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	171.8028	171.8844581	1024.9	1537.4	171.8028	1031.25	1312.5	512.5	468.75	0.0817	0.0693	-227	174	227	E:\2020-summer\IPTO04R\20200318_053500.WAV	18-03-2020	05:37:52	18-03-2020	05:37:52	JENI	1	0	
2	Spectrogram 1	1	373.9824	374.0200884	768.7	1622.8	133.9824	1406.25	1312.5	854.1	750	0.0377	0.032	-190	204	204	E:\2020-summer\IPTO04R\20200318_054000.WAV	18-03-2020	05:42:14	18-03-2020	05:42:14	JUNI	1	0	
3	Spectrogram 1	1	621.3756	622.2801207	1750.9	2049.8	141.3756	1781.25	1875	298.9	187.5	0.9045	0.8213	-245	207	245	E:\2020-summer\IPTO04R\20200318_054500.WAV	18-03-2020	05:47:21	18-03-2020	05:47:22	MWTH	0	1	
5	Spectrogram 1	1	720.3204	720.8103487	966.7	1513.1	0.3204	1125	1312.5	546.4	468.75	0.4899	0.4267	-279	283	283	E:\2020-summer\IPTO04R\20200318_055000.WAV	18-03-2020	05:50:00	18-03-2020	05:50:01	INPE	1	0	
6	Spectrogram 1	1	826.8216	826.8969767	546.4	1513.1	106.8216	1218.75	843.75	966.7	750	0.0754	0.048	-236	234	236	E:\2020-summer\IPTO04R\20200318_055000.WAV	18-03-2020	05:51:47	18-03-2020	05:51:47	GRHO	1	0	
7	Spectrogram 1	1	1018.3794	1018.46734	1681.3	2606	58.3794	1875	1968.75	924.7	750	0.0879	0.08	-485	438	485	E:\2020-summer\IPTO04R\20200318_060000.WAV	18-03-2020	06:00:58	18-03-2020	06:00:58	YBBU	0	0	
8	Spectrogram 1	1	1020.3455	1020.57163	1050.8	1681.3	60.3455	1500	1406.25	630.5	468.75	0.2261	0.1867	-315	320	320	E:\2020-summer\IPTO04R\20200318_060000.WAV	18-03-2020	06:01:00	18-03-2020	06:01:01	MGHO	1	0	
9	Spectrogram 1	1	1080.0748	1080.514498	2059.5	3152.4	120.0748	2812.5	2718.75	1092.9	843.75	0.4397	0.3787	-294	243	294	E:\2020-summer\IPTO04R\20200318_060000.WAV	18-03-2020	06:02:00	18-03-2020	06:02:01	RWBU	1	0	
10	Spectrogram 1	1	1131.3751	1133.71806	2690	5043.8	171.3751	3468.75	3562.5	2353.8	1781.25	2.343	2.112	-647	949	949	E:\2020-summer\IPTO04R\20200318_060000.WAV	18-03-2020	06:02:51	18-03-2020	06:02:54	IWEY	0	1	
11	Spectrogram 1	1	1250.446	1251.105546	840.6	2143.6	50.446	1125	1218.75	1303	937.5	0.6595	0.4693	-697	604	697	E:\2020-summer\IPTO04R\20200318_060500.WAV	18-03-2020	06:05:50	18-03-2020	06:05:51	ISBA	1	1	
12	Spectrogram 1	1	1327.946	1328.015095	546.4	903.7	127.946	750	750	357.3	281.25	0.0691	0.0533	-240	204	240	E:\2020-summer\IPTO04R\20200318_060500.WAV	18-03-2020	06:07:08	18-03-2020	06:07:08	MABA	1	0	
13	Spectrogram 1	1	1391.4196	1392.481156	840.6	1597.2	191.4196	1312.5	1312.5	756.6	656.25	1.0616	1.008	-1515	1834	1834	E:\2020-summer\IPTO04R\20200318_060500.WAV	18-03-2020	06:08:11	18-03-2020	06:08:12	GRJU	1	0	
14	Spectrogram 1	1	1415.7161	1415.935949	924.7	1387	215.7161	1125	1125	462.3	375	0.2198	0.1867	-413	350	413	E:\2020-summer\IPTO04R\20200318_060500.WAV	18-03-2020	06:08:36	18-03-2020	06:08:36	WCBA	1	0	
15	Spectrogram 1	1	1475.2512	1475.364265	1008.757	1891.419	35.2512	1593.75	1500	882.662	562.5	0.1131	0.0693	-329	278	329	E:\2020-summer\IPTO04R\20200318_061500.WAV	18-03-2020	06:15:35	18-03-2020	06:15:35	RESP	1	0	
16	Spectrogram 1	1	1587.544	1587.694753	1471.103	2227.671	147.544	1875	1875	756.568	468.75	0.1508	0.0907	-320	284	320	E:\2020-summer\IPTO04R\20200318_061500.WAV	18-03-2020	06:17:28	18-03-2020	06:17:28	LBCR	1	0	
17	Spectrogram 1	1	1717.5125	1718.793904	1134.851	2732.049	37.5125	1406.25	1968.75	1597.198	1218.75	1.2814	1.1627	-616	756	756	E:\2020-summer\IPTO04R\20200318_062500.WAV	18-03-2020	06:25:38	18-03-2020	06:25:39	WBWO	1	0	
19	Spectrogram 1	1	1712.9209	1712.996277	7355.517	8784.588	32.9209	8531.25	7968.75	1429.071	1218.75	0.0754	0.0533	-221	228	228	E:\2020-summer\IPTO04R\20200318_062500.WAV	18-03-2020	06:25:33	18-03-2020	06:25:33	NIFP	1	0	
21	Spectrogram 1	1	1726.4636	1726.620635	3782.837	7229.422	46.4636	5531.25	5718.75	3446.585	2718.75	0.157	0.1333	-292	302	302	E:\2020-summer\IPTO04R\20200318_062500.WAV	18-03-2020	06:25:46	18-03-2020	06:25:47	GRNW	1	0	
22	Spectrogram 1	1	1756.5766	1756.695946	2059.545	3068.301	76.5766	2812.5	2718.75	1008.756	843.75	0.1193	0.096	-242	208	242	E:\2020-summer\IPTO04R\20200318_062500.WAV	18-03-2020	06:26:17	18-03-2020	06:26:17	STBU	1	0	
23	Spectrogram 1	1	1863.1281	1863.3982	3656.743	6683.012	183.1281	5531.25	5437.5	3026.269	2531.25	0.2701	0.224	-315	294	315	E:\2020-summer\IPTO04R\20200318_062500.WAV	18-03-2020	06:28:03	18-03-2020	06:28:03	GRWA	1	0	
24	Spectrogram 1	1	2010	2010.477386	3488.616	6262.697	90	3750	3750	2774.081	2437.5	0.4774	0.4	-374	389	389	E:\2020-summer\IPTO04R\20200318_063000.WAV	18-03-2020	06:31:30	18-03-2020	06:31:30	LBLW	1	0	
25	Spectrogram 1	1	2228.4924	2228.561495	2269.702	6598.949	68.4924	4218.75	4312.5	4329.247	3281.25	0.0691	0.0533	-329	354	354	E:\2020-summer\IPTO04R\20200318_063500.WAV	18-03-2020	06:36:08	18-03-2020	06:36:09	BRWA	1	0	
26	Spectrogram 1	1	2340.9673	2341.162023	2311.734	4665.499	180.9673	3468.75	3468.75	2353.765	1781.25	0.1947	0.1493	-397	318	397	E:\2020-summer\IPTO04R\20200318_063500.WAV	18-03-2020	06:38:01	18-03-2020	06:38:01	COTA	1	0	
27	Spectrogram 1	1	2329.0138	2329.999979	84.063	483.363	169.0138	281.25	281.25	399.3	281.25	0.9862	0.912	-426	388	426	E:\2020-summer\IPTO04R\20200318_063500.WAV	18-03-2020	06:37:49	18-03-2020	06:37:49	MIPI	1	0	
28	Spectrogram 1	1	2534.2148	2537.286402	840.63	6809.107	134.2148	1406.25	2062.5	5968.477	5062.5	3.0716	2.656	-389	363	389	E:\2020-summer\IPTO04R\20200318_064000.WAV	18-03-2020	06:42:14	18-03-2020	06:42:17	DFBA	1	0	
29	Spectrogram 1	1	2820.4837	2820.66586	1260.946	2143.608	180.4837	1968.75	1875	882.662	562.5	0.1822	0.1387	-500	520	520	E:\2020-summer\IPTO04R\20200318_064500.WAV	18-03-2020	06:48:00	18-03-2020	06:48:01	WBTR	1	0	
30	Spectrogram 1	1	2882.3241	2883.454751	1387.04	7817.863	2.3241	1406.25	2718.75	6430.823	5625	1.1307	1.0133	-669	507	669	E:\2020-summer\IPTO04R\20200318_071000.WAV	18-03-2020	07:10:02	18-03-2020	07:10:03	WBBF	1	0	
31	Spectrogram 1	1	3216.1432	3216.670837	4077.058	6977.233	96.1432	6281.25	5812.5	2900.175	2531.25	0.5276	0.48	-451	362	451	E:\2020-summer\IPTO04R\20200318_072000.WAV	18-03-2020	07:21:36	18-03-2020	07:21:37	CBSU	1	0	
