Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	1037284.78	1037286.872	1110.3	1879	4.7801	1875	1781.25	768.683	656.25	2.0917	1.7973	-2678	2553	2678	E:\2020-summer\STIN02U\20200509_053000.WAV	09-05-2020	05:30:05	09-05-2020	05:30:07	MWTH	0	1	
2	Spectrogram 1	1	1037583.649	1037584.523	1580.1	6533.8	63.6495	5156.25	5156.25	4953.737	3281.25	0.8731	0.7467	-1753	1765	1765	E:\2020-summer\STIN02U\20200509_053500.WAV	09-05-2020	05:36:04	09-05-2020	05:36:05	SHMY	1	0	
3	Spectrogram 1	1	1037669.089	1037669.78	1024.9	4398.6	149.0892	1406.25	2437.5	3373.665	2718.75	0.691	0.6133	-1471	1562	1562	E:\2020-summer\STIN02U\20200509_053500.WAV	09-05-2020	05:37:29	09-05-2020	05:37:30	GRTD	1	0	
4	Spectrogram 1	1	1037686.834	1037687.192	8616.5	9204.9	166.8342	9000	9000	588.441	187.5	0.358	0.112	-2627	2919	2919	E:\2020-summer\STIN02U\20200509_053500.WAV	09-05-2020	05:37:47	09-05-2020	05:37:47	SPPI	1	0	
5	Spectrogram 1	1	1037693.436	1037694.215	1933.5	3656.7	173.4359	2437.5	2531.25	1723.292	1125	0.7789	0.576	-2028	2216	2216	E:\2020-summer\STIN02U\20200509_053500.WAV	09-05-2020	05:37:53	09-05-2020	05:37:54	OHTH	1	0	
6	Spectrogram 1	1	1037712.959	1037713.624	1849.4	3614.7	192.9585	1875	1875	1765.324	1406.25	0.6658	0.544	-3494	3593	3593	E:\2020-summer\STIN02U\20200509_053500.WAV	09-05-2020	05:38:13	09-05-2020	05:38:14	RWBU	1	0	
7	Spectrogram 1	1	1037850.603	1037850.766	1849.4	3614.7	90.603	3281.25	2812.5	1765.324	1031.25	0.1633	0.1067	-1276	1394	1394	E:\2020-summer\STIN02U\20200509_054000.WAV	09-05-2020	05:41:31	09-05-2020	05:41:31	YBBU	1	0	
8	Spectrogram 1	1	1037882.955	1037883.153	924.7	1408.1	122.9554	1125	1218.75	483.363	375	0.1979	0.16	-1202	1168	1202	E:\2020-summer\STIN02U\20200509_054000.WAV	09-05-2020	05:42:03	09-05-2020	05:42:03	WCBA	1	0	
9	Spectrogram 1	1	1037905.666	1037906.338	2227.7	5085.8	145.6658	3937.5	3843.75	2858.144	1687.5	0.6721	0.512	-2329	2633	2633	E:\2020-summer\STIN02U\20200509_054000.WAV	09-05-2020	05:42:26	09-05-2020	05:42:26	STBU	1	0	
10	Spectrogram 1	1	1038027.494	1038027.657	672.5	2143.6	27.4937	1500	1500	1471.103	375	0.1633	0.0907	-3461	3569	3569	E:\2020-summer\STIN02U\20200509_054500.WAV	09-05-2020	05:45:27	09-05-2020	05:45:28	MATR	1	0	
11	Spectrogram 1	1	1038047.06	1038047.456	882.7	1345	47.0603	1125	1125	462.347	187.5	0.3957	0.2827	-1834	1668	1834	E:\2020-summer\STIN02U\20200509_054500.WAV	09-05-2020	05:45:47	09-05-2020	05:45:47	MGHO	1	0	
12	Spectrogram 1	1	1038202.682	1038203.222	2101.6	3236.4	202.6821	3000	2906.25	1134.851	843.75	0.5402	0.4853	-2609	2302	2609	E:\2020-summer\STIN02U\20200509_054500.WAV	09-05-2020	05:48:23	09-05-2020	05:48:23	PTBA	1	0	
13	Spectrogram 1	1	1038332.104	1038332.72	2563.9	3530.6	92.1043	3187.5	3093.75	966.725	375	0.6156	0.4587	-3017	2743	3017	E:\2020-summer\STIN02U\20200509_055000.WAV	09-05-2020	05:51:32	09-05-2020	05:51:33	GRFL	1	0	
