Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	18.4987	19.79894855	1238.4	2135.2	18.4987	1687.5	1687.5	896.8	750	1.3002	1.1893	-6612	6748	6748	E:\2020-summer\VAR310R\20200312_053000.WAV	12-03-2020	05:30:18	12-03-2020	05:30:20	CHCU	1	0	
2	Spectrogram 1	1	157.2739	159.6419855	1238.4	1879	157.2739	1687.5	1593.75	640.6	375	2.3681	1.952	-15742	15177	15742	E:\2020-summer\VAR310R\20200312_053000.WAV	12-03-2020	05:32:37	12-03-2020	05:32:40	MWTH	0	1	
3	Spectrogram 1	1	285.5528	285.7726488	924.7	1429.1	45.5528	1312.5	1218.75	504.4	281.25	0.2198	0.1707	-1067	992	1067	E:\2020-summer\VAR310R\20200312_054000.WAV	12-03-2020	05:40:46	12-03-2020	05:40:46	LBCR	1	0	
4	Spectrogram 1	1	588.9635	589.99993	1134.9	2563.9	108.9635	1781.25	1875	1429	656.25	1.0364	0.8	-4274	4232	4274	E:\2020-summer\VAR310R\20200312_055500.WAV	12-03-2020	05:56:49	12-03-2020	05:56:50	GRTD	1	0	
5	Spectrogram 1	1	693.2915	694.535216	840.6	1471.1	213.2915	1218.75	1218.75	630.5	562.5	1.2437	1.088	-4893	4938	4938	E:\2020-summer\VAR310R\20200312_055500.WAV	12-03-2020	05:58:33	12-03-2020	05:58:35	GRJU	1	0	
6	Spectrogram 1	1	764.8803	764.9996465	1387	2816.1	44.8803	2343.75	2250	1429.1	937.5	0.1193	0.0853	-1414	1449	1449	E:\2020-summer\VAR310R\20200312_060000.WAV	12-03-2020	06:00:45	12-03-2020	06:00:45	YBBU	1	0	
7	Spectrogram 1	1	965.3012	967.549939	2774.1	4581.4	5.3012	3937.5	3562.5	1807.3	1593.75	2.2487	2.0587	-518	534	534	E:\2020-summer\VAR310R\20200312_060500.WAV	12-03-2020	06:05:05	12-03-2020	06:05:08	IWEY	0	1	
8	Spectrogram 1	1	962.1102	962.317486	1092.8	3614.7	2.1102	2343.75	2250	2521.9	2156.25	0.2073	0.1867	-420	545	545	E:\2020-summer\VAR310R\20200312_060500.WAV	12-03-2020	06:05:02	12-03-2020	06:05:02	AFBL	1	0	
9	Spectrogram 1	1	984.0826	984.911744	2185.6	3320.5	24.0826	3187.5	2531.25	1134.9	1031.25	0.8291	0.7253	-383	334	383	E:\2020-summer\VAR310R\20200312_060500.WAV	12-03-2020	06:05:24	12-03-2020	06:05:25	OHTH	1	0	
10	Spectrogram 1	1	1043.7811	1043.86904	6977.2	8322.2	83.7811	7875	7687.5	1345	1125	0.0879	0.0747	-309	300	309	E:\2020-summer\VAR310R\20200312_060500.WAV	12-03-2020	06:06:24	12-03-2020	06:06:24	NIFP	1	0	
11	Spectrogram 1	1	1145.3828	1145.621493	1849.4	3530.6	185.3828	3000	2906.25	1681.2	1500	0.2387	0.208	-384	335	384	E:\2020-summer\VAR310R\20200312_060500.WAV	12-03-2020	06:08:05	12-03-2020	06:08:06	RWBU	1	0	
12	Spectrogram 1	1	1161.9343	1162.267214	966.7	1387	201.9343	1125	1125	420.3	281.25	0.3329	0.2827	-537	553	553	E:\2020-summer\VAR310R\20200312_060500.WAV	12-03-2020	06:08:22	12-03-2020	06:08:22	WCBA	1	0	
13	Spectrogram 1	1	1179.1014	1179.421751	1050.8	1807.4	219.1014	1500	1593.75	756.6	656.25	0.3204	0.272	-351	363	363	E:\2020-summer\VAR310R\20200312_060500.WAV	12-03-2020	06:08:39	12-03-2020	06:08:39	MGHO	1	0	
14	Spectrogram 1	1	1205.3326	1207.279832	42	420.3	5.3326	187.5	187.5	378.3	187.5	1.9472	1.8293	-675	596	675	E:\2020-summer\VAR310R\20200312_061000.WAV	12-03-2020	06:10:05	12-03-2020	06:10:07	MIPI	1	0	
15	Spectrogram 1	1	1288.3539	1289.547365	672.5	1092.8	88.3539	843.75	843.75	420.3	281.25	1.1935	1.0987	-633	526	633	E:\2020-summer\VAR310R\20200312_061000.WAV	12-03-2020	06:11:28	12-03-2020	06:11:30	ISBA	1	0	
16	Spectrogram 1	1	1570.521	1571.965721	4287.2	8322.2	130.521	7968.75	6187.5	4035	3656.25	1.4447	1.328	-889	697	889	E:\2020-summer\VAR310R\20200312_061500.WAV	12-03-2020	06:17:11	12-03-2020	06:17:12	CBSU	0	1	
