Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	598948.4736	598948.6181	564.7	1604.9	148.4736	1031.25	1031.25	1040.2	750	0.1445	0.112	-970	853	970	E:\2020-winter\OLV110U\20210114_055000.WAV	14-01-2021	05:52:28	14-01-2021	05:52:29	ISOW	1	0	
2	Spectrogram 1	1	599883.392	599884.3907	1303	1975.5	123.392	1500	1593.75	672.5	656.25	0.9987	0.9013	-937	1204	1204	E:\2020-winter\OLV110U\20210114_061000.WAV	14-01-2021	06:12:03	14-01-2021	06:12:04	MWTH	0	1	
3	Spectrogram 1	1	600113.1281	600113.75	5464.1	5800.4	113.1281	5625	5625	336.3	187.5	0.6219	0.5067	-913	672	913	E:\2020-winter\OLV110U\20210114_061500.WAV	14-01-2021	06:16:53	14-01-2021	06:16:54	MWTH	1	0	
4	Spectrogram 1	1	600244.4724	600244.8053	3993	4833.6	4.4724	4406.25	4406.25	840.6	562.5	0.3329	0.2827	-648	546	648	E:\2020-winter\OLV110U\20210114_062000.WAV	14-01-2021	06:20:04	14-01-2021	06:20:05	IWEY	1	0	
5	Spectrogram 1	1	600258.0527	600258.26	966.7	1345	18.0527	1125	1125	378.3	281.25	0.2073	0.192	-708	756	756	E:\2020-winter\OLV110U\20210114_062000.WAV	14-01-2021	06:20:18	14-01-2021	06:20:18	WCBA	1	0	
6	Spectrogram 1	1	600255.0251	600255.3894	2606	4245.2	15.0251	3093.75	3375	1639.2	1593.75	0.3643	0.3253	-1035	714	1035	E:\2020-winter\OLV110U\20210114_062000.WAV	14-01-2021	06:20:15	14-01-2021	06:20:15	SHMY	1	0	
7	Spectrogram 1	1	600259.0452	600259.2713	1345	2353.8	19.0452	2250	1875	1008.8	937.5	0.2261	0.1973	-820	893	893	E:\2020-winter\OLV110U\20210114_062000.WAV	14-01-2021	06:20:19	14-01-2021	06:20:19	GRTD	1	0	
8	Spectrogram 1	1	600274.1646	600274.3719	882.7	1597.2	34.1646	1031.25	1218.75	714.5	562.5	0.2073	0.176	-551	551	551	E:\2020-winter\OLV110U\20210114_062000.WAV	14-01-2021	06:20:34	14-01-2021	06:20:34	GRJU	1	0	
9	Spectrogram 1	1	600282.8266	600283.2538	1008.8	1303	42.8266	1218.75	1218.75	294.2	187.5	0.4271	0.368	-699	566	699	E:\2020-winter\OLV110U\20210114_062000.WAV	14-01-2021	06:20:43	14-01-2021	06:20:43	ISBA	1	0	
10	Spectrogram 1	1	600614.0703	600615.5967	2311.7	2858.1	134.0703	2718.75	2625	546.4	468.75	1.5264	1.392	-1073	872	1073	E:\2020-winter\OLV110U\20210114_062500.WAV	14-01-2021	06:27:14	14-01-2021	06:27:16	GRFL	1	0	
11	Spectrogram 1	1	600642.544	600643.2035	1849.4	3194.4	162.544	2531.25	2531.25	1345	1218.75	0.6595	0.5973	-773	681	773	E:\2020-winter\OLV110U\20210114_062500.WAV	14-01-2021	06:27:43	14-01-2021	06:27:43	RWBU	1	0	
12	Spectrogram 1	1	600866.0741	600866.4133	1429.1	3572.7	146.0741	2250	2531.25	2143.6	1781.25	0.3392	0.2827	-790	820	820	E:\2020-winter\OLV110U\20210114_063000.WAV	14-01-2021	06:32:26	14-01-2021	06:32:26	RUBA	1	0	
13	Spectrogram 1	1	600906.4573	600907.3681	4959.7	8070.1	186.4573	7687.5	7031.25	3110.4	2718.75	0.9108	0.848	-1106	894	1106	E:\2020-winter\OLV110U\20210114_063000.WAV	14-01-2021	06:33:06	14-01-2021	06:33:07	NIFP	0	1	
14	Spectrogram 1	1	600902.9083	600904.9435	2227.7	2858.1	182.9083	2531.25	2531.25	630.4	375	2.0352	1.68	-3511	4319	4319	E:\2020-winter\OLV110U\20210114_063000.WAV	14-01-2021	06:33:03	14-01-2021	06:33:05	BRFL	1	0	
15	Spectrogram 1	1	600932.255	600932.6696	4539.4	8070.1	212.255	7406.25	6937.5	3530.7	2531.25	0.4146	0.32	-1011	681	1011	E:\2020-winter\OLV110U\20210114_063000.WAV	14-01-2021	06:33:32	14-01-2021	06:33:33	VHPA	1	0	
17	Spectrogram 1	1	600955.2324	600956.0615	2059.5	6641	235.2324	3375	3656.25	4581.5	3656.25	0.8291	0.752	-5108	5605	5605	E:\2020-winter\OLV110U\20210114_063000.WAV	14-01-2021	06:33:55	14-01-2021	06:33:56	ASDR	1	0	
18	Spectrogram 1	1	600962.7387	600962.9648	1387	3278.5	2.7387	2718.75	2718.75	1891.5	1312.5	0.2261	0.176	-1804	2103	2103	E:\2020-winter\OLV110U\20210114_063500.WAV	14-01-2021	06:35:03	14-01-2021	06:35:03	YBBU	1	0	
19	Spectrogram 1	1	600992.3869	600992.9585	2101.6	2563.9	32.3869	2343.75	2343.75	462.3	187.5	0.5716	0.48	-2357	1931	2357	E:\2020-winter\OLV110U\20210114_063500.WAV	14-01-2021	06:35:32	14-01-2021	06:35:33	CSEA	1	0	
20	Spectrogram 1	1	601217.2294	601217.2985	2437.8	4875.7	17.2294	3468.75	3375	2437.9	2062.5	0.0691	0.0587	-1183	1347	1347	E:\2020-winter\OLV110U\20210114_064000.WAV	14-01-2021	06:40:17	14-01-2021	06:40:17	BNMO	1	0	
21	Spectrogram 1	1	601347.8643	601347.9146	588.4	819.6	147.8643	750	750	231.2	93.75	0.0503	0.0373	-558	547	558	E:\2020-winter\OLV110U\20210114_064000.WAV	14-01-2021	06:42:28	14-01-2021	06:42:28	MABA	1	0	
22	Spectrogram 1	1	601353.6809	601354.0641	2059.5	4518.4	153.6809	2437.5	2625	2458.9	1968.75	0.3832	0.336	-1393	1457	1457	E:\2020-winter\OLV110U\20210114_064000.WAV	14-01-2021	06:42:34	14-01-2021	06:42:34	BRWA	0	1	
23	Spectrogram 1	1	601437.9837	601438.1532	3572.7	8028	237.9836	5437.5	5718.75	4455.3	2718.75	0.1696	0.1333	-2633	2959	2959	E:\2020-winter\OLV110U\20210114_064000.WAV	14-01-2021	06:43:58	14-01-2021	06:43:58	GRNW	1	0	
24	Spectrogram 1	1	601493.392	601493.6181	1723.3	2816.1	53.392	2437.5	2343.75	1092.8	843.75	0.2261	0.1867	-812	624	812	E:\2020-winter\OLV110U\20210114_064500.WAV	14-01-2021	06:45:53	14-01-2021	06:45:54	RESP	1	0	
25	Spectrogram 1	1	601745.358	601745.5025	1429.1	1975.5	65.358	1687.5	1687.5	546.4	468.75	0.1445	0.1227	-475	532	532	E:\2020-winter\OLV110U\20210114_065000.WAV	14-01-2021	06:51:05	14-01-2021	06:51:06	MGHO	1	0	
26	Spectrogram 1	1	601854.6105	601855.0942	2059.5	3614.7	174.6105	3468.75	2812.5	1555.2	1406.25	0.4837	0.4267	-924	1024	1024	E:\2020-winter\OLV110U\20210114_065000.WAV	14-01-2021	06:52:55	14-01-2021	06:52:55	CHBE	1	0	
27	Spectrogram 1	1	601860.6344	601861.407	4917.7	7523.6	180.6344	5250	5906.25	2605.9	2156.25	0.7726	0.6933	-945	1023	1023	E:\2020-winter\OLV110U\20210114_065000.WAV	14-01-2021	06:53:01	14-01-2021	06:53:01	ORMI	0	1	
28	Spectrogram 1	1	601863.7249	601866.4133	4077.1	7019.3	183.7249	5718.75	5531.25	2942.2	2437.5	2.6884	2.3893	-1242	904	1242	E:\2020-winter\OLV110U\20210114_065000.WAV	14-01-2021	06:53:04	14-01-2021	06:53:06	VFNU	1	0	
29	Spectrogram 1	1	601965.3329	601965.5716	3656.7	7733.8	45.3329	6375	5718.75	4077.1	3375	0.2387	0.1867	-650	838	838	E:\2020-winter\OLV110U\20210114_065500.WAV	14-01-2021	06:55:45	14-01-2021	06:55:46	GRWA	1	0	
