Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
15	Spectrogram 1	1	217.4937	269017.4937	269018.6306	2391.459	3202.847	2531.25	2812.5	811.388	750	1.1369	1.024	-879	914	914	E:\2020-winter\HP36P4B\20201216_062000.WAV	16-12-2020	06:23:37	16-12-2020	06:23:39	GRFL	1	0	
16	Spectrogram 1	1	100.7915	268900.7915	268901.4196	3587.189	5081.851	3843.75	4125	1494.662	843.75	0.6281	0.528	-849	818	849	E:\2020-winter\HP36P4B\20201216_062000.WAV	16-12-2020	06:21:41	16-12-2020	06:21:41	GHCF	1	0	
17	Spectrogram 1	1	10.6533	269050.6533	269052.3367	120.787	362.361	187.5	187.5	241.574	93.75	1.6834	1.504	-913	1057	1057	E:\2020-winter\HP36P4B\20201216_062500.WAV	16-12-2020	06:25:11	16-12-2020	06:25:12	MIPI	1	0	
18	Spectrogram 1	1	35.3517	269075.3517	269076.6017	4526.69	8071.174	6281.25	6281.25	3544.484	2531.25	1.25	1.0613	-882	917	917	E:\2020-winter\HP36P4B\20201216_062500.WAV	16-12-2020	06:25:35	16-12-2020	06:25:37	IBRO	0	1	
20	Spectrogram 1	1	150.9234	269190.9234	269191.206	1110.32	1964.413	1781.25	1687.5	854.093	656.25	0.2826	0.24	-480	440	480	E:\2020-winter\HP36P4B\20201216_062500.WAV	16-12-2020	06:27:31	16-12-2020	06:27:31	RESP	1	0	
22	Spectrogram 1	1	6.2374	269286.2374	269286.4447	1580.071	3160.142	2343.75	2906.25	1580.071	1218.75	0.2073	0.1867	-494	565	565	E:\2020-winter\HP36P4B\20201216_063000.WAV	16-12-2020	06:30:06	16-12-2020	06:30:06	SHIK	1	0	
23	Spectrogram 1	1	213.6464	269253.6464	269254.4567	3587.189	5722.42	4968.75	4968.75	2135.231	1875	0.8103	0.608	-1136	1304	1304	E:\2020-winter\HP36P4B\20201216_062500.WAV	16-12-2020	06:28:34	16-12-2020	06:28:34	LBLW	1	0	
24	Spectrogram 1	1	116.1683	269396.1683	269396.2814	1921.708	4227.758	3000	3093.75	2306.05	1406.25	0.1131	0.0853	-529	615	615	E:\2020-winter\HP36P4B\20201216_063000.WAV	16-12-2020	06:31:56	16-12-2020	06:31:56	STBU	1	0	
25	Spectrogram 1	1	134.0515	269414.0515	269414.3467	1537.367	3202.847	3000	2625	1665.48	1312.5	0.2952	0.24	-1204	974	1204	E:\2020-winter\HP36P4B\20201216_063000.WAV	16-12-2020	06:32:14	16-12-2020	06:32:14	RWBU	1	0	
28	Spectrogram 1	1	61.9661	269581.9661	269582.1985	4014.235	7601.423	5625	5531.25	3587.188	2906.25	0.2324	0.1867	-966	698	966	E:\2020-winter\HP36P4B\20201216_063500.WAV	16-12-2020	06:36:02	16-12-2020	06:36:02	GRNW	1	0	
29	Spectrogram 1	1	0.603	269520.603	269521.4133	2220.641	3245.552	2812.5	2718.75	1024.911	937.5	0.8103	0.6453	-965	988	988	E:\2020-winter\HP36P4B\20201216_063500.WAV	16-12-2020	06:35:01	16-12-2020	06:35:01	PTBA	1	0	
31	Spectrogram 1	1	118.5248	269878.5248	269878.7698	2049.822	4911.032	3000	3281.25	2861.21	2156.25	0.245	0.2027	-395	742	742	E:\2020-winter\HP36P4B\20201216_064000.WAV	16-12-2020	06:41:59	16-12-2020	06:41:59	BNMO	1	0	
32	Spectrogram 1	1	0.0503	271680.0503	271680.0942	513.344	815.312	656.25	656.25	301.968	187.5	0.0439	0.032	-439	458	458	E:\2020-winter\HP36P4B\20201216_072000.WAV	16-12-2020	07:20:00	16-12-2020	07:20:00	MABA	1	0	
33	Spectrogram 1	1	50.9108	271730.9108	271731.093	170.819	640.569	187.5	375	469.75	375	0.1822	0.1707	-234	299	299	E:\2020-winter\HP36P4B\20201216_072000.WAV	16-12-2020	07:20:51	16-12-2020	07:20:51	AEDO	1	0	
34	Spectrogram 1	1	120.2575	271560.2575	271560.6784	1665.48	2135.231	1968.75	1968.75	469.751	281.25	0.4209	0.288	-718	1028	1028	E:\2020-winter\HP36P4B\20201216_071500.WAV	16-12-2020	07:17:00	16-12-2020	07:17:01	CSEA	1	0	
35	Spectrogram 1	1	126.3128	272046.3128	272046.5515	4099.644	8071.174	5156.25	5718.75	3971.53	3000	0.2387	0.192	-439	517	517	E:\2020-winter\HP36P4B\20201216_072500.WAV	16-12-2020	07:27:06	16-12-2020	07:27:07	GRWA	1	0	
37	Spectrogram 1	1	221.3317	272381.3317	272381.4824	3117.438	6192.171	5343.75	4968.75	3074.733	2156.25	0.1507	0.1067	-1492	1616	1616	E:\2020-winter\HP36P4B\20201216_073000.WAV	16-12-2020	07:33:41	16-12-2020	07:33:41	IPFL	1	0	
38	Spectrogram 1	1	108.8379	272508.8379	272509.4158	1793.594	6790.036	2812.5	2906.25	4996.442	1968.75	0.5779	0.4587	-1540	1805	1805	E:\2020-winter\HP36P4B\20201216_073500.WAV	16-12-2020	07:36:49	16-12-2020	07:36:49	ASDR	1	0	
39	Spectrogram 1	1	126.093	272526.093	272529.2588	1622.776	2775.801	2437.5	2437.5	1153.025	656.25	3.1658	2.256	-1875	1494	1875	E:\2020-winter\HP36P4B\20201216_073500.WAV	16-12-2020	07:37:06	16-12-2020	07:37:09	MAWO	1	0	
40	Spectrogram 1	1	0.8354	272880.8354	272887.544	2049.822	3971.53	2718.75	2812.5	1921.708	1125	6.7086	5.28	-3547	2357	3547	E:\2020-winter\HP36P4B\20201216_074500.WAV	16-12-2020	07:45:01	16-12-2020	07:45:08	PTBA	0	1	
41	Spectrogram 1	1	121.5013	273481.5013	273481.9284	4825.623	7473.31	6187.5	6187.5	2647.687	2062.5	0.4271	0.3733	-958	966	966	E:\2020-winter\HP36P4B\20201216_075500.WAV	16-12-2020	07:57:02	16-12-2020	07:57:02	VHPA	1	0	
43	Spectrogram 1	1	183.5678	273783.5678	273784.1583	2946.619	5508.897	4031.25	4125	2562.278	1781.25	0.5905	0.5067	-1144	861	1144	E:\2020-winter\HP36P4B\20201216_080000.WAV	16-12-2020	08:03:04	16-12-2020	08:03:04	IYTI	0	1	
44	Spectrogram 1	1	201.0301	274521.0301	274521.294	1195.73	1964.413	1500	1500	768.683	468.75	0.2639	0.2187	-761	961	961	E:\2020-winter\HP36P4B\20201216_081500.WAV	16-12-2020	08:18:21	16-12-2020	08:18:21	HOCR	1	0	
45	Spectrogram 1	1	207.4623	275247.4623	275247.5691	405.694	725.979	562.5	562.5	320.285	187.5	0.1068	0.0747	-729	937	937	E:\2020-winter\HP36P4B\20201216_083000.WAV	16-12-2020	08:33:27	16-12-2020	08:33:28	GRCO	1		
