Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
11	Spectrogram 1	1	226.4447	406786.4447	406786.9409	2059.545	3110.333	2718.75	2718.75	1050.788	843.75	0.4962	0.448	-728	905	905	E:\2020-winter\HP36P4B\20201218_062000.WAV	18-12-2020	6:23:46 AM	18-12-2020	6:23:47 AM	PTBA	1	0	
12	Spectrogram 1	1	0	406800	406802.0791	5043.783	8196.147	5812.5	6281.25	3152.364	2625	2.0791	1.9627	-786	1023	1023	E:\2020-winter\HP36P4B\20201218_062500.WAV	18-12-2020	6:25:00 AM	18-12-2020	6:25:02 AM	CBSU	0	1	
13	Spectrogram 1	1	53.951	406853.951	406854.6796	4707.531	5968.476	5718.75	5718.75	1260.945	1031.25	0.7286	0.4213	-956	1074	1074	E:\2020-winter\HP36P4B\20201218_062500.WAV	18-12-2020	6:25:54 AM	18-12-2020	6:25:55 AM	LBLW	1	0	
15	Spectrogram 1	1	75.0816	406875.0816	406878.2914	1218.914	3614.711	3093.75	2625	2395.797	1125	3.2098	2.9013	-1524	1566	1566	E:\2020-winter\HP36P4B\20201218_062500.WAV	18-12-2020	6:26:15 AM	18-12-2020	6:26:18 AM	YBBU	0	1	
16	Spectrogram 1	1	80.6093	406880.6093	406881.1558	5800.35	7061.296	6000	6281.25	1260.946	1031.25	0.5465	0.3893	-1693	1668	1693	E:\2020-winter\HP36P4B\20201218_062500.WAV	18-12-2020	6:26:21 AM	18-12-2020	6:26:21 AM	WBBF	1	0	
17	Spectrogram 1	1	0	407040	407040.8103	4413.31	7061.296	6375	6000	2647.986	2156.25	0.8103	0.752	-751	886	886	E:\2020-winter\HP36P4B\20201218_063000.WAV	18-12-2020	6:30:00 AM	18-12-2020	6:30:01 AM	VFNU	1	0	
18	Spectrogram 1	1	50.4774	406850.4774	406851.2374	3236.427	6304.729	3843.75	4687.5	3068.302	2718.75	0.76	0.656	-791	1116	1116	E:\2020-winter\HP36P4B\20201218_062500.WAV	18-12-2020	6:25:50 AM	18-12-2020	6:25:51 AM	UK	0	1	PIBU?
20	Spectrogram 1	1	130.0628	407170.0628	407171.0616	672.504	1092.82	937.5	937.5	420.316	187.5	0.9988	0.7627	-959	1304	1304	E:\2020-winter\HP36P4B\20201218_063000.WAV	18-12-2020	6:32:10 AM	18-12-2020	6:32:11 AM	ISBA	1	0	
21	Spectrogram 1	1	185.3706	407225.3706	407226.3756	882.662	1555.166	1406.25	1312.5	672.504	562.5	1.005	0.9333	-1109	1141	1141	E:\2020-winter\HP36P4B\20201218_063000.WAV	18-12-2020	6:33:05 AM	18-12-2020	6:33:06 AM	GRJU	1	0	
22	Spectrogram 1	1	215.1759	407255.1759	407255.7726	6851.138	8238.179	7406.25	7406.25	1387.041	843.75	0.5967	0.4907	-1582	1524	1582	E:\2020-winter\HP36P4B\20201218_063000.WAV	18-12-2020	6:33:35 AM	18-12-2020	6:33:36 AM	VHPA	1	0	
23	Spectrogram 1	1	120.7098	407400.7098	407400.9108	1765.324	3362.522	2812.5	2812.5	1597.198	1125	0.201	0.1387	-807	1315	1315	E:\2020-winter\HP36P4B\20201218_063500.WAV	18-12-2020	6:37:01 AM	18-12-2020	6:37:01 AM	STBU	1	0	
26	Spectrogram 1	1	133.8191	407413.8191	407413.8945	5968.476	7313.485	6843.75	6843.75	1345.009	937.5	0.0754	0.0587	-551	660	660	E:\2020-winter\HP36P4B\20201218_063500.WAV	18-12-2020	6:37:14 AM	18-12-2020	6:37:14 AM	NIFP	1	0	
27	Spectrogram 1	1	222.745	407502.745	407503.4799	2563.923	6809.107	2718.75	4781.25	4245.184	3750	0.7349	0.6507	-689	861	861	E:\2020-winter\HP36P4B\20201218_063500.WAV	18-12-2020	6:38:43 AM	18-12-2020	6:38:43 AM	IYTI	1	0	
28	Spectrogram 1	1	164.9497	407684.9497	407688.2726	1933.45	5253.94	4500	3656.25	3320.49	2531.25	3.3229	3.0027	-979	980	980	E:\2020-winter\HP36P4B\20201218_064000.WAV	18-12-2020	6:42:45 AM	18-12-2020	6:42:48 AM	BNMO	0	1	
29	Spectrogram 1	1	157.6445	407677.6445	407677.8392	3530.648	6935.201	5906.25	5718.75	3404.553	2250	0.1947	0.1653	-783	814	814	E:\2020-winter\HP36P4B\20201218_064000.WAV	18-12-2020	6:42:38 AM	18-12-2020	6:42:38 AM	GRNW	1	0	
30	Spectrogram 1	1	239.2525	408239.2525	408239.6231	3488.616	3950.963	3750	3750	462.347	187.5	0.3706	0.208	-863	1122	1122	E:\2020-winter\HP36P4B\20201218_065000.WAV	18-12-2020	6:53:59 AM	18-12-2020	6:54:00 AM	LBLW	1	0	
31	Spectrogram 1	1	35.8731	408275.8731	408276.1306	29.721	356.649	93.75	187.5	326.928	187.5	0.2575	0.224	-237	311	311	E:\2020-winter\HP36P4B\20201218_065500.WAV	18-12-2020	6:55:36 AM	18-12-2020	6:55:36 AM	MIPI	1	0	
32	Spectrogram 1	1	62.8141	408302.8141	408302.858	534.974	861.902	750	656.25	326.928	281.25	0.0439	0.0373	-400	403	403	E:\2020-winter\HP36P4B\20201218_065500.WAV	18-12-2020	6:56:03 AM	18-12-2020	6:56:03 AM	MABA	1	0	
33	Spectrogram 1	1	104.5038	408344.5038	408345.3141	1429.072	2563.923	1968.75	1968.75	1134.851	750	0.8103	0.64	-816	923	923	E:\2020-winter\HP36P4B\20201218_065500.WAV	18-12-2020	6:56:45 AM	18-12-2020	6:56:45 AM	RWBU	1	0	
34	Spectrogram 1	1	214.3593	408454.3593	408454.9372	4497.373	7271.454	6562.5	6281.25	2774.081	2343.75	0.5779	0.4693	-1379	1748	1748	E:\2020-winter\HP36P4B\20201218_065500.WAV	18-12-2020	6:58:34 AM	18-12-2020	6:58:35 AM	ABFL	1	0	
35	Spectrogram 1	1	82.3555	408562.3555	408562.4058	3698.774	8028.021	5343.75	5625	4329.247	2625	0.0503	0.032	-1154	1040	1154	E:\2020-winter\HP36P4B\20201218_070000.WAV	18-12-2020	7:01:22 AM	18-12-2020	7:01:22 AM	BRWA	1	0	
36	Spectrogram 1	1	151.9472	408631.9472	408634.7173	3992.995	4749.562	4593.75	4406.25	756.567	656.25	2.7701	2.4907	-2557	2633	2633	E:\2020-winter\HP36P4B\20201218_070000.WAV	18-12-2020	7:02:32 AM	18-12-2020	7:02:35 AM	GRFL	1	0	
37	Spectrogram 1	1	7.4874	408967.4874	408967.8643	840.63	2017.513	1781.25	1687.5	1176.883	1031.25	0.3769	0.32	-678	879	879	E:\2020-winter\HP36P4B\20201218_071000.WAV	18-12-2020	7:10:07 AM	18-12-2020	7:10:08 AM	RESP	1	0	
38	Spectrogram 1	1	99.3467	409539.3467	409539.6294	4497.373	6977.233	5625	5625	2479.86	2156.25	0.2827	0.2187	-867	892	892	E:\2020-winter\HP36P4B\20201218_072000.WAV	18-12-2020	7:21:39 AM	18-12-2020	7:21:40 AM	GRWA	1	0	
39	Spectrogram 1	1	205.1759	410605.1759	410605.3078	2563.923	5422.067	5062.5	4312.5	2858.144	1781.25	0.1319	0.112	-326	358	358	E:\2020-winter\HP36P4B\20201218_074000.WAV	18-12-2020	7:43:25 AM	18-12-2020	7:43:25 AM	IPFL	1	0	
40	Spectrogram 1	1	32.9208	410192.9208	410193.1219	1008.757	2143.608	1031.25	1500	1134.851	937.5	0.2011	0.1707	-706	1046	1046	E:\2020-winter\HP36P4B\20201218_073500.WAV	18-12-2020	7:35:33 AM	18-12-2020	7:35:33 AM	AFBL	1	0	
41	Spectrogram 1	1	0.8857	411840.8857	411841.407	5506.13	8322.242	7500	7218.75	2816.112	1968.75	0.5213	0.4107	-767	870	870	E:\2020-winter\HP36P4B\20201218_081000.WAV	18-12-2020	8:10:01 AM	18-12-2020	8:10:01 AM	VHPA	1	0	
42	Spectrogram 1	1	93.7186	412413.7186	412414.1269	1765.324	2101.576	1968.75	1968.75	336.252	281.25	0.4083	0.32	-705	802	802	E:\2020-winter\HP36P4B\20201218_082000.WAV	18-12-2020	8:21:34 AM	18-12-2020	8:21:34 AM	GRTD	1	0	
