Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
13	Spectrogram 1	1	168.6746	60648.67461	60649.99998	672.504	1597.198	937.5	937.5	924.694	187.5	1.3254	0.896	-1006	1123	1123	E:\2020-winter\SEL207R\20201202_061000.WAV	02-12-2020	06:12:49	02-12-2020	06:12:49	ISBA	0	1	
14	Spectrogram 1	1	2.142	60722.14196	60723.48617	672.504	1849.387	1406.25	1406.25	1176.883	562.5	1.3442	1.056	-8234	5786	8234	E:\2020-winter\SEL207R\20201202_061500.WAV	02-12-2020	06:15:02	02-12-2020	06:15:03	GRJU	1	0	
15	Spectrogram 1	1	18.2977	60738.29772	60739.99998	2101.576	7355.517	4312.5	4687.5	5253.941	3656.25	1.7023	1.4987	-788	892	892	E:\2020-winter\SEL207R\20201202_061500.WAV	02-12-2020	06:15:18	02-12-2020	06:15:19	ASDR	1	0	
17	Spectrogram 1	1	145.2701	60865.27009	60865.48366	3404.553	8280.21	5812.5	5812.5	4875.657	2531.25	0.2136	0.1547	-1256	1389	1389	E:\2020-winter\SEL207R\20201202_061500.WAV	02-12-2020	06:17:25	02-12-2020	06:17:25	GRNW	1	0	
18	Spectrogram 1	1	150	60870	60877.56908	1765.324	3782.837	2062.5	2812.5	2017.513	1500	7.5691	5.8667	-9261	8592	9261	E:\2020-winter\SEL207R\20201202_061500.WAV	02-12-2020	06:17:30	02-12-2020	06:17:38	PTBA	0	1	
19	Spectrogram 1	1	167.3178	60887.31782	60888.48616	5506.13	7355.517	6281.25	6468.75	1849.387	1593.75	1.1683	1.056	-562	618	618	E:\2020-winter\SEL207R\20201202_061500.WAV	02-12-2020	06:17:47	02-12-2020	06:17:48	VFNU	1	0	
20	Spectrogram 1	1	190.5779	60910.57789	60910.94221	1008.757	2900.175	1968.75	1875	1891.418	1125	0.3643	0.2453	-1784	1643	1784	E:\2020-winter\SEL207R\20201202_061500.WAV	02-12-2020	06:18:11	02-12-2020	06:18:11	RESP	1	0	
21	Spectrogram 1	1	3.5867	60963.58668	60963.96984	6598.949	7649.737	7218.75	7125	1050.788	750	0.3832	0.3093	-1299	1741	1741	E:\2020-winter\SEL207R\20201202_062000.WAV	02-12-2020	06:20:04	02-12-2020	06:20:04	VHPA	1	0	
23	Spectrogram 1	1	6.0804	61206.08039	61206.48868	3152.364	6346.76	4312.5	4593.75	3194.396	2156.25	0.4083	0.3573	-448	422	448	E:\2020-winter\SEL207R\20201202_062500.WAV	02-12-2020	06:25:06	02-12-2020	06:25:06	BRWA	1	0	
24	Spectrogram 1	1	224.6671	61184.66708	61185.43341	294.221	1933.45	1687.5	1125	1639.229	1500	0.7663	0.64	-520	562	562	E:\2020-winter\SEL207R\20201202_062000.WAV	02-12-2020	06:23:45	02-12-2020	06:23:45	GRHO	1	0	
25	Spectrogram 1	1	184.397	61384.39698	61384.80527	1975.482	3110.333	2906.25	2812.5	1134.851	750	0.4083	0.3253	-297	332	332	E:\2020-winter\SEL207R\20201202_062500.WAV	02-12-2020	06:28:04	02-12-2020	06:28:05	YBBU	1	0	
26	Spectrogram 1	1	218.706	61418.70601	61419.88691	4623.468	7691.769	5250	5343.75	3068.301	2062.5	1.1809	0.9813	-470	523	523	E:\2020-winter\SEL207R\20201202_062500.WAV	02-12-2020	06:28:39	02-12-2020	06:28:40	FOWA	1	0	verify
27	Spectrogram 1	1	223.6621	61423.66205	61423.85678	4707.531	7565.674	5156.25	5718.75	2858.143	2156.25	0.1947	0.1653	-313	323	323	E:\2020-winter\SEL207R\20201202_062500.WAV	02-12-2020	06:28:44	02-12-2020	06:28:44	CBSU	1	0	
28	Spectrogram 1	1	24.8053	61464.80527	61464.93089	1849.387	5632.224	4031.25	4125	3782.837	2437.5	0.1256	0.0907	-588	702	702	E:\2020-winter\SEL207R\20201202_063000.WAV	02-12-2020	06:30:25	02-12-2020	06:30:25	PHPA	1	0	
29	Spectrogram 1	1	10.7789	61450.77889	61450.82914	504.378	882.662	750	750	378.284	281.25	0.0503	0.0373	-230	262	262	E:\2020-winter\SEL207R\20201202_063000.WAV	02-12-2020	06:30:11	02-12-2020	06:30:11	MABA	1	0	
30	Spectrogram 1	1	218.9321	61658.93214	61659.99998	2690.018	3698.774	2906.25	3093.75	1008.756	843.75	1.0678	0.88	-450	521	521	E:\2020-winter\SEL207R\20201202_063000.WAV	02-12-2020	06:33:39	02-12-2020	06:33:39	CHBE	1	0	
31	Spectrogram 1	1	86.7588	61766.75878	61767.60677	252.189	546.41	375	375	294.221	187.5	0.848	0.7413	-453	403	453	E:\2020-winter\SEL207R\20201202_063500.WAV	02-12-2020	06:36:27	02-12-2020	06:36:28	AEDO	1	0	
32	Spectrogram 1	1	112.4623	61792.46231	61793.54271	4623.468	5926.445	4875	5250	1302.977	937.5	1.0804	0.9493	-751	927	927	E:\2020-winter\SEL207R\20201202_063500.WAV	02-12-2020	06:36:52	02-12-2020	06:36:54	LBLW	0	1	
33	Spectrogram 1	1	163.505	61843.50502	61843.84421	1555.166	2017.513	1875	1875	462.347	281.25	0.3392	0.2613	-2028	2245	2245	E:\2020-winter\SEL207R\20201202_063500.WAV	02-12-2020	06:37:44	02-12-2020	06:37:44	CSEA	0	1	
34	Spectrogram 1	1	109.4535	62029.4535	62029.86807	237.766	653.857	468.75	468.75	416.091	187.5	0.4146	0.3253	-1981	2014	2014	E:\2020-winter\SEL207R\20201202_064000.WAV	02-12-2020	06:41:49	02-12-2020	06:41:50	EUHO	1	0	
35	Spectrogram 1	1	122.2739	62042.27386	62043.33542	1933.45	2563.923	2343.75	2343.75	630.473	375	1.0616	0.816	-9065	8841	9065	E:\2020-winter\SEL207R\20201202_064000.WAV	02-12-2020	06:42:02	02-12-2020	06:42:03	BRFL	1	0	
36	Spectrogram 1	1	131.093	62051.09296	62052.49999	1639.229	2774.081	2343.75	2250	1134.852	750	1.407	1.2907	-2168	2371	2371	E:\2020-winter\SEL207R\20201202_064000.WAV	02-12-2020	06:42:11	02-12-2020	06:42:12	MAWO	1	0	
37	Spectrogram 1	1	143.1219	62063.12185	62063.58039	1429.072	2774.081	1781.25	1781.25	1345.009	1031.25	0.4585	0.3253	-442	566	566	E:\2020-winter\SEL207R\20201202_064000.WAV	02-12-2020	06:42:23	02-12-2020	06:42:24	GRTD	1	0	
38	Spectrogram 1	1	26.6897	62186.68968	62186.88441	2816.112	5422.067	4406.25	4406.25	2605.955	1968.75	0.1947	0.16	-313	322	322	E:\2020-winter\SEL207R\20201202_064500.WAV	02-12-2020	06:45:27	02-12-2020	06:45:27	ORMI	1	0	
39	Spectrogram 1	1	182.657	62342.65703	62342.8706	714.536	2311.734	1031.25	1312.5	1597.198	1031.25	0.2136	0.16	-416	424	424	E:\2020-winter\SEL207R\20201202_064500.WAV	02-12-2020	06:48:03	02-12-2020	06:48:03	LBCR	1	0	
40	Spectrogram 1	1	149.4284	62549.42837	62549.6231	378.284	2311.734	750	1406.25	1933.45	1593.75	0.1947	0.1547	-384	461	461	E:\2020-winter\SEL207R\20201202_065000.WAV	02-12-2020	06:52:29	02-12-2020	06:52:30	MGHO	1	0	
41	Spectrogram 1	1	124.51	62764.51004	62764.6922	2437.828	3404.553	2625	2718.75	966.725	750	0.1822	0.1493	-444	485	485	E:\2020-winter\SEL207R\20201202_065500.WAV	02-12-2020	06:57:05	02-12-2020	06:57:05	RTFL	1	0	
42	Spectrogram 1	1	125.6784	63245.67838	63246.19345	2311.734	4161.121	4125	3468.75	1849.387	1593.75	0.5151	0.448	-559	502	559	E:\2020-winter\SEL207R\20201202_070500.WAV	02-12-2020	07:07:06	02-12-2020	07:07:06	COTA	1	0	
44	Spectrogram 1	1	13.7123	63853.7123	63854.31532	4203.152	6388.792	4500	5250	2185.64	1781.25	0.603	0.5387	-440	523	523	E:\2020-winter\SEL207R\20201202_072000.WAV	02-12-2020	07:20:14	02-12-2020	07:20:14	BWFS	1	0	
45	Spectrogram 1	1	208.6432	65008.6432	65009.99998	1429.072	2353.765	1500	1781.25	924.693	750	1.3568	1.2	-1435	1515	1515	E:\2020-winter\SEL207R\20201202_074000.WAV	02-12-2020	07:43:29	02-12-2020	07:43:29	GFGP	1	0	
47	Spectrogram 1	1	152.0038	65192.00376	65194.152	2143.608	3782.837	3281.25	3375	1639.229	1125	2.1482	1.8613	-530	611	611	E:\2020-winter\SEL207R\20201202_074500.WAV	02-12-2020	07:47:32	02-12-2020	07:47:34	HSWO	1	0	
49	Spectrogram 1	1	143.348	65663.34798	65663.93215	2311.734	5674.256	5062.5	4781.25	3362.522	2625	0.5842	0.5387	-1871	1907	1907	E:\2020-winter\SEL207R\20201202_075500.WAV	02-12-2020	07:57:23	02-12-2020	07:57:24	RUBA	1	0	
50	Spectrogram 1	1	5.603	66005.603	66005.70351	1050.788	3278.459	2062.5	2062.5	2227.671	1875	0.1005	0.08	-352	328	352	E:\2020-winter\SEL207R\20201202_080500.WAV	02-12-2020	08:05:06	02-12-2020	08:05:06	AFBL	1	0	
51	Spectrogram 1	1	53.9384	66773.93843	66779.99998	273.205	651.489	375	468.75	378.284	281.25	6.0615	5.4293	-1744	1833	1833	E:\2020-winter\SEL207R\20201202_082000.WAV	02-12-2020	08:20:54	02-12-2020	08:20:59	GRCO	1	0	
