Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	57120.71608	57121.13065	234.9	533.8	0.7161	375	375	298.9	187.5	0.4146	0.3307	-446	450	450	E:\2020-winter\IPTO06U\20201212_053000.WAV	12-12-2020	05:30:01	12-12-2020	05:30:01	BRWO	1	0	
2	Spectrogram 1	1	57384.71105	57385.05024	555.2	1494.7	24.711	937.5	937.5	939.5	562.5	0.3392	0.256	-574	531	574	E:\2020-winter\IPTO06U\20201212_053500.WAV	12-12-2020	05:35:25	12-12-2020	05:35:25	GRHO	1	0	
3	Spectrogram 1	1	58556.69597	58558.09044	1366.5	2049.8	236.696	1593.75	1687.5	683.3	562.5	1.3945	1.28	-401	397	401	E:\2020-winter\IPTO06U\20201212_055500.WAV	12-12-2020	05:58:57	12-12-2020	05:58:58	MWTH	0	1	
4	Spectrogram 1	1	58711.19975	58711.3505	1879	2519.6	151.1997	2156.25	2250	640.6	468.75	0.1508	0.128	-394	314	394	E:\2020-winter\IPTO06U\20201212_060000.WAV	12-12-2020	06:02:31	12-12-2020	06:02:31	GRTD	1	0	
5	Spectrogram 1	1	58715.61557	58715.74748	512.5	1580.1	155.6156	562.5	843.75	1067.6	843.75	0.1319	0.112	-507	337	507	E:\2020-winter\IPTO06U\20201212_060000.WAV	12-12-2020	06:02:36	12-12-2020	06:02:36	JENI	1	0	
6	Spectrogram 1	1	58722.53768	58723.1407	755.2	1552.4	162.5377	1218.75	1031.25	797.2	562.5	0.603	0.5493	-398	321	398	E:\2020-winter\IPTO06U\20201212_060000.WAV	12-12-2020	06:02:43	12-12-2020	06:02:43	GRJU	1	0	
7	Spectrogram 1	1	58724.51632	58724.90577	1510.5	2853.1	164.5163	2343.75	2156.25	1342.6	1125	0.3894	0.352	-442	320	442	E:\2020-winter\IPTO06U\20201212_060000.WAV	12-12-2020	06:02:45	12-12-2020	06:02:45	RWBU	1	0	
8	Spectrogram 1	1	58938.34169	58938.64948	5496.5	5832.2	138.3417	5625	5625	335.7	281.25	0.3078	0.2667	-398	298	398	E:\2020-winter\IPTO06U\20201212_060500.WAV	12-12-2020	06:07:18	12-12-2020	06:07:19	MWTH	1	0	
9	Spectrogram 1	1	58940.06281	58940.23869	881.1	1258.7	140.0628	1125	1125	377.6	281.25	0.1759	0.1493	-268	277	277	E:\2020-winter\IPTO06U\20201212_060500.WAV	12-12-2020	06:07:20	12-12-2020	06:07:20	WCBA	1	0	
10	Spectrogram 1	1	59085.62183	59085.99243	3356.6	3692.3	45.6218	3375	3468.75	335.7	281.25	0.3706	0.288	-1792	1894	1894	E:\2020-winter\IPTO06U\20201212_061000.WAV	12-12-2020	06:10:46	12-12-2020	06:10:46	GRFL	1	0	
