Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
2	Spectrogram 1	1	99.4127	201699.4127	201699.9026	1008.757	2185.639	1968.75	1781.25	1176.882	937.5	0.4899	0.416	-611	572	611	E:\2020-winter\HP37P1B\20201215_054500.WAV	15-12-2020	05:46:39	15-12-2020	05:46:40	YBBU	0	1	high disurbance
3	Spectrogram 1	1	178.348	202738.348	202739.6608	2858.144	4833.625	3093.75	3843.75	1975.481	1593.75	1.3128	1.232	-468	455	468	E:\2020-winter\HP37P1B\20201215_060500.WAV	15-12-2020	06:07:58	15-12-2020	06:08:00	IWEY	0	1	
4	Spectrogram 1	1	65.3266	202865.3266	202867.745	882.662	1260.946	1125	1031.25	378.284	281.25	2.4184	1.9467	-626	491	626	E:\2020-winter\HP37P1B\20201215_061000.WAV	15-12-2020	06:11:05	15-12-2020	06:11:08	WCBA	1	0	
5	Spectrogram 1	1	214.6545	203014.6545	203015.8919	1345.009	2059.545	1687.5	1687.5	714.536	562.5	1.2374	1.0667	-658	552	658	E:\2020-winter\HP37P1B\20201215_061000.WAV	15-12-2020	06:13:35	15-12-2020	06:13:36	MWTH	0	1	
6	Spectrogram 1	1	2.4812	203042.4812	203043.1721	5253.94	5590.193	5437.5	5437.5	336.253	187.5	0.6909	0.576	-785	833	833	E:\2020-winter\HP37P1B\20201215_061500.WAV	15-12-2020	06:15:02	15-12-2020	06:15:03	MWTH	1	0	
7	Spectrogram 1	1	228.3668	203028.3668	203029.4723	1513.135	3236.427	3000	2437.5	1723.292	1500	1.1055	0.9387	-711	579	711	E:\2020-winter\HP37P1B\20201215_061000.WAV	15-12-2020	06:13:48	15-12-2020	06:13:49	BCFU	1	0	
8	Spectrogram 1	1	57.9208	203097.9208	203098.5553	1975.482	3068.301	2531.25	2531.25	1092.819	750	0.6345	0.544	-557	549	557	E:\2020-winter\HP37P1B\20201215_061500.WAV	15-12-2020	06:15:58	15-12-2020	06:15:59	PTBA	1	0	
9	Spectrogram 1	1	177.0352	203217.0352	203217.7638	3698.774	5043.783	4125	4218.75	1345.009	1031.25	0.7286	0.6187	-609	620	620	E:\2020-winter\HP37P1B\20201215_061500.WAV	15-12-2020	06:17:57	15-12-2020	06:17:58	GHCF	1	0	
10	Spectrogram 1	1	112.2173	203152.2173	203152.8203	714.536	1092.82	937.5	937.5	378.284	281.25	0.603	0.544	-485	498	498	E:\2020-winter\HP37P1B\20201215_061500.WAV	15-12-2020	06:16:52	15-12-2020	06:16:53	ISBA	1	0	
11	Spectrogram 1	1	169.6796	203449.6796	203450	5001.751	8406.305	5906.25	6281.25	3404.554	2625	0.3204	0.288	-665	688	688	E:\2020-winter\HP37P1B\20201215_062000.WAV	15-12-2020	06:22:50	15-12-2020	06:22:50	VFNU	1	0	
12	Spectrogram 1	1	172.299	203452.299	203453.4736	1008.757	1639.229	1312.5	1312.5	630.472	562.5	1.1746	1.088	-823	691	823	E:\2020-winter\HP37P1B\20201215_062000.WAV	15-12-2020	06:22:52	15-12-2020	06:22:53	GRJU	1	0	
13	Spectrogram 1	1	222.0415	203742.0415	203742.2236	5127.846	8154.116	5343.75	6562.5	3026.27	2531.25	0.1821	0.16	-546	453	546	E:\2020-winter\HP37P1B\20201215_062500.WAV	15-12-2020	06:28:42	15-12-2020	06:28:42	CBSU	1	0	
14	Spectrogram 1	1	3.304	203763.304	203763.5176	4203.152	7355.517	6000	5812.5	3152.365	2437.5	0.2136	0.1493	-925	927	927	E:\2020-winter\HP37P1B\20201215_063000.WAV	15-12-2020	06:30:03	15-12-2020	06:30:04	GRNW	1	0	
15	Spectrogram 1	1	207.1796	203967.1796	203967.9585	2984.238	4161.121	3000	3468.75	1176.883	1125	0.7789	0.6827	-631	635	635	E:\2020-winter\HP37P1B\20201215_063000.WAV	15-12-2020	06:33:27	15-12-2020	06:33:28	STBU	1	0	
16	Spectrogram 1	1	0	204000	204000.1256	3152.364	5127.846	3750	3937.5	1975.482	1593.75	0.1256	0.1013	-428	494	494	E:\2020-winter\HP37P1B\20201215_063500.WAV	15-12-2020	06:35:00	15-12-2020	06:35:00	BNMO	1	0	
17	Spectrogram 1	1	20	204020	204028.8693	1849.387	3152.364	2812.5	2718.75	1302.977	843.75	8.8693	8.336	-865	846	865	E:\2020-winter\HP37P1B\20201215_063500.WAV	15-12-2020	06:35:20	15-12-2020	06:35:29	PTBA	0	1	
18	Spectrogram 1	1	224.8681	204704.8681	204705.3329	5590.193	7187.391	6750	6375	1597.198	1312.5	0.4648	0.4107	-816	683	816	E:\2020-winter\HP37P1B\20201215_064500.WAV	15-12-2020	06:48:45	15-12-2020	06:48:45	VHPA	1	0	
19	Spectrogram 1	1	109.5791	204829.5791	204829.9623	3572.68	3950.963	3750	3750	378.283	187.5	0.3832	0.2613	-845	769	845	E:\2020-winter\HP37P1B\20201215_065000.WAV	15-12-2020	06:51:50	15-12-2020	06:51:50	LBLW	1	0	
