Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
20	Spectrogram 1	1	193.9007	204913.9007	204913.9698	5674.256	8112.084	7593.75	7218.75	2437.828	1781.25	0.0691	0.0373	-789	769	789	E:\2020-winter\HP37P1B\20201215_065000.WAV	15-12-2020	06:53:14	15-12-2020	06:53:14	NIFP	1	0	
21	Spectrogram 1	1	162.1168	206082.1168	206082.3492	5590.193	6136.602	5812.5	5812.5	546.409	375	0.2324	0.176	-540	562	562	E:\2020-winter\HP37P1B\20201215_071500.WAV	15-12-2020	07:17:42	15-12-2020	07:17:42	IBRO	1	0	
22	Spectrogram 1	1	99.6419	206019.6419	206020	118.883	445.812	281.25	281.25	326.929	187.5	0.3581	0.336	-432	419	432	E:\2020-winter\HP37P1B\20201215_071500.WAV	15-12-2020	07:16:40	15-12-2020	07:16:40	MIPI	1	0	
23	Spectrogram 1	1	205.5088	206365.5088	206365.9799	5884.413	7733.8	7218.75	7031.25	1849.387	1312.5	0.4711	0.3627	-1287	1188	1287	E:\2020-winter\HP37P1B\20201215_072000.WAV	15-12-2020	07:23:26	15-12-2020	07:23:26	VHPA	1	0	
24	Spectrogram 1	1	52.1294	207172.1294	207172.8894	1345.009	2374.101	2156.25	1875	1029.092	843.75	0.76	0.6827	-377	445	445	E:\2020-winter\HP37P1B\20201215_074000.WAV	15-12-2020	07:40:52	15-12-2020	07:40:53	CSEA	1	0	verify
25	Spectrogram 1	1	71.3693	207191.3693	207191.5703	3026.27	3572.68	3375	3375	546.41	375	0.201	0.16	-380	390	390	E:\2020-winter\HP37P1B\20201215_074000.WAV	15-12-2020	07:41:11	15-12-2020	07:41:12	UK	1	0	mammal?
26	Spectrogram 1	1	151.5452	208711.5452	208711.853	3740.806	7523.643	5718.75	5437.5	3782.837	2812.5	0.3078	0.2613	-1190	1055	1190	E:\2020-winter\HP37P1B\20201215_081000.WAV	15-12-2020	08:12:32	15-12-2020	08:12:32	GRWA	1	0	
27	Spectrogram 1	1	2.0163	209042.0163	209042.7575	4371.278	6346.76	5062.5	5250	1975.482	1593.75	0.7412	0.5973	-842	811	842	E:\2020-winter\HP37P1B\20201215_082000.WAV	15-12-2020	08:20:02	15-12-2020	08:20:03	WBBF	1	0	
29	Spectrogram 1	1	52.3681	209092.3681	209092.4749	2984.238	6136.602	4687.5	4500	3152.364	2437.5	0.1068	0.0853	-841	874	874	E:\2020-winter\HP37P1B\20201215_082000.WAV	15-12-2020	08:20:52	15-12-2020	08:20:52	IPFL	1	0	
30	Spectrogram 1	1	1.4259	210001.4259	210002.7638	1891.419	4497.373	2531.25	2625	2605.954	1968.75	1.3379	1.1947	-1623	1777	1777	E:\2020-winter\HP37P1B\20201215_084000.WAV	15-12-2020	08:40:01	15-12-2020	08:40:03	AFBL	0	1	
31	Spectrogram 1	1	153.8191	210393.8191	210394.2211	294.221	525.394	375	375	231.173	93.75	0.402	0.3627	-1371	1560	1560	E:\2020-winter\HP37P1B\20201215_084500.WAV	15-12-2020	08:47:34	15-12-2020	08:47:34	AEDO	1	0	
32	Spectrogram 1	1	173.0339	211133.0339	211133.5176	3446.585	5758.319	3656.25	4218.75	2311.734	1875	0.4837	0.352	-452	453	453	E:\2020-winter\HP37P1B\20201215_090000.WAV	15-12-2020	09:02:53	15-12-2020	09:02:54	SHMY	1	0	
33	Spectrogram 1	1	202.9114	211162.9114	211163.6935	2774.081	8364.273	6375	5531.25	5590.192	4687.5	0.7821	0.688	-859	720	859	E:\2020-winter\HP37P1B\20201215_090000.WAV	15-12-2020	09:03:23	15-12-2020	09:03:24	IYTI	1	0	
34	Spectrogram 1	1	152.7952	211832.7952	211832.858	294.221	1008.757	656.25	562.5	714.536	468.75	0.0628	0.048	-369	454	454	E:\2020-winter\HP37P1B\20201215_091500.WAV	15-12-2020	09:17:33	15-12-2020	09:17:33	GRHO	1	0	
35	Spectrogram 1	1	17.9837	211937.9837	211940	4119.089	7733.8	5343.75	5625	3614.711	2906.25	2.0163	1.7653	-897	939	939	E:\2020-winter\HP37P1B\20201215_092000.WAV	15-12-2020	09:20:18	15-12-2020	09:20:20	CBSU	0	1	
