Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	199181.608	199182.1922	5085.8	5548.2	221.608	5343.75	5343.75	462.4	375	0.5842	0.4853	-2130	1765	2130	E:\2020-winter\SEL107R\20201204_055500.WAV	04-12-2020	05:58:42	04-12-2020	05:58:42	MWTH	1	0	
2	Spectrogram 1	1	199205.157	199206.1369	1260.9	1765.3	5.157	1500	1500	504.4	375	0.9799	0.88	-763	930	930	E:\2020-winter\SEL107R\20201204_060000.WAV	04-12-2020	06:00:05	04-12-2020	06:00:06	MWTH	0	1	
3	Spectrogram 1	1	199216.7337	199216.9284	8742.6	9331	16.7336	9093.75	9093.75	588.4	281.25	0.1947	0.1227	-2558	2409	2558	E:\2020-winter\SEL107R\20201204_060000.WAV	04-12-2020	06:00:17	04-12-2020	06:00:17	SPPI	1	0	
4	Spectrogram 1	1	199392.054	199393.2224	3362.5	6767.1	192.054	5156.25	4968.75	3404.6	2625	1.1683	0.944	-1005	1142	1142	E:\2020-winter\SEL107R\20201204_060000.WAV	04-12-2020	06:03:12	04-12-2020	06:03:13	IBRO	0	1	
5	Spectrogram 1	1	199443.5867	199443.6621	5716.3	8826.6	3.5867	8812.5	7406.25	3110.3	2906.25	0.0754	0.0693	-1758	1918	1918	E:\2020-winter\SEL107R\20201204_060500.WAV	04-12-2020	06:05:04	04-12-2020	06:05:04	NIFP	1	0	
6	Spectrogram 1	1	199490.9548	199491.5892	7901.9	9457.1	50.9548	9000	8906.25	1555.2	1312.5	0.6344	0.5707	-1999	1776	1999	E:\2020-winter\SEL107R\20201204_060500.WAV	04-12-2020	06:05:51	04-12-2020	06:05:52	BBFL	1	0	
7	Spectrogram 1	1	199492.4497	199493.3417	1639.2	2942.2	52.4498	1875	2156.25	1303	1125	0.892	0.8	-1387	1254	1387	E:\2020-winter\SEL107R\20201204_060500.WAV	04-12-2020	06:05:52	04-12-2020	06:05:53	INPI	1	0	
8	Spectrogram 1	1	199505.201	199505.961	2311.7	3866.9	65.201	2718.75	3093.75	1555.2	1312.5	0.76	0.6667	-1907	1873	1907	E:\2020-winter\SEL107R\20201204_060500.WAV	04-12-2020	06:06:05	04-12-2020	06:06:06	RWBU	1	0	
9	Spectrogram 1	1	199588.8882	199589.711	2816.1	4203.2	148.8882	4125	3750	1387.1	1125	0.8229	0.7147	-1022	998	1022	E:\2020-winter\SEL107R\20201204_060500.WAV	04-12-2020	06:07:29	04-12-2020	06:07:30	IWEY	0	1	
10	Spectrogram 1	1	199659.3718	199659.799	2690	4287.2	219.3718	2718.75	3281.25	1597.2	1406.25	0.4271	0.352	-13120	8404	13120	E:\2020-winter\SEL107R\20201204_060500.WAV	04-12-2020	06:08:39	04-12-2020	06:08:40	SHMY	1	0	
11	Spectrogram 1	1	199679.5728	199679.7613	1092.8	1471.1	239.5729	1218.75	1218.75	378.3	281.25	0.1884	0.1707	-1049	976	1049	E:\2020-winter\SEL107R\20201204_060500.WAV	04-12-2020	06:09:00	04-12-2020	06:09:00	WCBA	1	0	
