Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	59750.57789	59751.14321	1366.5	1921.7	230.5779	1500	1593.75	555.2	468.75	0.5653	0.5013	-551	491	551	E:\2020-winter\SEL107U\20201202_054000.WAV	02-12-2020	05:43:51	02-12-2020	05:43:51	MWTH	0	1	rain
2	Spectrogram 1	1	60234.49748	60234.8618	2348.8	3202.8	234.4975	3000	2812.5	854	750	0.3643	0.3307	-688	739	739	E:\2020-winter\SEL107U\20201202_055000.WAV	02-12-2020	05:53:54	02-12-2020	05:53:55	UK	1	0	
3	Spectrogram 1	1	60303.24748	60303.40452	8711.7	9138.8	63.2475	8906.25	8906.25	427.1	375	0.157	0.128	-1780	1724	1780	E:\2020-winter\SEL107U\20201202_055500.WAV	02-12-2020	05:56:03	02-12-2020	05:56:03	SPPI	1	0	
4	Spectrogram 1	1	60458.63064	60459.27134	1933.5	2858.1	218.6306	2718.75	2625	924.6	562.5	0.6407	0.4907	-511	553	553	E:\2020-winter\SEL107U\20201202_055500.WAV	02-12-2020	05:58:39	02-12-2020	05:58:39	RWLA	1	0	
5	Spectrogram 1	1	60480.76005	60481.31909	2185.6	4329.2	0.76	2437.5	3281.25	2143.6	1968.75	0.559	0.4427	-924	1156	1156	E:\2020-winter\SEL107U\20201202_060000.WAV	02-12-2020	06:00:01	02-12-2020	06:00:01	GRTD	1	0	
6	Spectrogram 1	1	60525.10049	60529.07661	2606	5085.8	45.1005	4218.75	4031.25	2479.8	1500	3.9761	2.8107	-1105	1134	1134	E:\2020-winter\SEL107U\20201202_060000.WAV	02-12-2020	06:00:45	02-12-2020	06:00:49	IWEY	0	1	
7	Spectrogram 1	1	60733.97612	60734.64195	8238.2	9667.3	13.9761	8437.5	8906.25	1429.1	1218.75	0.6658	0.5973	-549	636	636	E:\2020-winter\SEL107U\20201202_060500.WAV	02-12-2020	06:05:14	02-12-2020	06:05:15	BBFL	1	0	
8	Spectrogram 1	1	60901.80904	60902.99622	1933.5	3236.4	181.809	2343.75	2531.25	1302.9	1125	1.1872	1.0827	-626	509	626	E:\2020-winter\SEL107U\20201202_060500.WAV	02-12-2020	06:08:02	02-12-2020	06:08:03	OHTH	1	0	
9	Spectrogram 1	1	60911.83417	60912.1608	924.7	1387	191.8342	1125	1125	462.3	375	0.3266	0.2987	-461	519	519	E:\2020-winter\SEL107U\20201202_060500.WAV	02-12-2020	06:08:12	02-12-2020	06:08:12	WCBA	1	0	
10	Spectrogram 1	1	60960.11935	60961.15578	4917.7	8784.6	0.1194	7875	6562.5	3866.9	3375	1.0364	0.9547	-611	768	768	E:\2020-winter\SEL107U\20201202_061000.WAV	02-12-2020	06:10:00	02-12-2020	06:10:01	CBSU	0	1	
11	Spectrogram 1	1	60964.88064	60965.3329	5758.3	7775.8	4.8806	7312.5	7312.5	2017.5	750	0.4523	0.336	-1383	1375	1383	E:\2020-winter\SEL107U\20201202_061000.WAV	02-12-2020	06:10:05	02-12-2020	06:10:05	VHPA	1	0	
14	Spectrogram 1	1	60981.95979	60982.02889	4707.5	8406.3	21.9598	6468.75	6750	3698.8	2437.5	0.0691	0.0427	-945	1172	1172	E:\2020-winter\SEL107U\20201202_061000.WAV	02-12-2020	06:10:22	02-12-2020	06:10:22	NIFP	1	0	
15	Spectrogram 1	1	61161.2814	61161.6206	2311.7	4329.2	201.2814	3375	3468.75	2017.5	1593.75	0.3392	0.2773	-602	747	747	E:\2020-winter\SEL107U\20201202_061000.WAV	02-12-2020	06:13:21	02-12-2020	06:13:22	ASDR	1	0	
16	Spectrogram 1	1	61200	61200.48995	714.5	1639.2	0	1031.25	1125	924.7	468.75	0.4899	0.3627	-1432	1320	1432	E:\2020-winter\SEL107U\20201202_061500.WAV	02-12-2020	06:15:00	02-12-2020	06:15:00	GRJU	1	0	
17	Spectrogram 1	1	61250	61251.24372	4917.7	7061.3	50	6187.5	6281.25	2143.6	1687.5	1.2437	1.1467	-9592	10032	10032	E:\2020-winter\SEL107U\20201202_061500.WAV	02-12-2020	06:15:50	02-12-2020	06:15:51	VFNU	1	0	
