Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	41.9849	63881.98492	63884.71733	3032.028	4526.69	3281.25	3656.25	1494.662	1312.5	2.7324	2.4533	-1081	849	1081	E:\2020-winter\HP37P2B\20201213_060500.WAV	13-12-2020	06:05:42	13-12-2020	06:05:45	IWEY	0	1	
2	Spectrogram 1	1	55.6219	63895.62185	63896.22486	5167.26	5637.011	5343.75	5343.75	469.751	375	0.603	0.512	-471	507	507	E:\2020-winter\HP37P2B\20201213_060500.WAV	13-12-2020	06:05:56	13-12-2020	06:05:56	MWTH	1	0	
3	Spectrogram 1	1	94.397	63934.39698	63934.91205	1238.434	1665.48	1500	1406.25	427.046	281.25	0.5151	0.4533	-646	727	727	E:\2020-winter\HP37P2B\20201213_060500.WAV	13-12-2020	06:06:34	13-12-2020	06:06:35	MWTH	0	1	
4	Spectrogram 1	1	196.9409	64036.94094	64037.27385	9096.085	9451.577	9281.25	9281.25	355.492	187.5	0.3329	0.2187	-527	574	574	E:\2020-winter\HP37P2B\20201213_060500.WAV	13-12-2020	06:08:17	13-12-2020	06:08:17	SPPI	1	0	
5	Spectrogram 1	1	17.6633	64097.6633	64099.10174	3032.028	6405.694	6093.75	5437.5	3373.666	2625	1.4384	1.1573	-854	975	975	E:\2020-winter\HP37P2B\20201213_061000.WAV	13-12-2020	06:10:18	13-12-2020	06:10:19	IBRO	0	1	
6	Spectrogram 1	1	67.8831	64147.88315	64147.95853	6192.171	8711.744	7875	7781.25	2519.573	2062.5	0.0754	0.0587	-792	578	792	E:\2020-winter\HP37P2B\20201213_061000.WAV	13-12-2020	06:11:08	13-12-2020	06:11:08	NIFP	1	0	
7	Spectrogram 1	1	79.4975	64159.49747	64159.99998	1708.185	3669.065	2437.5	2250	1960.88	1125	0.5025	0.432	-613	694	694	E:\2020-winter\HP37P2B\20201213_061000.WAV	13-12-2020	06:11:19	13-12-2020	06:11:19	OHTH	1	0	
9	Spectrogram 1	1	238.059	64078.05903	64078.21606	982.206	1323.843	1125	1125	341.637	281.25	0.157	0.144	-448	540	540	E:\2020-winter\HP37P2B\20201213_060500.WAV	13-12-2020	06:08:58	13-12-2020	06:08:58	WCBA	1	0	
10	Spectrogram 1	1	170.3078	64250.30779	64251.4196	2007.117	4911.032	3281.25	3281.25	2903.915	1687.5	1.1118	0.9493	-1032	1284	1284	E:\2020-winter\HP37P2B\20201213_061000.WAV	13-12-2020	06:12:50	13-12-2020	06:12:51	STBU	1	0	
12	Spectrogram 1	1	2.3744	64322.37437	64323.20351	2092.527	3373.665	3000	2906.25	1281.138	750	0.8291	0.6773	-1437	1507	1507	E:\2020-winter\HP37P2B\20201213_061500.WAV	13-12-2020	06:15:02	13-12-2020	06:15:03	PTBA	1	0	
14	Spectrogram 1	1	12.8894	64332.88944	64334.25879	2220.641	4270.463	2906.25	3281.25	2049.822	1500	1.3694	1.2213	-834	733	834	E:\2020-winter\HP37P2B\20201213_061500.WAV	13-12-2020	06:15:13	13-12-2020	06:15:14	ASDR	1	0	
17	Spectrogram 1	1	1.1055	64321.10553	64321.8907	3330.961	4953.737	3843.75	3843.75	1622.776	1125	0.7852	0.6933	-782	833	833	E:\2020-winter\HP37P2B\20201213_061500.WAV	13-12-2020	06:15:01	13-12-2020	06:15:02	GHCF	1	0	
19	Spectrogram 1	1	70	64390	64390.32663	1793.594	3117.438	2625	2625	1323.844	750	0.3266	0.2453	-827	674	827	E:\2020-winter\HP37P2B\20201213_061500.WAV	13-12-2020	06:16:10	13-12-2020	06:16:10	RWBU	1	0	
20	Spectrogram 1	1	72.3806	64392.38065	64392.99622	1879.004	3501.779	2625	2718.75	1622.775	1218.75	0.6156	0.5547	-927	871	927	E:\2020-winter\HP37P2B\20201213_061500.WAV	13-12-2020	06:16:12	13-12-2020	06:16:13	YBBU	1	0	
22	Spectrogram 1	1	191.1558	64511.15578	64512.83919	5842.382	7481.611	6187.5	6562.5	1639.229	1406.25	1.6834	1.4827	-11097	7609	11097	E:\2020-winter\HP37P2B\20201213_061500.WAV	13-12-2020	06:18:11	13-12-2020	06:18:13	VFNU	1	0	
23	Spectrogram 1	1	0.4083	64560.40829	64561.15578	3110.333	6388.792	3937.5	4312.5	3278.459	2812.5	0.7475	0.6667	-502	472	502	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:20:00	13-12-2020	06:20:01	IYTI	1	0	
