Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
24	Spectrogram 1	1	20.3769	64580.37688	64581.24372	714.536	1429.072	937.5	1031.25	714.536	656.25	0.8668	0.7627	-485	610	610	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:20:20	13-12-2020	06:20:21	ISBA	1	0	
25	Spectrogram 1	1	28.103	64588.103	64589.10802	462.347	1597.198	1218.75	937.5	1134.851	1031.25	1.005	0.9067	-592	555	592	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:20:28	13-12-2020	06:20:29	GRJU	1	0	
26	Spectrogram 1	1	78.2035	64638.2035	64638.66204	2437.828	5085.814	3187.5	3656.25	2647.986	2062.5	0.4585	0.368	-1046	1524	1524	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:21:18	13-12-2020	06:21:19	BNMO	1	0	
27	Spectrogram 1	1	44.5226	64604.5226	64604.71733	4959.72	8049.037	5343.75	5812.5	3089.317	2625	0.1947	0.176	-504	470	504	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:20:45	13-12-2020	06:20:45	GRNW	1	0	
28	Spectrogram 1	1	51.3065	64611.30653	64612.58793	42.032	378.284	281.25	187.5	336.252	281.25	1.2814	1.168	-582	628	628	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:20:51	13-12-2020	06:20:53	MIPI	1	0	
29	Spectrogram 1	1	161.4636	64721.46356	64722.15452	6893.17	8238.179	7218.75	7500	1345.009	1031.25	0.691	0.5813	-1432	1530	1530	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:22:41	13-12-2020	06:22:42	VHPA	1	0	
30	Spectrogram 1	1	175.2073	64735.20728	64735.88567	7859.895	9625.219	8625	8531.25	1765.324	1500	0.6784	0.5813	-883	964	964	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:22:55	13-12-2020	06:22:56	BBFL	1	0	
31	Spectrogram 1	1	194.7362	64754.73617	64755.45853	3698.774	7523.643	4781.25	4875	3824.869	3000	0.7224	0.592	-733	604	733	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:23:15	13-12-2020	06:23:15	WBBF	1	0	
32	Spectrogram 1	1	144.4786	64704.47863	64709.99998	1933.45	4203.152	3937.5	2812.5	2269.702	1875	5.5214	4.8267	-2561	2628	2628	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:22:24	13-12-2020	06:22:29	PTBA	0	1	
33	Spectrogram 1	1	90.8668	64890.86683	64891.03015	1891.419	4875.657	3468.75	3375	2984.238	2250	0.1633	0.1173	-493	582	582	E:\2020-winter\HP37P2B\20201213_062500.WAV	13-12-2020	06:26:31	13-12-2020	06:26:31	AFBL	1	0	
34	Spectrogram 1	1	53.0339	65093.03391	65093.90703	1933.45	3278.459	2812.5	2812.5	1345.009	843.75	0.8731	0.6667	-1321	1262	1321	E:\2020-winter\HP37P2B\20201213_063000.WAV	13-12-2020	06:30:53	13-12-2020	06:30:54	COFL	1	0	
35	Spectrogram 1	1	187.5942	64747.59421	64747.83918	3530.648	3824.869	3656.25	3656.25	294.221	187.5	0.245	0.1867	-479	470	479	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:23:08	13-12-2020	06:23:08	LBLW	1	0	
36	Spectrogram 1	1	105.9673	66825.96732	66826.13064	2185.639	6767.075	3750	3750	4581.436	1125	0.1633	0.1173	-1923	2002	2002	E:\2020-winter\HP37P2B\20201213_070500.WAV	13-12-2020	07:06:46	13-12-2020	07:06:46	IPFL	1	0	
38	Spectrogram 1	1	122.4309	67082.4309	67083.46733	2942.207	6430.823	4406.25	4406.25	3488.616	2812.5	1.0364	0.896	-1452	1479	1479	E:\2020-winter\HP37P2B\20201213_071000.WAV	13-12-2020	07:12:02	13-12-2020	07:12:03	CBSU	1	0	
39	Spectrogram 1	1	215.6533	67175.65325	67175.81029	2858.144	6136.602	5156.25	5062.5	3278.458	2156.25	0.157	0.1013	-733	925	925	E:\2020-winter\HP37P2B\20201213_071000.WAV	13-12-2020	07:13:36	13-12-2020	07:13:36	UK	1	0	
41	Spectrogram 1	1	210.3329	69090.33291	69090.45226	252.189	1513.135	468.75	562.5	1260.946	937.5	0.1194	0.08	-666	1072	1072	E:\2020-winter\HP37P2B\20201213_075000.WAV	13-12-2020	07:53:30	13-12-2020	07:53:30	GRHO	1	0	
42	Spectrogram 1	1	171.25	69531.25	69534.01381	4077.058	7607.706	5437.5	5531.25	3530.648	3093.75	2.7638	2.576	-532	732	732	E:\2020-winter\HP37P2B\20201213_080000.WAV	13-12-2020	08:02:51	13-12-2020	08:02:54	CBSU	0	1	
43	Spectrogram 1	1	160.4711	70480.4711	70480.8794	3614.711	8280.21	5437.5	5531.25	4665.499	2531.25	0.4083	0.2933	-1009	1102	1102	E:\2020-winter\HP37P2B\20201213_082000.WAV	13-12-2020	08:22:40	13-12-2020	08:22:41	GRWA	1	0	
45	Spectrogram 1	1	66.9849	71586.98491	71588.41079	3614.711	7355.517	5156.25	5062.5	3740.806	2906.25	1.4259	1.1947	-548	562	562	E:\2020-winter\HP37P2B\20201213_084500.WAV	13-12-2020	08:46:07	13-12-2020	08:46:08	ORMI	0	1	
46	Spectrogram 1	1	150.9862	64230.98618	64233.72487	4100.719	6776.978	4125	4968.75	2676.259	2343.75	2.7387	2.432	-670	801	801	E:\2020-winter\HP37P2B\20201213_061000.WAV	13-12-2020	06:12:31	13-12-2020	06:12:34	PIBU	0	1	
47	Spectrogram 1	1	121.1306	64681.13065	64681.92211	1985.612	3453.237	2343.75	2531.25	1467.626	1218.75	0.7915	0.7307	-576	531	576	E:\2020-winter\HP37P2B\20201213_062000.WAV	13-12-2020	06:22:01	13-12-2020	06:22:02	BCFU	1	0	
