Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	409854.755	409856.162	2606	4203.2	174.755	3562.5	3375	1597.2	1406.25	1.407	1.2907	-28965	23118	28965	E:\2020-winter\IPTO06R\20201217_061500.WAV	17-12-2020	06:17:55	17-12-2020	06:17:56	IWEY	0	1	high disturbance
2	Spectrogram 1	1	409960.3204	409961.8153	756.6	1849.4	40.3204	1312.5	1218.75	1092.8	468.75	1.495	1.2533	-5296	6295	6295	E:\2020-winter\IPTO06R\20201217_062000.WAV	17-12-2020	06:20:40	17-12-2020	06:20:42	GRJU	1	0	
3	Spectrogram 1	1	409976.5829	409977.6319	672.5	1176.9	56.5829	937.5	937.5	504.4	187.5	1.049	0.8427	-5255	8090	8090	E:\2020-winter\IPTO06R\20201217_062000.WAV	17-12-2020	06:20:57	17-12-2020	06:20:58	ISBA	1	0	
4	Spectrogram 1	1	409995.5653	409995.7538	924.7	1345	75.5653	1031.25	1125	420.3	375	0.1884	0.1653	-2446	4310	4310	E:\2020-winter\IPTO06R\20201217_062000.WAV	17-12-2020	06:21:16	17-12-2020	06:21:16	WCBA	1	0	
5	Spectrogram 1	1	410031.3882	410032.2487	1471.1	2732	111.3882	1781.25	1875	1260.9	1125	0.8606	0.7787	-3158	5369	5369	E:\2020-winter\IPTO06R\20201217_062000.WAV	17-12-2020	06:21:51	17-12-2020	06:21:52	GRTD	1	0	
6	Spectrogram 1	1	410072.0854	410075.4083	2059.5	3782.8	152.0854	2156.25	2250	1723.3	1406.25	3.3229	2.0107	-27228	31926	31926	E:\2020-winter\IPTO06R\20201217_062000.WAV	17-12-2020	06:22:32	17-12-2020	06:22:35	YBBU	0	1	
7	Spectrogram 1	1	410160.2575	410160.3455	5001.8	7061.3	0.2575	5062.5	6281.25	2059.5	1781.25	0.0879	0.064	-4282	3914	4282	E:\2020-winter\IPTO06R\20201217_062500.WAV	17-12-2020	06:25:00	17-12-2020	06:25:00	NIFP	1	0	
8	Spectrogram 1	1	410167.8517	410168.0402	3026.3	3446.6	7.8518	3187.5	3281.25	420.3	281.25	0.1884	0.1547	-1433	2072	2072	E:\2020-winter\IPTO06R\20201217_062500.WAV	17-12-2020	06:25:08	17-12-2020	06:25:08	GRFL	1	0	
9	Spectrogram 1	1	410333.7626	410334.1457	1849.4	3236.4	173.7626	3187.5	2812.5	1387	1312.5	0.3832	0.288	-3526	4705	4705	E:\2020-winter\IPTO06R\20201217_062500.WAV	17-12-2020	06:27:54	17-12-2020	06:27:54	RWBU	1	0	
10	Spectrogram 1	1	410421.941	410422.0603	2563.9	3362.5	21.941	2812.5	2812.5	798.6	375	0.1193	0.0533	-3006	3352	3352	E:\2020-winter\IPTO06R\20201217_063000.WAV	17-12-2020	06:30:22	17-12-2020	06:30:22	STBU	1	0	
11	Spectrogram 1	1	410661.6269	410661.853	3530.6	8490.4	21.6269	5812.5	5625	4959.8	2718.75	0.2261	0.1493	-4713	9133	9133	E:\2020-winter\IPTO06R\20201217_063500.WAV	17-12-2020	06:35:22	17-12-2020	06:35:22	GRNW	1	0	
12	Spectrogram 1	1	410700.6847	410700.8166	840.6	2101.6	60.6847	1125	1500	1261	1031.25	0.1319	0.1067	-655	935	935	E:\2020-winter\IPTO06R\20201217_063500.WAV	17-12-2020	06:36:01	17-12-2020	06:36:01	RESP	1	0	
14	Spectrogram 1	1	411184.6043	411184.9121	3698.8	7229.4	64.6043	6750	5718.75	3530.6	2812.5	0.3078	0.2187	-2697	1848	2697	E:\2020-winter\IPTO06R\20201217_064500.WAV	17-12-2020	06:46:05	17-12-2020	06:46:05	GRWA	1	0	
15	Spectrogram 1	1	412222.8141	412230	1681.3	4077.1	142.8141	2437.5	2718.75	2395.8	937.5	7.1859	6.3307	-9110	10214	10214	E:\2020-winter\IPTO06R\20201217_070500.WAV	17-12-2020	07:07:23	17-12-2020	07:07:29	PTBA	0	1	
16	Spectrogram 1	1	413652.9523	413653.5113	7229.4	9499.1	132.9522	9375	8718.75	2269.7	2062.5	0.559	0.4373	-3090	4720	4720	E:\2020-winter\IPTO06R\20201217_073500.WAV	17-12-2020	07:37:13	17-12-2020	07:37:14	BBFL	1	0	
17	Spectrogram 1	1	413674.4975	413675.4208	2521.9	4707.5	154.4975	2812.5	3281.25	2185.6	1968.75	0.9234	0.7413	-3146	2963	3146	E:\2020-winter\IPTO06R\20201217_073500.WAV	17-12-2020	07:37:34	17-12-2020	07:37:35	SHMY	1	0	
