Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
20	Spectrogram 1	1	185.358	474665.358	474667.3744	420.315	882.662	562.5	656.25	462.347	281.25	2.0163	1.92	-866	606	866	E:\2020-winter\SEL207R\20201208_060500.WAV	08-12-2020	06:08:05	08-12-2020	06:08:07	SPDO	1	0	
21	Spectrogram 1	1	58.1532	474778.1532	474778.9384	7691.769	9288.967	8062.5	8437.5	1597.198	1312.5	0.7852	0.6507	-542	505	542	E:\2020-winter\SEL207R\20201208_061000.WAV	08-12-2020	06:10:58	08-12-2020	06:10:59	BBFL	1	0	
22	Spectrogram 1	1	47.9208	474767.9208	474768.0904	1387.04	2858.144	2812.5	2250	1471.104	1312.5	0.1696	0.1493	-276	312	312	E:\2020-winter\SEL207R\20201208_061000.WAV	08-12-2020	06:10:48	08-12-2020	06:10:48	RWBU	1	0	
23	Spectrogram 1	1	159.0389	474879.0389	474879.397	2647.986	5169.877	3468.75	3937.5	2521.891	1781.25	0.358	0.304	-2358	3165	3165	E:\2020-winter\SEL207R\20201208_061000.WAV	08-12-2020	06:12:39	08-12-2020	06:12:39	ASDR	1	0	
24	Spectrogram 1	1	50.1445	475010.1445	475010.4083	546.41	1849.387	1031.25	1031.25	1302.977	1125	0.2638	0.208	-624	473	624	E:\2020-winter\SEL207R\20201208_061500.WAV	08-12-2020	06:15:50	08-12-2020	06:15:50	RESP	1	0	
26	Spectrogram 1	1	226.4196	475186.4196	475187.9962	5338.004	7313.485	5343.75	5625	1975.481	1687.5	1.5766	1.3973	-2778	2796	2796	E:\2020-winter\SEL207R\20201208_061500.WAV	08-12-2020	06:18:46	08-12-2020	06:18:48	VFNU	1	0	
27	Spectrogram 1	1	5.1759	475205.1759	475205.4083	3908.932	7649.737	5062.5	5906.25	3740.805	2343.75	0.2324	0.144	-4211	3835	4211	E:\2020-winter\SEL207R\20201208_062000.WAV	08-12-2020	06:20:05	08-12-2020	06:20:05	GRNW	1	0	
28	Spectrogram 1	1	58.2224	475498.2223	475498.2914	2479.86	7397.548	4968.75	4875	4917.688	3843.75	0.0691	0.0587	-333	356	356	E:\2020-winter\SEL207R\20201208_062500.WAV	08-12-2020	06:25:58	08-12-2020	06:25:58	BRWA	1	0	
29	Spectrogram 1	1	104.3844	475544.3844	475544.4535	504.378	840.63	656.25	656.25	336.252	187.5	0.0691	0.048	-691	425	691	E:\2020-winter\SEL207R\20201208_062500.WAV	08-12-2020	06:26:44	08-12-2020	06:26:44	MABA	1	0	
30	Spectrogram 1	1	149.6734	475589.6733	475590	1933.45	2984.238	2625	2531.25	1050.788	656.25	0.3266	0.2507	-1957	2024	2024	E:\2020-winter\SEL207R\20201208_062500.WAV	08-12-2020	06:27:30	08-12-2020	06:27:29	YBBU	1	0	
31	Spectrogram 1	1	180.9579	475620.9579	475621.0553	1681.261	2353.765	2062.5	2062.5	672.504	656.25	0.0974	0.08	-302	302	302	E:\2020-winter\SEL207R\20201208_062500.WAV	08-12-2020	06:28:01	08-12-2020	06:28:01	MGHO	1	0	
32	Spectrogram 1	1	66.9975	475746.9975	475750	2521.891	8742.557	2906.25	4312.5	6220.666	4968.75	3.0025	2.7093	-1124	1106	1124	E:\2020-winter\SEL207R\20201208_063000.WAV	08-12-2020	06:31:07	08-12-2020	06:31:09	DFBA	1	0	
33	Spectrogram 1	1	192.01	475872.01	475872.7701	1050.788	3572.68	2156.25	2156.25	2521.892	1406.25	0.76	0.5813	-1628	1743	1743	E:\2020-winter\SEL207R\20201208_063000.WAV	08-12-2020	06:33:12	08-12-2020	06:33:13	RUBA	1	0	
34	Spectrogram 1	1	25.1633	475945.1633	475945.2701	2227.671	3362.522	2625	2718.75	1134.851	843.75	0.1068	0.0853	-509	638	638	E:\2020-winter\SEL207R\20201208_063500.WAV	08-12-2020	06:35:25	08-12-2020	06:35:25	COTA	1	0	
35	Spectrogram 1	1	45.7035	475965.7035	475965.8605	1681.261	4581.436	3375	3562.5	2900.175	2156.25	0.157	0.128	-637	474	637	E:\2020-winter\SEL207R\20201208_063500.WAV	08-12-2020	06:35:46	08-12-2020	06:35:46	PHPA	1	0	
36	Spectrogram 1	1	48.4673	475968.4673	475968.6872	966.725	1723.292	1406.25	1406.25	756.567	375	0.2198	0.16	-375	438	438	E:\2020-winter\SEL207R\20201208_063500.WAV	08-12-2020	06:35:48	08-12-2020	06:35:49	LBCR	1	0	
37	Spectrogram 1	1	186.5389	476106.5389	476110	1933.45	3530.648	2250	2531.25	1597.198	1312.5	3.461	2.7893	-1202	1299	1299	E:\2020-winter\SEL207R\20201208_063500.WAV	08-12-2020	06:38:07	08-12-2020	06:38:09	PTBA	0	1	
38	Spectrogram 1	1	114.3656	476274.3656	476274.7613	2837.128	3614.711	3093.75	3187.5	777.583	375	0.3957	0.256	-836	539	836	E:\2020-winter\SEL207R\20201208_064000.WAV	08-12-2020	06:41:54	08-12-2020	06:41:55	GRFL	1	0	
39	Spectrogram 1	1	35.2952	477155.2952	477155.4837	2101.576	3656.743	3281.25	3093.75	1555.167	1031.25	0.1884	0.16	-306	370	370	E:\2020-winter\SEL207R\20201208_070000.WAV	08-12-2020	07:00:35	08-12-2020	07:00:35	CHBE	1	0	
40	Spectrogram 1	1	191.5452	477551.5452	477551.7211	4833.625	7859.895	6000	6093.75	3026.27	2437.5	0.1759	0.1493	-444	427	444	E:\2020-winter\SEL207R\20201208_070500.WAV	08-12-2020	07:08:12	08-12-2020	07:08:12	CBSU	1	0	
41	Spectrogram 1	1	8.5992	477608.5992	477609.8429	3068.301	6262.697	4687.5	5156.25	3194.396	2062.5	1.2437	1.1307	-829	1073	1073	E:\2020-winter\SEL207R\20201208_071000.WAV	08-12-2020	07:10:09	08-12-2020	07:10:10	STBU	1	0	
43	Spectrogram 1	1	83.6495	478163.6495	478165	2942.207	7439.58	4687.5	5156.25	4497.373	3656.25	1.3505	1.168	-1045	1114	1114	E:\2020-winter\SEL207R\20201208_072000.WAV	08-12-2020	07:21:24	08-12-2020	07:21:24	IYTI	0	1	
44	Spectrogram 1	1	54.8744	478374.8744	478380	3320.49	8154.116	6468.75	6000	4833.626	3187.5	5.1256	4.3413	-1334	1478	1478	E:\2020-winter\SEL207R\20201208_072500.WAV	08-12-2020	07:25:55	08-12-2020	07:25:59	ORMI	0	1	
45	Spectrogram 1	1	78.2726	478638.2726	478638.3291	1933.45	4329.247	3281.25	3375	2395.797	1687.5	0.0565	0.0427	-923	778	923	E:\2020-winter\SEL207R\20201208_073000.WAV	08-12-2020	07:31:18	08-12-2020	07:31:18	AFBL	1	0	
47	Spectrogram 1	1	48.6872	479088.6872	479089.196	6935.201	9204.904	8062.5	8062.5	2269.703	1593.75	0.5088	0.4587	-1765	1524	1765	E:\2020-winter\SEL207R\20201208_074000.WAV	08-12-2020	07:40:49	08-12-2020	07:40:49	WBBF	1	0	
48	Spectrogram 1	1	185.2764	480425.2764	480425.5716	6598.949	7523.643	7312.5	7125	924.694	656.25	0.2952	0.2507	-708	766	766	E:\2020-winter\SEL207R\20201208_080500.WAV	08-12-2020	08:08:05	08-12-2020	08:08:06	SMMI	1	0	
49	Spectrogram 1	1	177.3932	480657.3932	480658.2035	4833.625	7019.264	5906.25	5906.25	2185.639	1593.75	0.8103	0.6933	-906	813	906	E:\2020-winter\SEL207R\20201208_081000.WAV	08-12-2020	08:12:57	08-12-2020	08:12:58	BWFS	1	0	
50	Spectrogram 1	1	129.6105	481809.6105	481809.7424	2605.954	3446.585	3093.75	3187.5	840.631	562.5	0.1319	0.1067	-1203	1054	1203	E:\2020-winter\SEL207R\20201208_083500.WAV	08-12-2020	08:37:10	08-12-2020	08:37:10	RTFL	1	0	
51	Spectrogram 1	1	54.0075	482454.0075	482454.6608	6262.697	7607.706	7312.5	6937.5	1345.009	843.75	0.6533	0.5173	-1043	1021	1043	E:\2020-winter\SEL207R\20201208_085000.WAV	08-12-2020	08:50:54	08-12-2020	08:50:55	PUSU	1	0	
