Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
11	Spectrogram 1	1	194.3907	479234.3907	479235.0816	2353.765	3068.301	2812.5	2812.5	714.536	375	0.6909	0.5173	-5144	5219	5219	E:\2020-winter\HP37P2B\20201219_062000.WAV	19-12-2020	06:23:14	19-12-2020	06:23:15	PTBA	1	0	
12	Spectrogram 1	1	226.2249	479266.2249	479267.2487	5590.193	7817.863	6562.5	6562.5	2227.67	1875	1.0238	0.8373	-12652	9618	12652	E:\2020-winter\HP37P2B\20201219_062000.WAV	19-12-2020	06:23:46	19-12-2020	06:23:47	NIFP	0	1	
13	Spectrogram 1	1	8.0967	479288.0967	479290	5380.035	7565.674	5625	6281.25	2185.639	1875	1.9033	1.552	-3361	2582	3361	E:\2020-winter\HP37P2B\20201219_062500.WAV	19-12-2020	06:25:08	19-12-2020	06:25:10	VFNU	1	0	
14	Spectrogram 1	1	29.0578	479309.0578	479309.7927	802.461	1218.552	1031.25	937.5	416.091	281.25	0.7349	0.6507	-883	1039	1039	E:\2020-winter\HP37P2B\20201219_062500.WAV	19-12-2020	06:25:29	19-12-2020	06:25:30	ISBA	1	0	
15	Spectrogram 1	1	102.01	479382.01	479386.2311	2017.513	3446.585	2812.5	2812.5	1429.072	843.75	4.2211	3.3547	-3297	1655	3297	E:\2020-winter\HP37P2B\20201219_062500.WAV	19-12-2020	06:26:42	19-12-2020	06:26:46	PTBA	0	1	
16	Spectrogram 1	1	223.8317	479743.8317	479744.4347	3782.837	4791.594	4031.25	4125	1008.757	750	0.603	0.5333	-742	871	871	E:\2020-winter\HP37P2B\20201219_063000.WAV	19-12-2020	06:33:44	19-12-2020	06:33:44	GHCF	1	0	
17	Spectrogram 1	1	34.0201	479794.0201	479794.9811	798.599	1639.229	1406.25	1218.75	840.63	656.25	0.961	0.8693	-1376	1506	1506	E:\2020-winter\HP37P2B\20201219_063500.WAV	19-12-2020	06:35:34	19-12-2020	06:35:35	GRJU	1	0	
18	Spectrogram 1	1	175.9548	479935.9548	479936.5452	5548.161	6346.76	5718.75	5812.5	798.599	562.5	0.5904	0.3093	-858	944	944	E:\2020-winter\HP37P2B\20201219_063500.WAV	19-12-2020	06:37:56	19-12-2020	06:37:57	IBRO	1	0	
19	Spectrogram 1	1	84.4535	480084.4535	480085.0628	6472.855	8154.116	7312.5	7312.5	1681.261	843.75	0.6093	0.432	-628	673	673	E:\2020-winter\HP37P2B\20201219_064000.WAV	19-12-2020	06:41:24	19-12-2020	06:41:25	VHPA	1	0	
20	Spectrogram 1	1	59.8744	480779.8744	480780	3572.68	3950.963	3750	3750	378.283	187.5	0.1256	0.0907	-562	473	562	E:\2020-winter\HP37P2B\20201219_065500.WAV	19-12-2020	06:56:00	19-12-2020	06:56:00	LBLW	1	0	
21	Spectrogram 1	1	57.1168	480777.1168	480777.3806	4833.625	7901.926	7593.75	6375	3068.301	2625	0.2638	0.2027	-1065	874	1065	E:\2020-winter\HP37P2B\20201219_065500.WAV	19-12-2020	06:55:57	19-12-2020	06:55:57	GRNW	1	0	
23	Spectrogram 1	1	119.2022	481079.2022	481080	4917.688	7103.327	5812.5	5906.25	2185.639	1500	0.7978	0.6827	-717	704	717	E:\2020-winter\HP37P2B\20201219_070000.WAV	19-12-2020	07:01:59	19-12-2020	07:02:00	IYTI	1	0	
24	Spectrogram 1	1	177.0791	481377.0791	481377.2236	2395.797	4119.089	3843.75	3468.75	1723.292	1406.25	0.1445	0.1227	-748	855	855	E:\2020-winter\HP37P2B\20201219_070500.WAV	19-12-2020	07:07:57	19-12-2020	07:07:57	BNMO	1	0	
25	Spectrogram 1	1	182.6068	481622.6068	481622.7701	3950.963	6809.107	4593.75	5250	2858.144	2437.5	0.1633	0.1387	-592	628	628	E:\2020-winter\HP37P2B\20201219_071000.WAV	19-12-2020	07:13:03	19-12-2020	07:13:03	CBSU	1	0	
26	Spectrogram 1	1	162.8392	481842.8392	481843.5553	7103.327	9415.061	8531.25	8156.25	2311.734	2062.5	0.7161	0.6507	-1046	903	1046	E:\2020-winter\HP37P2B\20201219_071500.WAV	19-12-2020	07:17:43	19-12-2020	07:17:44	BBFL	1	0	
27	Spectrogram 1	1	168.8065	482088.8065	482088.951	4287.215	7523.643	5718.75	5718.75	3236.428	2625	0.1445	0.1173	-984	1060	1060	E:\2020-winter\HP37P2B\20201219_072000.WAV	19-12-2020	07:22:49	19-12-2020	07:22:49	IPFL	1	0	
28	Spectrogram 1	1	131.1746	482531.1746	482532.0038	4371.278	6178.634	5156.25	5156.25	1807.356	1312.5	0.8292	0.6133	-730	852	852	E:\2020-winter\HP37P2B\20201219_073000.WAV	19-12-2020	07:32:11	19-12-2020	07:32:12	BWFS	1	0	
29	Spectrogram 1	1	45.8982	484605.8982	484605.9924	2185.639	4665.499	3000	3281.25	2479.86	1781.25	0.0942	0.0693	-925	838	925	E:\2020-winter\HP37P2B\20201219_081500.WAV	19-12-2020	08:15:46	19-12-2020	08:15:46	AFBL	1	0	
30	Spectrogram 1	1	211.2688	484771.2688	484771.6394	3278.459	7649.737	4500	5531.25	4371.278	3375	0.3706	0.2773	-2101	2372	2372	E:\2020-winter\HP37P2B\20201219_081500.WAV	19-12-2020	08:18:31	19-12-2020	08:18:32	GRWA	1	0	
31	Spectrogram 1	1	193.4485	480433.4485	480434.3404	1985.612	3323.741	2812.5	2812.5	1338.129	1031.25	0.892	0.7307	-858	731	858	E:\2020-winter\HP37P2B\20201219_064500.WAV	19-12-2020	06:48:13	19-12-2020	06:48:14	BCFU	1	0	
