Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	0.1131	59040.11307	59040.51507	1195.73	1537.367	1312.5	1406.25	341.637	281.25	0.402	0.336	-692	547	692	E:\2020-winter\HP36P4B\20201213_053000.WAV	13-12-2020	05:30:00	13-12-2020	05:30:01	MGHO	1	0	started calling at 051000
2	Spectrogram 1	1	63.3668	60063.36683	60063.44849	90.59	1026.689	656.25	656.25	936.099	562.5	0.0817	0.048	-440	646	646	E:\2020-winter\HP36P4B\20201213_055000.WAV	13-12-2020	05:51:03	13-12-2020	05:51:03	GRHO	1	0	
3	Spectrogram 1	1	74.6985	60314.69848	60316.0427	1153.025	2007.117	1593.75	1500	854.092	750	1.3442	1.232	-974	1043	1043	E:\2020-winter\HP36P4B\20201213_055500.WAV	13-12-2020	05:56:15	13-12-2020	05:56:16	MWTH	0	1	
4	Spectrogram 1	1	172.4121	60412.41206	60412.88316	2092.527	3074.733	2531.25	2625	982.206	750	0.4711	0.4267	-750	1046	1046	E:\2020-winter\HP36P4B\20201213_055500.WAV	13-12-2020	05:57:52	13-12-2020	05:57:53	BCFU	1	0	
5	Spectrogram 1	1	213.4799	60693.47989	60695.14446	3117.438	6960.854	5812.5	5718.75	3843.416	3000	1.6646	1.424	-865	1058	1058	E:\2020-winter\HP36P4B\20201213_060000.WAV	13-12-2020	06:03:33	13-12-2020	06:03:35	NIFP	0	1	
6	Spectrogram 1	1	230	60710	60712.03517	2818.505	4996.441	4593.75	3750	2177.936	1687.5	2.0352	1.8027	-834	924	924	E:\2020-winter\HP36P4B\20201213_060000.WAV	13-12-2020	06:03:50	13-12-2020	06:03:52	IWEY	0	1	
7	Spectrogram 1	1	207.6947	60927.69471	60927.87059	1323.843	1708.185	1500	1500	384.342	281.25	0.1759	0.144	-939	1036	1036	E:\2020-winter\HP36P4B\20201213_060500.WAV	13-12-2020	06:08:28	13-12-2020	06:08:28	WCBA	1	0	
8	Spectrogram 1	1	202.1043	60922.10427	60922.69472	1238.434	1708.185	1406.25	1500	469.751	375	0.5904	0.5387	-782	764	782	E:\2020-winter\HP36P4B\20201213_060500.WAV	13-12-2020	06:08:22	13-12-2020	06:08:23	GRJU	1	0	
9	Spectrogram 1	1	5.8543	60965.85426	60966.09923	8882.562	9437.722	9093.75	9093.75	555.16	281.25	0.245	0.1867	-884	983	983	E:\2020-winter\HP36P4B\20201213_061000.WAV	13-12-2020	06:10:06	13-12-2020	06:10:06	SPPI	1	0	
10	Spectrogram 1	1	14.6608	60974.66079	60975.25125	5765.125	7088.968	6000	6000	1323.843	937.5	0.5905	0.288	-1091	1277	1277	E:\2020-winter\HP36P4B\20201213_061000.WAV	13-12-2020	06:10:15	13-12-2020	06:10:15	WBBF	1	0	
11	Spectrogram 1	1	40.2199	61000.21985	61000.90452	7686.833	9096.085	8343.75	8437.5	1409.252	1031.25	0.6847	0.5973	-830	1189	1189	E:\2020-winter\HP36P4B\20201213_061000.WAV	13-12-2020	06:10:40	13-12-2020	06:10:41	BBFL	1	0	
12	Spectrogram 1	1	82.5503	61042.55025	61043.23492	5405.215	5807.829	5625	5625	402.614	187.5	0.6847	0.4267	-783	1025	1025	E:\2020-winter\HP36P4B\20201213_061000.WAV	13-12-2020	06:11:23	13-12-2020	06:11:23	MWTH	1	0	
13	Spectrogram 1	1	89.5603	61049.56028	61049.99998	1281.139	3117.438	1968.75	2437.5	1836.299	1031.25	0.4397	0.3733	-962	936	962	E:\2020-winter\HP36P4B\20201213_061000.WAV	13-12-2020	06:11:30	13-12-2020	06:11:29	YBBU	1	0	
14	Spectrogram 1	1	90	61050	61053.0716	1067.616	3544.484	2531.25	2625	2476.868	1125	3.0716	2.6667	-1568	1842	1842	E:\2020-winter\HP36P4B\20201213_061000.WAV	13-12-2020	06:11:30	13-12-2020	06:11:33	YBBU	0	1	
16	Spectrogram 1	1	100.1759	61060.17588	61063.49874	4740.214	8669.039	5718.75	5906.25	3928.825	3468.75	3.3229	2.9387	-1127	1341	1341	E:\2020-winter\HP36P4B\20201213_061000.WAV	13-12-2020	06:11:40	13-12-2020	06:11:43	CBSU	0	1	
17	Spectrogram 1	1	212.343	61172.34296	61172.8706	661.922	1024.911	843.75	843.75	362.989	187.5	0.5276	0.2613	-679	751	751	E:\2020-winter\HP36P4B\20201213_061000.WAV	13-12-2020	06:13:32	13-12-2020	06:13:33	ISBA	1	0	
18	Spectrogram 1	1	0.8857	61200.88568	61201.6206	3715.302	5252.669	3843.75	4125	1537.367	1125	0.7349	0.6027	-1008	1144	1144	E:\2020-winter\HP36P4B\20201213_061500.WAV	13-12-2020	06:15:01	13-12-2020	06:15:02	GHCF	1	0	
19	Spectrogram 1	1	50.0502	61010.05025	61010.82914	2177.936	3288.256	2812.5	2718.75	1110.32	656.25	0.7789	0.624	-979	1103	1103	E:\2020-winter\HP36P4B\20201213_061000.WAV	13-12-2020	06:10:50	13-12-2020	06:10:51	PTBA	1	0	
20	Spectrogram 1	1	211.608	61411.60804	61414.5917	4526.69	7174.377	4687.5	5906.25	2647.687	2343.75	2.9837	2.6187	-1204	1452	1452	E:\2020-winter\HP36P4B\20201213_061500.WAV	13-12-2020	06:18:32	13-12-2020	06:18:35	VFNU	1	0	
21	Spectrogram 1	1	30.6219	61470.62186	61470.69095	2946.619	6960.854	6375	5531.25	4014.235	3468.75	0.0691	0.048	-317	399	399	E:\2020-winter\HP36P4B\20201213_062000.WAV	13-12-2020	06:20:31	13-12-2020	06:20:31	BRWA	1	0	
22	Spectrogram 1	1	15.4334	61455.43341	61456.09923	90.59	392.558	187.5	187.5	301.968	281.25	0.6658	0.592	-1360	1420	1420	E:\2020-winter\HP36P4B\20201213_062000.WAV	13-12-2020	06:20:15	13-12-2020	06:20:16	MIPI	1	0	
23	Spectrogram 1	1	47.3995	61727.39948	61727.98993	3758.007	5978.648	5718.75	5625	2220.641	1406.25	0.5905	0.5013	-990	1023	1023	E:\2020-winter\HP36P4B\20201213_062500.WAV	13-12-2020	06:25:47	13-12-2020	06:25:48	UK	1	0	
24	Spectrogram 1	1	125.7915	61805.79145	61806.09923	3459.075	7729.537	5437.5	5437.5	4270.462	2625	0.3078	0.2347	-1022	1317	1317	E:\2020-winter\HP36P4B\20201213_062500.WAV	13-12-2020	06:27:06	13-12-2020	06:27:06	GRWA	1	0	
25	Spectrogram 1	1	142.9146	61822.91457	61823.41708	5252.669	6491.103	5718.75	5718.75	1238.434	750	0.5025	0.416	-942	1044	1044	E:\2020-winter\HP36P4B\20201213_062500.WAV	13-12-2020	06:27:23	13-12-2020	06:27:23	IBRO	1	0	
26	Spectrogram 1	1	218.3731	61898.3731	61899.30274	2775.801	6234.875	3281.25	3750	3459.074	2531.25	0.9296	0.8107	-1080	1506	1506	E:\2020-winter\HP36P4B\20201213_062500.WAV	13-12-2020	06:28:38	13-12-2020	06:28:39	STBU	0	1	
27	Spectrogram 1	1	75.7663	61995.76632	61996.02386	3472.624	3800.712	3656.25	3656.25	328.088	187.5	0.2575	0.192	-1173	1212	1212	E:\2020-winter\HP36P4B\20201213_063000.WAV	13-12-2020	06:31:16	13-12-2020	06:31:16	LBLW	1	0	
28	Spectrogram 1	1	117.0791	62037.07913	62037.22988	4142.349	7644.128	6000	6000	3501.779	2718.75	0.1508	0.1173	-480	512	512	E:\2020-winter\HP36P4B\20201213_063000.WAV	13-12-2020	06:31:57	13-12-2020	06:31:57	GRNW	1	0	
30	Spectrogram 1	1	239.5477	62159.54772	62159.99998	2604.982	3373.665	2906.25	2906.25	768.683	468.75	0.4523	0.3733	-844	1042	1042	E:\2020-winter\HP36P4B\20201213_063000.WAV	13-12-2020	06:34:00	13-12-2020	06:33:59	PTBA	0	1	
31	Spectrogram 1	1	190.5151	62350.51507	62350.6407	4612.1	6875.445	6656.25	6375	2263.345	1687.5	0.1256	0.112	-311	394	394	E:\2020-winter\HP36P4B\20201213_063500.WAV	13-12-2020	06:38:11	13-12-2020	06:38:11	CBSU	1	0	
32	Spectrogram 1	1	193.8945	62353.89446	62354.2525	1110.32	3160.142	1781.25	1968.75	2049.822	1687.5	0.358	0.3147	-581	713	713	E:\2020-winter\HP36P4B\20201213_063500.WAV	13-12-2020	06:38:14	13-12-2020	06:38:14	RWBU	1	0	
34	Spectrogram 1	1	156.3945	63036.39446	63037.06029	4697.509	7558.719	4875	6093.75	2861.21	2343.75	0.6658	0.5333	-927	876	927	E:\2020-winter\HP36P4B\20201213_065000.WAV	13-12-2020	06:52:36	13-12-2020	06:52:37	TBWA	1	0	
35	Spectrogram 1	1	198.7877	63318.78767	63319.69219	3758.007	8327.402	6187.5	6187.5	4569.395	3750	0.9045	0.7573	-1105	1280	1280	E:\2020-winter\HP36P4B\20201213_065500.WAV	13-12-2020	06:58:19	13-12-2020	06:58:20	IBRO	0	1	
36	Spectrogram 1	1	100.9673	63700.96733	63702.11055	2434.164	5338.078	2812.5	3281.25	2903.914	2437.5	1.1432	0.944	-1130	1151	1151	E:\2020-winter\HP36P4B\20201213_070500.WAV	13-12-2020	07:06:41	13-12-2020	07:06:42	BNMO	0	1	
38	Spectrogram 1	1	157.4937	63997.4937	63997.81405	1067.616	2007.117	1875	1875	939.501	187.5	0.3204	0.1973	-901	1168	1168	E:\2020-winter\HP36P4B\20201213_071000.WAV	13-12-2020	07:12:37	13-12-2020	07:12:38	GRTD	1	0	
39	Spectrogram 1	1	116.2563	65156.25627	65156.58918	6277.58	7943.06	7406.25	7218.75	1665.48	1312.5	0.3329	0.2827	-1318	1268	1318	E:\2020-winter\HP36P4B\20201213_073500.WAV	13-12-2020	07:36:56	13-12-2020	07:36:57	VHPA	1	0	
40	Spectrogram 1	1	182.1985	65222.19849	65223.42964	683.274	2049.822	843.75	937.5	1366.548	843.75	1.2311	0.9493	-1586	1679	1679	E:\2020-winter\HP36P4B\20201213_073500.WAV	13-12-2020	07:38:02	13-12-2020	07:38:03	ISBA	0	1	
41	Spectrogram 1	1	121.3568	65401.35678	65402.17336	4142.349	6704.626	4875	5062.5	2562.277	1875	0.8166	0.6613	-956	1255	1255	E:\2020-winter\HP36P4B\20201213_074000.WAV	13-12-2020	07:42:01	13-12-2020	07:42:02	ORMI	0	1	
42	Spectrogram 1	1	128.8442	65408.8442	65409.0138	3886.121	6021.352	5250	4968.75	2135.231	1500	0.1696	0.1387	-850	1122	1122	E:\2020-winter\HP36P4B\20201213_074000.WAV	13-12-2020	07:42:09	13-12-2020	07:42:09	IPFL	1	0	
43	Spectrogram 1	1	22.098	66262.09799	66262.61934	1366.548	2903.915	2437.5	1875	1537.367	1406.25	0.5214	0.4693	-855	982	982	E:\2020-winter\HP36P4B\20201213_080000.WAV	13-12-2020	08:00:22	13-12-2020	08:00:23	AFBL	0	1	
