Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	28.3166	202108.3166	202108.9133	1891.419	2353.765	2062.5	2156.25	462.346	375	0.5967	0.528	-736	941	941	E:\2020-winter\HP37P2B\20201215_060500.WAV	15-12-2020	06:05:28	15-12-2020	06:05:29	MWTH	0	1	
2	Spectrogram 1	1	129.2085	202209.2085	202210	3278.459	4161.121	3750	3656.25	882.662	843.75	0.7915	0.7093	-760	702	760	E:\2020-winter\HP37P2B\20201215_060500.WAV	15-12-2020	06:07:09	15-12-2020	06:07:10	IWEY	0	1	
3	Spectrogram 1	1	70.4209	202390.4209	202392.1105	924.694	1260.946	1125	1125	336.252	281.25	1.6896	1.4613	-685	697	697	E:\2020-winter\HP37P2B\20201215_061000.WAV	15-12-2020	06:11:10	15-12-2020	06:11:12	WCBA	1	0	
4	Spectrogram 1	1	181.7839	202501.7839	202502.6947	5001.751	5758.319	5437.5	5437.5	756.568	187.5	0.9108	0.3627	-5401	6607	6607	E:\2020-winter\HP37P2B\20201215_061000.WAV	15-12-2020	06:13:02	15-12-2020	06:13:03	MWTH	1	0	
5	Spectrogram 1	1	18.5113	202578.5113	202578.863	8532.399	9078.809	8812.5	8812.5	546.41	281.25	0.3517	0.2293	-637	557	637	E:\2020-winter\HP37P2B\20201215_061500.WAV	15-12-2020	06:15:19	15-12-2020	06:15:19	SPPI	1	0	
7	Spectrogram 1	1	123.0967	202683.0967	202683.8317	1891.419	3740.806	2625	2625	1849.387	1593.75	0.735	0.6613	-578	680	680	E:\2020-winter\HP37P2B\20201215_061500.WAV	15-12-2020	06:17:03	15-12-2020	06:17:04	BCFU	1	0	
8	Spectrogram 1	1	125.3957	202685.3957	202686.1369	3194.396	4539.405	4312.5	3843.75	1345.009	1031.25	0.7412	0.6667	-663	617	663	E:\2020-winter\HP37P2B\20201215_061500.WAV	15-12-2020	06:17:05	15-12-2020	06:17:06	GHCF	1	0	
9	Spectrogram 1	1	92.2613	202652.2613	202652.3806	6893.17	9120.841	7968.75	7968.75	2227.671	1968.75	0.1193	0.1013	-690	671	690	E:\2020-winter\HP37P2B\20201215_061500.WAV	15-12-2020	06:16:32	15-12-2020	06:16:32	NIFP	1	0	
10	Spectrogram 1	1	204.843	202764.843	202765.1256	3320.49	9373.03	8625	7500	6052.54	4312.5	0.2826	0.2667	-1522	1512	1522	E:\2020-winter\HP37P2B\20201215_061500.WAV	15-12-2020	06:18:25	15-12-2020	06:18:25	BRWA	1	0	verify
11	Spectrogram 1	1	211.1935	202771.1935	202771.9347	7649.737	9204.904	8250	8343.75	1555.167	1312.5	0.7412	0.656	-629	570	629	E:\2020-winter\HP37P2B\20201215_061500.WAV	15-12-2020	06:18:31	15-12-2020	06:18:32	BBFL	1	0	
13	Spectrogram 1	1	23.4296	202823.4296	202824.1206	2311.734	3026.27	2531.25	2625	714.536	375	0.691	0.5013	-940	856	940	E:\2020-winter\HP37P2B\20201215_062000.WAV	15-12-2020	06:20:23	15-12-2020	06:20:24	OHTH	1	0	
14	Spectrogram 1	1	21.2249	202821.2249	202821.8781	798.599	1176.883	1031.25	937.5	378.284	281.25	0.6532	0.6027	-663	581	663	E:\2020-winter\HP37P2B\20201215_062000.WAV	15-12-2020	06:20:21	15-12-2020	06:20:22	ISBA	1	0	
17	Spectrogram 1	1	189.0766	202989.0766	202989.51	4963.369	5290.298	5156.25	5156.25	326.929	187.5	0.4334	0.3307	-782	731	782	E:\2020-winter\HP37P2B\20201215_062000.WAV	15-12-2020	06:23:09	15-12-2020	06:23:10	IBRO	1	0	
18	Spectrogram 1	1	168.7437	202968.7437	202970	5590.193	7061.296	6093.75	6281.25	1471.103	1218.75	1.2563	1.1413	-599	577	599	E:\2020-winter\HP37P2B\20201215_062000.WAV	15-12-2020	06:22:49	15-12-2020	06:22:50	VFNU	1	0	
19	Spectrogram 1	1	132.3587	202932.3587	202933.2318	924.694	1639.229	1312.5	1312.5	714.535	656.25	0.8731	0.7787	-879	1099	1099	E:\2020-winter\HP37P2B\20201215_062000.WAV	15-12-2020	06:22:12	15-12-2020	06:22:13	GRJU	1	0	
20	Spectrogram 1	1	87.7387	203127.7387	203128.2161	6809.107	7817.863	7500	7312.5	1008.756	750	0.4774	0.4107	-681	779	779	E:\2020-winter\HP37P2B\20201215_062500.WAV	15-12-2020	06:26:28	15-12-2020	06:26:28	VHPA	1	0	
21	Spectrogram 1	1	110.0314	203150.0314	203160	2059.545	3278.459	2625	2531.25	1218.914	1031.25	9.9686	8.8533	-1775	1454	1775	E:\2020-winter\HP37P2B\20201215_062500.WAV	15-12-2020	06:26:50	15-12-2020	06:27:00	PTBA	0	1	
22	Spectrogram 1	1	79.2839	203359.2839	203360	3614.711	5800.35	3937.5	5156.25	2185.639	1875	0.7161	0.5707	-685	685	685	E:\2020-winter\HP37P2B\20201215_063000.WAV	15-12-2020	06:31:19	15-12-2020	06:31:20	LBLW	1	0	
23	Spectrogram 1	1	146.3128	203426.3128	203426.5075	4035.026	7943.958	6468.75	6000	3908.932	2718.75	0.1947	0.1547	-926	1128	1128	E:\2020-winter\HP37P2B\20201215_063000.WAV	15-12-2020	06:32:26	15-12-2020	06:32:27	GRNW	1	0	
24	Spectrogram 1	1	53.5427	203573.5427	203575.5653	4413.31	8070.053	6187.5	6187.5	3656.743	3000	2.0226	1.792	-1517	1298	1517	E:\2020-winter\HP37P2B\20201215_063500.WAV	15-12-2020	06:35:54	15-12-2020	06:35:56	CBSU	0	1	
25	Spectrogram 1	1	56.5515	203576.5515	203576.9912	4707.531	6725.044	5062.5	5625	2017.513	1500	0.4397	0.3947	-2030	1555	2030	E:\2020-winter\HP37P2B\20201215_063500.WAV	15-12-2020	06:35:57	15-12-2020	06:35:57	ORMI	0	1	
26	Spectrogram 1	1	89.5603	203609.5603	203610	2479.86	3278.459	3093.75	2812.5	798.599	656.25	0.4397	0.368	-807	807	807	E:\2020-winter\HP37P2B\20201215_063500.WAV	15-12-2020	06:36:30	15-12-2020	06:36:30	STBU	0	1	
27	Spectrogram 1	1	16.3191	203776.3191	203776.4824	3404.553	7901.926	7031.25	6000	4497.373	4031.25	0.1633	0.144	-657	786	786	E:\2020-winter\HP37P2B\20201215_064000.WAV	15-12-2020	06:40:16	15-12-2020	06:40:16	BNMO	1	0	
28	Spectrogram 1	1	20.7224	203780.7224	203780.892	2353.765	4749.562	3187.5	3468.75	2395.797	1875	0.1696	0.1493	-664	710	710	E:\2020-winter\HP37P2B\20201215_064000.WAV	15-12-2020	06:40:21	15-12-2020	06:40:21	AFBL	1	0	
29	Spectrogram 1	1	131.9284	204131.9284	204132.5628	3068.301	3740.806	3468.75	3468.75	672.505	562.5	0.6344	0.5547	-1655	1318	1655	E:\2020-winter\HP37P2B\20201215_064500.WAV	15-12-2020	06:47:12	15-12-2020	06:47:13	GRFL	1	0	
30	Spectrogram 1	1	190	204190	204193.5239	2143.608	6725.044	5250	4218.75	4581.436	4125	3.5239	3.0987	-1120	1086	1120	E:\2020-winter\HP37P2B\20201215_064500.WAV	15-12-2020	06:48:10	15-12-2020	06:48:14	MAPA	1	0	
31	Spectrogram 1	1	1.1244	204481.1244	204482.7513	105.079	462.347	281.25	281.25	357.268	187.5	1.6269	1.488	-1700	2549	2549	E:\2020-winter\HP37P2B\20201215_065500.WAV	15-12-2020	06:55:01	15-12-2020	06:55:03	MIPI	1	0	
32	Spectrogram 1	1	36.1872	205236.1872	205236.8216	4455.342	6809.107	6281.25	5531.25	2353.765	1875	0.6344	0.5813	-871	790	871	E:\2020-winter\HP37P2B\20201215_071000.WAV	15-12-2020	07:10:36	15-12-2020	07:10:37	IYTI	1	0	
34	Spectrogram 1	1	22.3241	205702.3241	205702.6382	3152.364	3992.995	3750	3562.5	840.631	468.75	0.3141	0.2347	-1367	1095	1367	E:\2020-winter\HP37P2B\20201215_072000.WAV	15-12-2020	07:20:22	15-12-2020	07:20:23	SHMY	1	0	
35	Spectrogram 1	1	49.2713	205729.2713	205729.397	3740.806	6010.508	5906.25	5343.75	2269.702	1875	0.1257	0.1013	-670	789	789	E:\2020-winter\HP37P2B\20201215_072000.WAV	15-12-2020	07:20:49	15-12-2020	07:20:49	IPFL	1	0	
36	Spectrogram 1	1	151.7902	206551.7902	206552.01	5085.814	7565.674	5343.75	6000	2479.86	1500	0.2198	0.176	-591	499	591	E:\2020-winter\HP37P2B\20201215_073500.WAV	15-12-2020	07:37:32	15-12-2020	07:37:32	GRWA	1	0	verify
37	Spectrogram 1	1	208.059	208768.059	208768.3731	3446.585	8070.053	5625	5906.25	4623.468	3000	0.3141	0.24	-958	931	958	E:\2020-winter\HP37P2B\20201215_082000.WAV	15-12-2020	08:23:28	15-12-2020	08:23:28	GRWA	1	0	
38	Spectrogram 1	1	1.5892	209761.5892	209762.3555	252.189	588.441	468.75	375	336.252	281.25	0.7663	0.6827	-532	577	577	E:\2020-winter\HP37P2B\20201215_084500.WAV	15-12-2020	08:45:02	15-12-2020	08:45:02	AEDO	1	0	
39	Spectrogram 1	1	162.8737	202722.8737	202724.4064	1681.261	3824.869	3000	2625	2143.608	1781.25	1.5327	1.36	-603	670	670	E:\2020-winter\HP37P2B\20201215_061500.WAV	15-12-2020	06:17:43	15-12-2020	06:17:44	YBBU	0	1	
