Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
18	Spectrogram 1	1	152.4121	203912.4121	203917.3932	4455.342	7691.769	4593.75	5156.25	3236.427	2625	4.9811	4.5973	-1574	1582	1582	E:\2020-winter\HP4008R\20201215_061500.WAV	15-12-2020	06:17:32	15-12-2020	06:17:37	CBSU	0	1	
19	Spectrogram 1	1	157.3367	203917.3367	203917.7575	5169.877	9541.156	8625	7875	4371.279	3375	0.4208	0.336	-1087	999	1087	E:\2020-winter\HP4008R\20201215_061500.WAV	15-12-2020	06:17:37	15-12-2020	06:17:38	ABFL	1	0	
20	Spectrogram 1	1	166.2877	203926.2877	203926.7022	840.63	1513.135	1218.75	1125	672.505	562.5	0.4145	0.3733	-796	797	797	E:\2020-winter\HP4008R\20201215_061500.WAV	15-12-2020	06:17:46	15-12-2020	06:17:47	GRJU	1	0	
21	Spectrogram 1	1	237.9271	203997.9271	203999.711	3782.837	7901.926	7125	6750	4119.089	2812.5	1.7839	1.5787	-3808	3898	3898	E:\2020-winter\HP4008R\20201215_061500.WAV	15-12-2020	06:18:58	15-12-2020	06:19:00	IBRO	0	1	
23	Spectrogram 1	1	28.7311	204028.7311	204029.152	714.536	1092.82	843.75	937.5	378.284	281.25	0.4209	0.384	-1964	2474	2474	E:\2020-winter\HP4008R\20201215_062000.WAV	15-12-2020	06:20:29	15-12-2020	06:20:29	ISBA	1	0	
24	Spectrogram 1	1	98.2789	204338.2789	204338.5678	798.599	1975.482	1687.5	1687.5	1176.883	562.5	0.2889	0.208	-790	1070	1070	E:\2020-winter\HP4008R\20201215_062500.WAV	15-12-2020	06:26:38	15-12-2020	06:26:39	RESP	1	0	
25	Spectrogram 1	1	155.8794	204395.8794	204396.407	2059.545	3194.396	3000	2906.25	1134.851	1031.25	0.5276	0.4693	-2553	2186	2553	E:\2020-winter\HP4008R\20201215_062500.WAV	15-12-2020	06:27:36	15-12-2020	06:27:36	PTBA	1	0	
26	Spectrogram 1	1	156.8404	204636.8404	204637.1608	4665.499	5590.193	4875	5062.5	924.694	750	0.3204	0.256	-2788	2399	2788	E:\2020-winter\HP4008R\20201215_063000.WAV	15-12-2020	06:32:37	15-12-2020	06:32:37	WBBF	1	0	
27	Spectrogram 1	1	2.5628	204722.5628	204723.8254	105.079	357.268	187.5	281.25	252.189	93.75	1.2626	1.1947	-1354	1506	1506	E:\2020-winter\HP4008R\20201215_063500.WAV	15-12-2020	06:35:03	15-12-2020	06:35:04	MIPI	1	0	
28	Spectrogram 1	1	63.9133	204783.9133	204784.0389	2185.639	6472.855	4875	4687.5	4287.216	2062.5	0.1256	0.0853	-1935	2038	2038	E:\2020-winter\HP4008R\20201215_063500.WAV	15-12-2020	06:36:04	15-12-2020	06:36:04	IPFL	1	0	
29	Spectrogram 1	1	226.2123	204706.2123	204706.3379	2437.828	3236.427	2812.5	2812.5	798.599	468.75	0.1256	0.0853	-3003	2901	3003	E:\2020-winter\HP4008R\20201215_063000.WAV	15-12-2020	06:33:46	15-12-2020	06:33:46	STBU	1	0	
30	Spectrogram 1	1	143.907	205103.907	205105.8668	3152.364	6136.602	5625	5625	2984.238	1781.25	1.9598	1.0507	-3421	3376	3421	E:\2020-winter\HP4008R\20201215_064000.WAV	15-12-2020	06:42:24	15-12-2020	06:42:26	ORMI	0	1	
31	Spectrogram 1	1	148.4171	205108.4171	205108.4736	416.091	861.902	656.25	656.25	445.811	375	0.0565	0.0427	-566	581	581	E:\2020-winter\HP4008R\20201215_064000.WAV	15-12-2020	06:42:28	15-12-2020	06:42:28	MABA	1	0	
32	Spectrogram 1	1	173.6495	205133.6495	205133.8945	3572.68	3992.995	3750	3750	420.315	93.75	0.245	0.1067	-2595	2557	2595	E:\2020-winter\HP4008R\20201215_064000.WAV	15-12-2020	06:42:54	15-12-2020	06:42:54	LBLW	1	0	
33	Spectrogram 1	1	210.4648	205170.4648	205170.6219	1681.261	6094.571	5812.5	5156.25	4413.31	3656.25	0.1571	0.1173	-1166	1571	1571	E:\2020-winter\HP4008R\20201215_064000.WAV	15-12-2020	06:43:30	15-12-2020	06:43:31	ASDR	1	0	
34	Spectrogram 1	1	49.3781	205489.3781	205489.4786	1723.292	4749.562	3281.25	3468.75	3026.27	1500	0.1005	0.0693	-1510	1533	1533	E:\2020-winter\HP4008R\20201215_065000.WAV	15-12-2020	06:50:49	15-12-2020	06:50:49	AFBL	1	0	
35	Spectrogram 1	1	75.1696	206235.1696	206235.3894	8112.084	9204.904	8718.75	8718.75	1092.82	187.5	0.2198	0.064	-8645	10799	10799	E:\2020-winter\HP4008R\20201215_070500.WAV	15-12-2020	07:06:15	15-12-2020	07:06:15	SPPI	1	0	
36	Spectrogram 1	1	165.1633	206325.1633	206325.3517	3782.837	8952.715	7406.25	6093.75	5169.878	3000	0.1884	0.1387	-1151	1103	1151	E:\2020-winter\HP4008R\20201215_070500.WAV	15-12-2020	07:07:45	15-12-2020	07:07:45	GRNW	1	0	
37	Spectrogram 1	1	146.7588	207026.7588	207029.1394	1387.04	2269.702	1500	1781.25	882.662	750	2.3806	2.0907	-3851	4212	4212	E:\2020-winter\HP4008R\20201215_072000.WAV	15-12-2020	07:22:27	15-12-2020	07:22:29	GFGP	1	0	
38	Spectrogram 1	1	125.1507	207245.1507	207246.6771	504.378	1008.757	750	750	504.379	375	1.5264	1.328	-1122	1203	1203	E:\2020-winter\HP4008R\20201215_072500.WAV	15-12-2020	07:27:05	15-12-2020	07:27:07	SPDO	1	0	
39	Spectrogram 1	1	134.1206	207494.1206	207495.1382	1429.072	2353.765	2156.25	1968.75	924.693	843.75	1.0176	0.896	-1340	1298	1340	E:\2020-winter\HP4008R\20201215_073000.WAV	15-12-2020	07:32:14	15-12-2020	07:32:15	CSEA	1	0	
40	Spectrogram 1	1	172.2487	207532.2487	207532.8957	3026.27	5085.814	4218.75	4312.5	2059.544	1218.75	0.647	0.576	-1822	1956	1956	E:\2020-winter\HP4008R\20201215_073000.WAV	15-12-2020	07:32:52	15-12-2020	07:32:53	GHCF	1	0	
42	Spectrogram 1	1	127.299	207727.299	207727.4497	4959.72	8238.179	7218.75	7312.5	3278.459	1687.5	0.1507	0.0907	-3424	3335	3424	E:\2020-winter\HP4008R\20201215_073500.WAV	15-12-2020	07:37:07	15-12-2020	07:37:07	BNMO	1	0	
43	Spectrogram 1	1	26.8404	208586.8404	208587.3178	6514.886	8364.273	7593.75	7500	1849.387	843.75	0.4774	0.3573	-2425	2538	2538	E:\2020-winter\HP4008R\20201215_075500.WAV	15-12-2020	07:55:27	15-12-2020	07:55:27	VHPA	1	0	
44	Spectrogram 1	1	43.2286	209563.2286	209563.9636	7943.958	9751.313	9375	8906.25	1807.355	1312.5	0.735	0.496	-2005	1834	2005	E:\2020-winter\HP4008R\20201215_081500.WAV	15-12-2020	08:15:43	15-12-2020	08:15:44	BBFL	1	0	
45	Spectrogram 1	1	212.4874	209732.4874	209736.4698	2143.608	3824.869	2812.5	3000	1681.261	1031.25	3.9824	3.296	-2593	2220	2593	E:\2020-winter\HP4008R\20201215_081500.WAV	15-12-2020	08:18:32	15-12-2020	08:18:36	CHBE	1	0	
46	Spectrogram 1	1	72.2864	209832.2864	209832.9774	2395.797	3950.963	2906.25	2906.25	1555.166	1031.25	0.691	0.544	-2021	2192	2192	E:\2020-winter\HP4008R\20201215_082000.WAV	15-12-2020	08:21:12	15-12-2020	08:21:13	SHMY	1	0	
47	Spectrogram 1	1	146.7337	209906.7337	209907.098	1859.459	2563.923	2343.75	2250	704.464	562.5	0.3643	0.304	-1330	1392	1392	E:\2020-winter\HP4008R\20201215_082000.WAV	15-12-2020	08:22:27	15-12-2020	08:22:27	UK	1	0	YBBU?
48	Spectrogram 1	1	10.6156	210250.6156	210251.1055	2732.049	5716.287	3281.25	3468.75	2984.238	1875	0.4899	0.3733	-948	1096	1096	E:\2020-winter\HP4008R\20201215_083000.WAV	15-12-2020	08:30:11	15-12-2020	08:30:11	ASDR	1	0	
49	Spectrogram 1	1	212.5817	211652.5817	211657.0038	4119.089	7565.674	4875	6656.25	3446.585	2625	4.4221	3.8827	-1369	1398	1398	E:\2020-winter\HP4008R\20201215_085500.WAV	15-12-2020	08:58:33	15-12-2020	08:58:37	UK	1	0	
50	Spectrogram 1	1	150.3204	204630.3204	204630.6281	3243.243	3891.892	3562.5	3656.25	648.649	468.75	0.3078	0.2667	-2000	2206	2206	E:\2020-winter\HP4008R\20201215_063000.WAV	15-12-2020	06:32:30	15-12-2020	06:32:31	GRFL	1	0	
