Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	122444.0264	122444.2337	1024.9	1452	44.0264	1218.75	1218.75	427.1	375	0.2073	0.1973	-544	431	544	E:\2020-winter\THEN10U\20210107_053500.WAV	07-01-2021	05:35:44	07-01-2021	05:35:44	WCBA	1	0	rain
2	Spectrogram 1	1	122848.6872	122848.7751	6533.8	8669	208.6872	7968.75	7875	2135.2	1593.75	0.0879	0.064	-612	570	612	E:\2020-winter\THEN10U\20210107_054000.WAV	07-01-2021	05:43:29	07-01-2021	05:43:29	NIFP	1	0	
3	Spectrogram 1	1	123601.3631	123601.9347	1323.8	2434.2	1.3631	2250	2062.5	1110.4	750	0.5716	0.4693	-932	1061	1061	E:\2020-winter\THEN10U\20210107_060000.WAV	07-01-2021	06:00:01	07-01-2021	06:00:02	CHCU	1	0	
4	Spectrogram 1	1	124022.9899	124024.6734	966.7	1429.1	182.9899	1312.5	1218.75	462.4	375	1.6834	1.536	-6346	4567	6346	E:\2020-winter\THEN10U\20210107_060500.WAV	07-01-2021	06:08:03	07-01-2021	06:08:05	UK	1	0	GRJU?
5	Spectrogram 1	1	124221.0301	124221.5578	1387	2185.6	141.0301	1593.75	1687.5	798.6	750	0.5276	0.4853	-913	542	913	E:\2020-winter\THEN10U\20210107_061000.WAV	07-01-2021	06:12:21	07-01-2021	06:12:22	MWTH	0	1	
6	Spectrogram 1	1	124307.8517	124308.3982	714.5	1134.9	227.8518	1031.25	937.5	420.4	187.5	0.5465	0.3893	-656	869	869	E:\2020-winter\THEN10U\20210107_061000.WAV	07-01-2021	06:13:48	07-01-2021	06:13:48	SBEO	1	0	
7	Spectrogram 1	1	124389.6545	124390	1387	4665.5	69.6545	2437.5	2437.5	3278.5	2531.25	0.3455	0.304	-587	532	587	E:\2020-winter\THEN10U\20210107_061500.WAV	07-01-2021	06:16:10	07-01-2021	06:16:09	GRTD	1	0	
8	Spectrogram 1	1	124401.897	124402.7889	2732	4959.7	81.897	2906.25	3937.5	2227.7	1875	0.892	0.784	-820	684	820	E:\2020-winter\THEN10U\20210107_061500.WAV	07-01-2021	06:16:22	07-01-2021	06:16:23	IWEY	0	1	
9	Spectrogram 1	1	124518.9321	124520	1008.8	1429.1	198.9321	1218.75	1218.75	420.3	375	1.0678	0.8853	-665	597	665	E:\2020-winter\THEN10U\20210107_061500.WAV	07-01-2021	06:18:19	07-01-2021	06:18:19	WCBA	1	0	
10	Spectrogram 1	1	124570	124570.7726	2143.6	3404.6	10	2718.75	2718.75	1261	937.5	0.7726	0.6347	-553	678	678	E:\2020-winter\THEN10U\20210107_062000.WAV	07-01-2021	06:20:10	07-01-2021	06:20:11	SHMY	1	0	
