Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
11	Spectrogram 1	1	47.7638	410927.7638	410927.9397	4153.846	6965.035	5812.5	5718.75	2811.189	2156.25	0.1759	0.144	-935	1079	1079	E:\2020-winter\HP37P1B\20201218_063500.WAV	18-12-2020	06:35:48	18-12-2020	06:35:48	GRNW	1	0	
12	Spectrogram 1	1	135.2764	411015.2764	411015.4208	125.874	377.622	281.25	281.25	251.748	187.5	0.1444	0.1173	-862	1040	1040	E:\2020-winter\HP37P1B\20201218_063500.WAV	18-12-2020	06:37:15	18-12-2020	06:37:15	MIPI	1	0	
13	Spectrogram 1	1	220	411100	411100.6721	755.245	1174.825	937.5	937.5	419.58	281.25	0.6721	0.576	-2312	2191	2312	E:\2020-winter\HP37P1B\20201218_063500.WAV	18-12-2020	06:38:40	18-12-2020	06:38:41	ISBA	1	0	
14	Spectrogram 1	1	235.3706	411115.3706	411115.6909	1804.196	3356.643	3093.75	2718.75	1552.447	1031.25	0.3203	0.2667	-2157	3163	3163	E:\2020-winter\HP37P1B\20201218_063500.WAV	18-12-2020	06:38:55	18-12-2020	06:38:56	YBBU	1	0	
15	Spectrogram 1	1	4.3907	411124.3907	411125.7349	3440.559	6474.82	3750	4406.25	3034.261	2625	1.3442	1.232	-1678	1551	1678	E:\2020-winter\HP37P1B\20201218_064000.WAV	18-12-2020	06:40:04	18-12-2020	06:40:06	BNMO	1	0	
17	Spectrogram 1	1	0.2073	411120.2073	411122.7198	5034.965	7216.783	5062.5	6281.25	2181.818	1781.25	2.5125	2.2133	-3519	6018	6018	E:\2020-winter\HP37P1B\20201218_064000.WAV	18-12-2020	06:40:00	18-12-2020	06:40:03	VFNU	1	0	
18	Spectrogram 1	1	81.093	411201.093	411201.7085	3734.266	5160.839	4125	4218.75	1426.573	1031.25	0.6155	0.5067	-3540	4066	4066	E:\2020-winter\HP37P1B\20201218_064000.WAV	18-12-2020	06:41:21	18-12-2020	06:41:22	GHCF	1	0	
19	Spectrogram 1	1	96.0364	411216.0364	411216.9786	2643.357	6000	5625	4968.75	3356.643	2812.5	0.9422	0.784	-936	1234	1234	E:\2020-winter\HP37P1B\20201218_064000.WAV	18-12-2020	06:41:36	18-12-2020	06:41:37	WBBF	1	0	
20	Spectrogram 1	1	7.2173	411127.2173	411128.6746	881.119	1636.364	1125	1218.75	755.245	375	1.4573	1.1467	-1670	1802	1802	E:\2020-winter\HP37P1B\20201218_064000.WAV	18-12-2020	06:40:07	18-12-2020	06:40:09	GRJU	1	0	
21	Spectrogram 1	1	87.5754	411447.5754	411450	1972.028	3860.14	3000	3000	1888.112	937.5	2.4246	2.176	-1897	2118	2118	E:\2020-winter\HP37P1B\20201218_064500.WAV	18-12-2020	06:46:28	18-12-2020	06:46:30	PTBA	0	1	
22	Spectrogram 1	1	93.8317	412653.8317	412654.1206	3608.392	3986.014	3843.75	3843.75	377.622	187.5	0.2889	0.2347	-451	380	451	E:\2020-winter\HP37P1B\20201218_071000.WAV	18-12-2020	07:11:34	18-12-2020	07:11:34	LBLW	1	0	
23	Spectrogram 1	1	224.7362	413264.7362	413264.9497	1720.28	4657.343	3468.75	3375	2937.063	2250	0.2135	0.1707	-985	827	985	E:\2020-winter\HP37P1B\20201218_072000.WAV	18-12-2020	07:23:45	18-12-2020	07:23:45	AFBL	1	0	
24	Spectrogram 1	1	8.8945	413288.8945	413289.2399	5160.839	5580.42	5343.75	5343.75	419.581	187.5	0.3454	0.2027	-657	570	657	E:\2020-winter\HP37P1B\20201218_072500.WAV	18-12-2020	07:25:09	18-12-2020	07:25:09	IBRO	1	0	
25	Spectrogram 1	1	147.701	413427.701	413428.2161	6167.832	7636.364	6468.75	6750	1468.532	1312.5	0.5151	0.368	-509	580	580	E:\2020-winter\HP37P1B\20201218_072500.WAV	18-12-2020	07:27:28	18-12-2020	07:27:28	VHPA	1	0	
26	Spectrogram 1	1	226.608	413746.608	413748.1658	3230.769	8601.399	5156.25	5250	5370.63	3750	1.5578	1.1893	-3229	3105	3229	E:\2020-winter\HP37P1B\20201218_073000.WAV	18-12-2020	07:33:47	18-12-2020	07:33:48	IBRO	0	1	
29	Spectrogram 1	1	119.4347	415559.4347	415560	5160.839	6587.413	6468.75	6375	1426.574	1031.25	0.5653	0.4373	-3579	3586	3586	E:\2020-winter\HP37P1B\20201218_081000.WAV	18-12-2020	08:11:59	18-12-2020	08:12:00	IYTI	1	0	
30	Spectrogram 1	1	40.2764	415720.2764	415721.2877	4531.469	6965.035	6468.75	6000	2433.566	1875	1.0113	0.8587	-521	572	572	E:\2020-winter\HP37P1B\20201218_081500.WAV	18-12-2020	08:15:40	18-12-2020	08:15:41	ORMI	0	1	
31	Spectrogram 1	1	86.6206	417206.6206	417206.9598	3020.979	3524.476	3375	3375	503.497	281.25	0.3392	0.2507	-378	403	403	E:\2020-winter\HP37P1B\20201218_084500.WAV	18-12-2020	08:46:27	18-12-2020	08:46:27	UK	1	0	mammal?
32	Spectrogram 1	1	36.1997	417876.1997	417876.7085	1804.196	8643.357	6562.5	5437.5	6839.161	5062.5	0.5088	0.4747	-2147	2201	2201	E:\2020-winter\HP37P1B\20201218_090000.WAV	18-12-2020	09:00:36	18-12-2020	09:00:37	BRWA	1		
