Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	262586.4321	262586.7651	1384.6	1720.3	26.4321	1593.75	1593.75	335.7	281.25	0.333	0.2987	-424	462	462	E:\2020-winter\INOA03R\20201214_053000.WAV	14-12-2020	05:30:26	14-12-2020	05:30:27	MWTH	0	1	
2	Spectrogram 1	1	263957.6193	263958.1532	5370.6	5622.4	197.6193	5531.25	5531.25	251.8	93.75	0.5339	0.4693	-417	478	478	E:\2020-winter\INOA03R\20201214_055500.WAV	14-12-2020	05:58:18	14-12-2020	05:58:18	MWTH	1	0	
3	Spectrogram 1	1	264052.2236	264052.3555	251.7	1552.4	52.2236	750	750	1300.7	750	0.1319	0.1067	-434	622	622	E:\2020-winter\INOA03R\20201214_060000.WAV	14-12-2020	06:00:52	14-12-2020	06:00:52	ISOW	1	0	
4	Spectrogram 1	1	264115.9045	264119.6168	3188.8	4069.9	115.9045	4031.25	3656.25	881.1	750	3.7123	3.3867	-524	585	585	E:\2020-winter\INOA03R\20201214_060000.WAV	14-12-2020	06:01:56	14-12-2020	06:02:00	IWEY	0	1	
5	Spectrogram 1	1	264173.8442	264174.799	1300.7	3272.7	173.8442	3000	2718.75	1972	937.5	0.9548	0.784	-1325	1358	1358	E:\2020-winter\INOA03R\20201214_060000.WAV	14-12-2020	06:02:54	14-12-2020	06:02:55	INPI	1	0	
6	Spectrogram 1	1	264242.6382	264242.7638	5370.6	7846.2	2.6382	6843.75	6750	2475.6	1968.75	0.1256	0.1067	-440	554	554	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:05:03	14-12-2020	06:05:03	CBSU	1	0	
7	Spectrogram 1	1	264247.3681	264248.7877	1636.4	3608.4	7.3681	3375	3093.75	1972	1500	1.4196	1.0987	-616	708	708	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:05:07	14-12-2020	06:05:09	OHTH	1	0	
8	Spectrogram 1	1	264251.1055	264252.2739	1678.3	2601.4	11.1055	2156.25	2156.25	923.1	562.5	1.1684	1.0773	-1039	1092	1092	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:05:11	14-12-2020	06:05:12	CSEA	1	0	
10	Spectrogram 1	1	264280.8229	264283.8128	671.3	5118.9	40.8229	3656.25	3281.25	4447.6	2625	2.9899	2.6987	-790	956	956	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:05:41	14-12-2020	06:05:44	ASDR	0	1	
12	Spectrogram 1	1	264290.1947	264290.4271	545.5	1216.8	50.1947	1031.25	1031.25	671.3	375	0.2324	0.176	-446	448	448	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:05:50	14-12-2020	06:05:50	SBEO	1	0	
13	Spectrogram 1	1	264361.005	264361.5075	4699.3	10028	121.005	8531.25	7968.75	5328.7	3937.5	0.5025	0.4213	-419	459	459	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:07:01	14-12-2020	06:07:02	TBWA	1	0	
14	Spectrogram 1	1	264362.7136	264363.3291	4363.6	6167.8	122.7136	5812.5	5625	1804.2	1500	0.6155	0.5387	-681	641	681	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:07:03	14-12-2020	06:07:03	IBRO	0	1	
15	Spectrogram 1	1	264371.5075	264371.9472	1961.5	2737.8	131.5075	2718.75	2437.5	776.3	562.5	0.4397	0.3573	-647	757	757	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:07:12	14-12-2020	06:07:12	LEYE	1	0	
18	Spectrogram 1	1	264418.9573	264419.0578	7384.6	9608.4	178.9573	9093.75	9000	2223.8	1781.25	0.1005	0.0747	-394	383	394	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:07:59	14-12-2020	06:07:59	NIFP	1	0	
21	Spectrogram 1	1	264435.3517	264435.5528	9146.9	9608.4	195.3517	9468.75	9468.75	461.5	281.25	0.2011	0.1333	-433	492	492	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:08:15	14-12-2020	06:08:16	SPPI	1	0	
22	Spectrogram 1	1	264471.2312	264471.8404	1007	1342.7	231.2312	1218.75	1125	335.7	281.25	0.6092	0.56	-566	568	568	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:08:51	14-12-2020	06:08:52	WCBA	1	0	
23	Spectrogram 1	1	264472.7764	264473.8442	1049	1510.5	232.7764	1406.25	1312.5	461.5	375	1.0678	0.9547	-1014	992	1014	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:08:53	14-12-2020	06:08:54	GRJU	1	0	
24	Spectrogram 1	1	264476.9535	264477.4686	1762.2	2391.6	236.9535	2250	2156.25	629.4	468.75	0.5151	0.4213	-660	617	660	E:\2020-winter\INOA03R\20201214_060500.WAV	14-12-2020	06:08:57	14-12-2020	06:08:57	WTKI	1	0	
25	Spectrogram 1	1	264491.6206	264492.2236	2265.7	5874.1	11.6206	2718.75	3468.75	3608.4	2156.25	0.603	0.4747	-682	766	766	E:\2020-winter\INOA03R\20201214_061000.WAV	14-12-2020	06:10:12	14-12-2020	06:10:12	SHMY	1	0	
26	Spectrogram 1	1	264527.7073	264528.7563	713.3	1174.8	47.7073	937.5	937.5	461.5	281.25	1.049	0.992	-1041	1049	1049	E:\2020-winter\INOA03R\20201214_061000.WAV	14-12-2020	06:10:48	14-12-2020	06:10:49	ISBA	1	0	
