Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
1	Spectrogram 1	1	195.3706	61155.37059	61155.91079	2647.687	3373.665	3187.5	3093.75	725.978	468.75	0.5402	0.4587	-459	425	459	E:\2020-winter\HP36P1B\20201213_054500.WAV	13-12-2020	5:48:15 AM	13-12-2020	5:48:16 AM	GRFL	1	0	
2	Spectrogram 1	1	108.7814	61548.78139	61549.06405	2348.754	3245.552	2718.75	2718.75	896.798	750	0.2827	0.2507	-503	474	503	E:\2020-winter\HP36P1B\20201213_055500.WAV	13-12-2020	5:56:49 AM	13-12-2020	5:56:49 AM	YBBU	1	0	
3	Spectrogram 1	1	152.4623	61592.46231	61593.76255	1537.367	1879.004	1687.5	1687.5	341.637	281.25	1.3002	1.12	-534	423	534	E:\2020-winter\HP36P1B\20201213_055500.WAV	13-12-2020	5:57:32 AM	13-12-2020	5:57:34 AM	MWTH	0	1	
4	Spectrogram 1	1	0	61920	61920.94849	1451.957	2690.391	2062.5	2062.5	1238.434	843.75	0.9485	0.6773	-682	767	767	E:\2020-winter\HP36P1B\20201213_060500.WAV	13-12-2020	6:05:00 AM	13-12-2020	6:05:01 AM	GRTD	0	1	
5	Spectrogram 1	1	1.3631	61921.36306	61922.21733	2177.936	2604.982	2437.5	2437.5	427.046	281.25	0.8543	0.64	-507	508	508	E:\2020-winter\HP36P1B\20201213_060500.WAV	13-12-2020	6:05:01 AM	13-12-2020	6:05:02 AM	BLEA	1	0	
6	Spectrogram 1	1	194.0264	62114.02637	62114.57285	2604.982	5124.555	2812.5	3562.5	2519.573	2156.25	0.5465	0.4693	-570	554	570	E:\2020-winter\HP36P1B\20201213_060500.WAV	13-12-2020	6:08:14 AM	13-12-2020	6:08:15 AM	SHMY	1	0	
7	Spectrogram 1	1	0	62160	62160.12563	982.206	1366.548	1125	1125	384.342	281.25	0.1256	0.1067	-357	351	357	E:\2020-winter\HP36P1B\20201213_061000.WAV	13-12-2020	6:10:00 AM	13-12-2020	6:10:00 AM	WCBA	1	0	
8	Spectrogram 1	1	25.961	62185.96104	62186.77762	5167.26	5679.715	5343.75	5437.5	512.455	187.5	0.8166	0.464	-944	779	944	E:\2020-winter\HP36P1B\20201213_061000.WAV	13-12-2020	6:10:26 AM	13-12-2020	6:10:27 AM	MWTH	1	0	
9	Spectrogram 1	1	55.3643	62215.36431	62215.51506	8711.744	9010.676	8906.25	8906.25	298.932	281.25	0.1508	0.1227	-442	477	477	E:\2020-winter\HP36P1B\20201213_061000.WAV	13-12-2020	6:10:55 AM	13-12-2020	6:10:56 AM	SPPI	1	0	
10	Spectrogram 1	1	6.2374	62406.23742	62407.22988	1964.413	3117.438	2531.25	2437.5	1153.025	1031.25	0.9925	0.8747	-600	481	600	E:\2020-winter\HP36P1B\20201213_061500.WAV	13-12-2020	6:15:06 AM	13-12-2020	6:15:07 AM	BCFU	1	0	
