Selection	View	Channel	File Offset (s)	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Peak Freq (Hz)	Center Freq (Hz)	Delta Freq (Hz)	BW 90% (Hz)	Delta Time (s)	Dur 90% (s)	Min Amp (U)	Max Amp (U)	Peak Amp (U)	Begin Path	Begin Date	Begin Clock Time	End Date	End Clock Time	species	call	song	notes
12	Spectrogram 1	1	47.3744	62447.37436	62447.50627	4056.94	6021.352	5437.5	5531.25	1964.412	1593.75	0.1319	0.1013	-602	466	602	E:\2020-winter\HP36P1B\20201213_061500.WAV	13-12-2020	6:15:47 AM	13-12-2020	6:15:48 AM	BWFS	1	0	
13	Spectrogram 1	1	90.6784	62490.67839	62491.89698	939.502	1537.367	1218.75	1218.75	597.865	468.75	1.2186	1.1147	-657	455	657	E:\2020-winter\HP36P1B\20201213_061500.WAV	13-12-2020	6:16:31 AM	13-12-2020	6:16:32 AM	GRJU	1	0	
14	Spectrogram 1	1	107.1671	62507.16707	62509.50375	1580.071	3501.779	2156.25	2531.25	1921.708	1593.75	2.3367	2.1173	-547	570	570	E:\2020-winter\HP36P1B\20201213_061500.WAV	13-12-2020	6:16:47 AM	13-12-2020	6:16:50 AM	YBBU	0	1	
15	Spectrogram 1	1	2.946	62642.94597	62643.04019	2263.345	2775.801	2531.25	2531.25	512.456	281.25	0.0942	0.0693	-439	372	439	E:\2020-winter\HP36P1B\20201213_062000.WAV	13-12-2020	6:20:03 AM	13-12-2020	6:20:03 AM	STBU	1	0	
16	Spectrogram 1	1	0.5967	62640.59673	62640.82286	4441.281	7686.833	6468.75	6000	3245.552	2437.5	0.2261	0.192	-406	411	411	E:\2020-winter\HP36P1B\20201213_062000.WAV	13-12-2020	6:20:01 AM	13-12-2020	6:20:01 AM	VFNU	1	0	
17	Spectrogram 1	1	215.9296	62855.92964	62856.20602	3245.552	4056.94	3562.5	3656.25	811.388	750	0.2764	0.2507	-2419	2503	2503	E:\2020-winter\HP36P1B\20201213_062000.WAV	13-12-2020	6:23:36 AM	13-12-2020	6:23:36 AM	IWEY	1	0	
18	Spectrogram 1	1	8.8756	62888.87561	62889.37184	724.722	996.492	843.75	843.75	271.77	187.5	0.4962	0.4587	-624	474	624	E:\2020-winter\HP36P1B\20201213_062500.WAV	13-12-2020	6:25:09 AM	13-12-2020	6:25:09 AM	ISBA	1	0	
19	Spectrogram 1	1	26.0678	63146.06783	63147.04144	2818.505	3330.961	3187.5	3093.75	512.456	375	0.9736	0.816	-737	756	756	E:\2020-winter\HP36P1B\20201213_063000.WAV	13-12-2020	6:30:26 AM	13-12-2020	6:30:27 AM	LEYE	1	0	
20	Spectrogram 1	1	101.1244	63221.12437	63221.34422	120.787	483.148	281.25	281.25	362.361	281.25	0.2199	0.1973	-439	335	439	E:\2020-winter\HP36P1B\20201213_063000.WAV	13-12-2020	6:31:41 AM	13-12-2020	6:31:41 AM	MIPI	1	0	
21	Spectrogram 1	1	101.8719	63221.87186	63223.49874	3321.64	4318.133	3843.75	3843.75	996.493	937.5	1.6269	1.4933	-650	543	650	E:\2020-winter\HP36P1B\20201213_063000.WAV	13-12-2020	6:31:42 AM	13-12-2020	6:31:43 AM	IWEY	0	1	
22	Spectrogram 1	1	190.9736	63310.97362	63311.09296	1665.48	4868.327	3468.75	3187.5	3202.847	2531.25	0.1193	0.0907	-752	560	752	E:\2020-winter\HP36P1B\20201213_063000.WAV	13-12-2020	6:33:11 AM	13-12-2020	6:33:11 AM	AFBL	1	0	
23	Spectrogram 1	1	203.7123	63323.7123	63323.87562	4270.463	7088.968	4312.5	4593.75	2818.505	2250	0.1633	0.128	-592	587	592	E:\2020-winter\HP36P1B\20201213_063000.WAV	13-12-2020	6:33:24 AM	13-12-2020	6:33:24 AM	GRNW	1	0	
24	Spectrogram 1	1	73.0088	63433.00879	63433.26632	3501.779	3843.416	3656.25	3656.25	341.637	187.5	0.2575	0.1973	-498	473	498	E:\2020-winter\HP36P1B\20201213_063500.WAV	13-12-2020	6:36:13 AM	13-12-2020	6:36:13 AM	LBLW	1	0	
25	Spectrogram 1	1	162.7952	63762.79522	63764.37185	3330.961	4911.032	4031.25	4312.5	1580.071	1125	1.5766	1.344	-542	584	584	E:\2020-winter\HP36P1B\20201213_064000.WAV	13-12-2020	6:42:43 AM	13-12-2020	6:42:44 AM	HSWO	0	1	
26	Spectrogram 1	1	24.2965	63864.29647	63864.54145	4313.167	5765.125	4593.75	4875	1451.958	1312.5	0.245	0.2133	-349	297	349	E:\2020-winter\HP36P1B\20201213_064500.WAV	13-12-2020	6:45:24 AM	13-12-2020	6:45:25 AM	WBBF	0	1	
27	Spectrogram 1	1	86.7839	63926.78391	63929.34671	1708.185	3587.189	2812.5	2625	1879.004	1218.75	2.5628	2.2933	-721	584	721	E:\2020-winter\HP36P1B\20201213_064500.WAV	13-12-2020	6:46:27 AM	13-12-2020	6:46:29 AM	STBU	0	1	
28	Spectrogram 1	1	0.9673	64320.96733	64322.65703	939.502	5380.783	2062.5	2062.5	4441.281	2250	1.6897	1.3173	-779	873	873	E:\2020-winter\HP36P1B\20201213_065500.WAV	13-12-2020	6:55:01 AM	13-12-2020	6:55:03 AM	ASDR	0	1	
30	Spectrogram 1	1	142.1168	65422.11683	65422.19849	3629.893	6661.922	5062.5	5531.25	3032.029	2718.75	0.0817	0.0747	-392	360	392	E:\2020-winter\HP36P1B\20201213_071500.WAV	13-12-2020	7:17:22 AM	13-12-2020	7:17:22 AM	CBSU	1	0	
31	Spectrogram 1	1	19.0515	66499.05149	66499.50375	6192.171	8241.993	7218.75	7312.5	2049.822	1406.25	0.4523	0.3573	-1198	1047	1198	E:\2020-winter\HP36P1B\20201213_074000.WAV	13-12-2020	7:40:19 AM	13-12-2020	7:40:20 AM	VHPA	1	0	
32	Spectrogram 1	1	150.5025	67110.50251	67113.88818	3587.189	8925.267	6375	6093.75	5338.078	3562.5	3.3857	2.672	-1888	2618	2618	E:\2020-winter\HP36P1B\20201213_075000.WAV	13-12-2020	7:52:31 AM	13-12-2020	7:52:34 AM	CBSU	0	1	
34	Spectrogram 1	1	37.4183	67477.41833	67477.65074	2348.754	3288.256	3000	3000	939.502	375	0.2324	0.16	-745	904	904	E:\2020-winter\HP36P1B\20201213_080000.WAV	13-12-2020	8:00:37 AM	13-12-2020	8:00:38 AM	SHIK	1	0	
35	Spectrogram 1	1	92.7764	68252.77638	68252.88944	6875.445	8156.584	7500	7593.75	1281.139	937.5	0.1131	0.0907	-544	585	585	E:\2020-winter\HP36P1B\20201213_081500.WAV	13-12-2020	8:16:33 AM	13-12-2020	8:16:33 AM	NIFP	1	0	
36	Spectrogram 1	1	1.5829	68401.58291	68402.37437	3202.847	5081.851	3468.75	4031.25	1879.004	1500	0.7915	0.72	-560	502	560	E:\2020-winter\HP36P1B\20201213_082000.WAV	13-12-2020	8:20:02 AM	13-12-2020	8:20:02 AM	GHCF	1	0	
37	Spectrogram 1	1	155.8605	69035.86054	69037.21104	5679.715	7772.242	6562.5	6656.25	2092.527	1687.5	1.3505	1.1413	-632	547	632	E:\2020-winter\HP36P1B\20201213_083000.WAV	13-12-2020	8:32:36 AM	13-12-2020	8:32:37 AM	NIFP	0	1	
38	Spectrogram 1	1	223.8254	69343.82537	69343.951	2306.05	5637.011	4875	4593.75	3330.961	2343.75	0.1256	0.0907	-583	671	671	E:\2020-winter\HP36P1B\20201213_083500.WAV	13-12-2020	8:38:44 AM	13-12-2020	8:38:44 AM	IPFL	1	0	
39	Spectrogram 1	1	36.3379	70596.33793	70596.42587	1153.025	1793.594	1593.75	1593.75	640.569	562.5	0.0879	0.0747	-629	597	629	E:\2020-winter\HP36P1B\20201213_090500.WAV	13-12-2020	9:05:36 AM	13-12-2020	9:05:36 AM	MATR	1	0	
40	Spectrogram 1	1	126.2563	70686.25627	70686.93466	7217.082	9010.676	7593.75	7968.75	1793.594	1593.75	0.6784	0.5973	-674	714	714	E:\2020-winter\HP36P1B\20201213_090500.WAV	13-12-2020	9:07:06 AM	13-12-2020	9:07:07 AM	ABFL	1	0	
41	Spectrogram 1	1	239.5414	71039.54144	71039.91204	1494.662	1921.708	1781.25	1781.25	427.046	375	0.3706	0.2987	-536	410	536	E:\2020-winter\HP36P1B\20201213_091000.WAV	13-12-2020	9:14:00 AM	13-12-2020	9:14:00 AM	CSEA	1	0	
