"","species_jetz","res.td","res.ad","td","ad","mass_final","hab.bin","for.bin","stratum","feed.PC1","feed.PC2","feed.PC3","feed.PC4","mig.bin","lat","range"
"Abroscopus_albogularis","Abroscopus albogularis",0.0837096122914673,0.107732320092544,6.3,5,5.1,1,0,0,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,25.91,5.71042701737487
"Acanthagenys_rufogularis","Acanthagenys rufogularis",0.0683864702366743,0.152599699849074,10.55,9,50.7,0,0,70,13.83789593145,2.1338419460748,27.9304911692812,5.68192983948779,0,26.92,6.21660610108486
"Acanthisitta_chloris","Acanthisitta chloris",0.0825077989873748,0.210139772237463,6.6375,5.85,6.425,1,0,20,-35.766752709543,3.74784855250423,-4.35040497781921,-4.04705852145714,0,42.1,3.36729582998647
"Acanthiza_chrysorrhoa","Acanthiza chrysorrhoa",0.0039279738607314,0.0661632125455227,6.65,5.5,9.1,0,0,0,-22.593101288951,-16.8986861144594,-4.01834030077991,-3.79239383974159,0,28.85,6.04973345523196
"Acanthiza_pusilla","Acanthiza pusilla",0.139644741021706,0.25415318120138,7.35,6.4,7.8,0,0,20,-13.73459034043,-1.42198952213885,5.01547537205681,-4.41587841268182,0,28.56,4.81218435537242
"Acanthorhynchus_superciliosus","Acanthorhynchus superciliosus",-0.00543972010949667,-0.0242574073030621,6.3,4.8,7.5,0,0,40,19.3071545915687,6.14063947939906,70.1459257633103,-7.42767679278959,0,32.7,2.99573227355399
"Acanthorhynchus_tenuirostris","Acanthorhynchus tenuirostris",0.00816784627362099,0.0594400438682654,7.2,5.9,12.6,0,0,30,0.203914454069647,3.318495158383,49.5023642602342,-6.45591618490129,0,32.35,4.68213122712422
"Aceros_comatus","Aceros comatus",0.248455616601701,0.29519873356607,26.8,22.4,1312.9,1,0,20,18.3669111424972,14.9009984851536,4.76300101255896,51.2802419225558,0,20.5,5.06259503302697
"Aceros_plicatus","Aceros plicatus",0.152612834761729,0.227328340858437,23.975,20.6,1227.5,1,0,60,46.7452795514013,56.1408479291339,-20.0574633403624,-4.19086551539336,0,5,5.04985600724954
"Aceros_undulatus","Aceros undulatus",0.0165374673594618,0.0798647047992191,24.4,20.8,2386.1,1,0,70,58.5327127315362,63.6255621257952,-22.3013288207257,-4.21140937166996,0,8.62,5.91350300563827
"Acridotheres_cristatellus","Acridotheres cristatellus",0.111575323034293,0.137365655864707,13,10.5,103.8,0,0,50,8.05847421464676,26.8116955783039,-9.19857006275782,-1.89808816424736,0,26.17,5.32300997913841
"Acridotheres_fuscus","Acridotheres fuscus",0.0768885839904132,0.134112195134947,11.775,9.8,78.6,1,0,20,22.3208183202032,6.96652863603278,-0.428155990331816,-4.33990571251555,0,19.39,5.31320597904179
"Acridotheres_tristis","Acridotheres tristis",0.03015295134839,0.0848366150060138,12.85,10.7,140.4,0,0,10,11.6731480627131,0.779071919453921,11.8298382545017,28.7928281674919,0,20.31,6.56103066589657
"Acrocephalus_caffer","Acrocephalus caffer",0.107988816390038,0.120521536987296,9.6,7.6,28.4,0,0,100,-21.0640735521663,-0.858419189253929,12.7581498423787,17.6267427509911,0,17.67,1.94591014905531
"Acrocephalus_newtoni","Acrocephalus newtoni",0.180189329035017,0.280666306534022,9.05,7.8,16.1,0,0,0,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,19.04,4.00733318523247
"Acrocephalus_schoenobaenus","Acrocephalus schoenobaenus",0.0283009677904911,0.0558574330579664,7.25,5.8,11.9,0,0,20,-10.8056681088161,-9.413971917798,-6.26220578114322,-3.8129376960182,1,54.19,7.18159194461187
"Acrocephalus_scirpaceus","Acrocephalus scirpaceus",0.0820051467623522,0.13854914890308,7.65,6.3,11.9,0,0,0,-10.8056681088161,-9.413971917798,-6.26220578114322,-3.8129376960182,1,45.37,6.8351845861473
"Acrocephalus_stentoreus","Acrocephalus stentoreus",0.126818145812949,0.143819161185746,8.7,6.9,17.1,0,0,0,-26.6043974549334,-9.58408873211067,-0.790985604969605,7.16011460759685,1,3.26,7.07580886397839
"Acropternis_orthonyx","Acropternis orthonyx",0.0648687558831131,0.102463677403944,12,9.8,89.86,1,0,0,-22.593101288951,-16.8986861144594,-4.01834030077991,-3.79239383974159,0,2.06,3.61091791264422
"Acryllium_vulturinum","Acryllium vulturinum",-0.261656314830811,-0.200628805618676,18,15.3,2132.1,0,0,0,63.384476573136,-34.8338088968922,-13.2855732698166,-3.24817948869746,0,2.95,4.7361984483945
"Actenoides_concretus","Actenoides concretus",0.372765095088029,0.352768721097422,16.85,13,103,1,1,0,-13.6772013521537,-0.802117055366773,6.97927767913729,40.2517607750511,0,1.87,5.11198778835654
"Actenoides_lindsayi","Actenoides lindsayi",0.426767486973163,0.485140788641759,16.8,14,80.5,1,1,0,-30.6156936209158,-2.26949134976196,2.43636909084069,18.1126230549353,0,14.11,3.40119738166216
"Actinodura_nipalensis","Actinodura nipalensis",0.104284270943066,0.278855828295197,10.4,9.7,40.8,1,0,80,-1.25404804006658,-8.00289975728997,4.05957497039481,-4.29881799996235,0,28.36,3.3322045101752
"Adelomyia_melanogenys","Adelomyia melanogenys",-0.078401691830386,0.0202335477005939,5.15,4.4,4.3,1,0,30,38.4103947290677,8.96278380041512,90.7894872663863,-8.39943740067789,0,4.04,4.8283137373023
"Aegithalos_caudatus","Aegithalos caudatus",0.0851726452013306,0.239925038723767,6.95,6.3,7.75,1,0,50,-1.25404804006658,-8.00289975728997,4.05957497039481,-4.29881799996235,0,49.17,7.57044325205737
"Aegithalos_concinnus","Aegithalos concinnus",0.0201339588746166,0.0265807351065155,6.275,4.9,6.6,1,0,20,-11.4987772290446,4.65165251401449,-7.55017085984452,-3.95054196501427,0,26.81,5.89989735358249
"Aegithina_lafresnayei","Aegithina lafresnayei",0.121570008161483,0.157768982734831,8.9,7.2,19.3,1,0,100,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,15.79,5.30330490805908
"Aegithina_tiphia","Aegithina tiphia",0.089161067076426,0.103474550990722,7.85,6.2,12.9,1,0,100,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,13.71,6.49526555593701
"Aegithina_viridissima","Aegithina viridissima",0.0527610614327734,0.1135033097395,7.85,6.5,15.1,1,0,100,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,1.62,5.23110861685459
"Aepypodius_arfakianus","Aepypodius arfakianus",0.0247553783822312,-0.028182282540862,20.25,15.3,1028,1,0,0,61.3051492124504,7.36306439854527,-17.1494685059205,-3.66099229568567,0,5.34,3.95124371858143
"Aeronautes_andecolus","Aeronautes andecolus",0.12676042978734,0.221044231520395,9.55,8.2,25.6,0,1,100,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,21.88,4.8283137373023
"Aeronautes_saxatalis","Aeronautes saxatalis",0.338046318281406,0.355697340469194,11.45,9.1,22.5,0,1,90,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,1,32.93,5.99146454710798
"Aethopyga_gouldiae","Aethopyga gouldiae",-0.0772630327618988,-0.0647155780592432,6.1,4.8,8.9,0,0,50,0.203914454069647,3.318495158383,49.5023642602342,-6.45591618490129,0,26.04,5.89164421182577
"Aethopyga_ignicauda","Aethopyga ignicauda",-0.00253579748168398,-0.0453509815256472,6.45,4.8,8.2,0,0,30,0.203914454069647,3.318495158383,49.5023642602342,-6.45591618490129,0,27.19,4.75359019110636
"Aethopyga_nipalensis","Aethopyga nipalensis",0.0548906044489552,0.0445188955309446,6.575,5.05,6.95,0,0,70,0.203914454069647,3.318495158383,49.5023642602342,-6.45591618490129,0,25.07,5.42053499927229
"Aethopyga_saturata","Aethopyga saturata",-0.0841200845423324,-0.0113011491427544,5.75,4.8,7.1,0,0,60,9.75553452281915,4.72956731889103,59.8241450117723,-6.94179648884544,0,20.07,5.74620319054015
"Aethopyga_siparaja","Aethopyga siparaja",0.0944196430167707,0.120621788576857,7.025,5.6,7.8,0,0,30,0.203914454069647,3.318495158383,49.5023642602342,-6.45591618490129,0,12.95,6.39359075395063
"Afropavo_congensis","Afropavo congensis",-0.0243303262628625,0.0727129214776361,20.7,18.2,1398,1,0,10,-0.404453169138262,26.2019911424884,-11.0820014189091,-4.10869009028694,0,1.26,3.49650756146648
"Agapornis_canus","Agapornis canus",-0.240215847324995,-0.264771481250278,7.2,5.5,36.9,0,0,0,73.7856915128139,0.782154163394149,-18.1053689075825,-3.5439318829662,0,19,3.97029191355212
"Agapornis_fischeri","Agapornis fischeri",-0.0307257645193535,0.0552530403196412,8.85,7.55,36.4,0,0,0,75.8650188734995,-41.4147191320433,-14.2414736714786,-3.13111907597799,0,2.74,3.36729582998647
"Agelaius_phoeniceus","Agelaius phoeniceus",-0.389473436353636,-0.202102631263642,7.53333333333333,7.14444444444444,85.6,0,0,0,14.8485256121394,-36.6414168199127,-6.88604150576593,-3.44121260158319,0,42.27,7.2591161280971
"Agelastes_niger","Agelastes niger",-0.187164679486681,-0.111793373689457,16.3,14,1005.7,1,0,0,-10.8056681088161,-9.413971917798,-6.26220578114322,-3.8129376960182,0,0.64,4.45434729625351
"Aglaeactis_cupripennis","Aglaeactis cupripennis",-0.171397723660568,-0.0826132878000858,5.65,4.8,9.6,0,0,70,38.4103947290677,8.96278380041512,90.7894872663863,-8.39943740067789,0,3.97,4.14313472639153
"Agriornis_lividus","Agriornis lividus",0.433589837286598,0.560124957453788,13.85,12.3,33.9,0,1,0,3.26129091660842,0.66525723902841,11.5221862674339,62.3908984951669,1,42.8,4.31748811353631
"Agriornis_micropterus","Agriornis micropterus",0.373004094125051,0.415001622360215,12.75,10.4,30.8,0,1,0,3.26129091660842,0.66525723902841,11.5221862674339,62.3908984951669,1,43.52,4.11087386417331
"Agriornis_montanus","Agriornis montanus",0.360875374420611,0.351590346184387,13.15,10.2,37.1,0,1,0,19.7531293829543,-13.2302503784714,7.33893116996157,51.555450460548,1,27.57,5.53733426701854
"Agriornis_murinus","Agriornis murinus",0.305918393959287,0.388435169550885,11.2,9.5,23.5,0,1,0,3.26129091660842,0.66525723902841,11.5221862674339,62.3908984951669,1,41.18,3.93182563272433
"Ailuroedus_buccoides","Ailuroedus buccoides",0.31204337898144,0.333122294353205,15.8,12.7,101.4,1,0,60,16.5340390996238,27.6693654368835,-6.53909283061255,18.0304476298289,0,6.89,4.43081679884331
"Ailuroedus_crassirostris","Ailuroedus crassirostris",0.27375976594263,0.238555356876859,17.45,13.3,183.9,1,0,60,50.3536346488717,29.9842415589018,0.582922038900158,17.6410838823276,0,16.6,3.09104245335832
"Aimophila_carpalis","Aimophila carpalis",0.0477242379008782,0.166583841821267,7.75,6.8,14.6,0,0,20,52.2901525132297,-56.3841475253661,-9.75374271075195,-3.09003136342478,0,28.47,3.29583686600433
"Aimophila_ruficauda","Aimophila ruficauda",0.152332968962647,0.109343740235224,9.1,6.8,18.6,0,0,0,2.36798331177591,-30.0605065847616,-5.93014110410392,-3.55827301430266,0,16.66,3.87120101090789
"Aimophila_stolzmanni","Aimophila stolzmanni",0.170586897257818,0.220387833496317,9.15,7.5,17.6,0,0,0,2.36798331177591,-30.0605065847616,-5.93014110410392,-3.55827301430266,0,5.74,2.19722457733622
"Alaemon_alaudipes","Alaemon alaudipes",0.0993354348103392,0.142571429796119,10.75,8.8,48.1,0,0,0,-14.1238551545699,-16.1649989672618,-1.74688600663161,7.27717502031631,0,25.14,7.04664727784876
"Alauda_gulgula","Alauda gulgula",0.0580835726644131,0.0928451719027656,8.9,7.2,25.4,0,0,0,14.8485256121394,-36.6414168199127,-6.88604150576593,-3.44121260158319,1,26.62,7.09506437728713
"Alcedo_atthis","Alcedo atthis",0.177417384544145,0.220141626976959,10.175,8.3,27.05,0,1,0,11.7305370509895,1.398944386226,13.7936405615822,73.4604673552248,1,34.94,7.90211754627645
"Alcedo_azurea","Alcedo azurea",0.233669703170405,0.270478153053793,10.85,8.8,28,0,1,0,20.1997831853705,2.13263153342359,16.0650948557305,84.5300362152827,0,17.24,5.35185813347607
"Alcedo_coerulescens","Alcedo coerulescens",0.0445680092653533,0.100693486943521,8.95,7.4,27.59,0,1,0,-13.6772013521537,-0.802117055366773,6.97927767913729,40.2517607750511,0,7.02,3.71357206670431
"Alcedo_cristata","Alcedo cristata",0.157991918924281,0.220364216772303,8.8,7.3,15.7,0,1,0,3.26129091660842,0.66525723902841,11.5221862674339,62.3908984951669,0,2.74,7.1929342212158
"Alcedo_cyanopectus","Alcedo cyanopectus",0.148130362076684,0.228593059962536,9.8,8.3,26.1,0,1,0,-5.20795521777263,-0.0684299081691825,9.25073197328558,51.321329635109,0,13.84,3.49650756146648
"Alcedo_euryzona","Alcedo euryzona",0.259768891779223,0.33561400033804,14.325,12.15,83.2,0,1,0,11.7305370509895,1.398944386226,13.7936405615822,73.4604673552248,0,3.26,5.28826703069454
"Alcedo_leucogaster","Alcedo leucogaster",0.239906671762486,0.281401587184626,9.6,7.8,16.05,0,1,0,-5.20795521777263,-0.0684299081691825,9.25073197328558,51.321329635109,0,1.58,5.64544689764324
"Alcedo_meninting","Alcedo meninting",0.24434896492539,0.283125899212824,10.35,8.4,21.8,0,1,0,3.26129091660842,0.66525723902841,11.5221862674339,62.3908984951669,0,6.76,6.24610676548156
"Alcedo_quadribrachys","Alcedo quadribrachys",0.231451576559227,0.195672546337255,11,8.3,30,0,1,0,20.1997831853705,2.13263153342359,16.0650948557305,84.5300362152827,0,1.26,6.07993319509559
"Alcippe_castaneceps","Alcippe castaneceps",-0.0416160731471991,0.0688592940885364,6.9,6,13,1,0,40,-38.0025658209284,-2.32579348364911,8.21524125408213,-4.51239496912468,0,21.99,5.0998664278242
"Alcippe_nipalensis","Alcippe nipalensis",0.195344763229411,0.303173074807935,8.65,7.5,12.4,1,0,50,16.4629738569753,22.9504934273511,22.1272063160682,-5.54578714584279,0,24.83,4.38202663467388
"Alcippe_peracensis","Alcippe peracensis",0.124783419927152,0.262148616503844,8.5,7.6,15.6,1,0,50,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,13.61,3.3322045101752
"Alcippe_vinipectus","Alcippe vinipectus",0.0477242379008782,0.0822426933875158,7.75,6.25,14.6,0,0,30,-23.2862104091795,-2.83306168264688,-5.30630537948121,-3.92999810873767,0,27.79,4.55387689160054
"Alectoris_chukar","Alectoris chukar",-0.101306727541159,0.0178425196526755,15.1,13.5,498.3,0,0,0,52.2901525132297,-56.3841475253661,-9.75374271075195,-3.09003136342478,0,39.1,6.89060912014717
"Alectoris_graeca","Alectoris graeca",-0.0414380587952201,0.00357352270806865,15.55,12.9,436.7,0,0,0,39.8096102128662,-49.803237290215,-8.79784230908994,-3.20709177614425,0,42.56,4.49980967033027
"Alectoris_melanocephala","Alectoris melanocephala",-0.054823153175346,0.0693397156021152,17,15.3,680.5,0,0,0,39.8096102128662,-49.803237290215,-8.79784230908994,-3.20709177614425,0,17.98,4.21950770517611
"Alectroenas_madagascariensis","Alectroenas madagascariensis",-0.00623059016077443,0.0493202965135637,14,11.7,238.1,0,0,66,70.3201459116711,71.1102763224566,-24.545194301089,-4.23195322794656,1,18.21,3.58351893845611
"Alectura_lathami","Alectura lathami",-0.0323955406933747,-0.0839404343075754,21.1,16,1572.6,1,0,0,50.9039342727726,-28.2528986617411,-12.3296728681546,-3.36523990141692,0,22.8,4.45434729625351
"Alethe_diademata","Alethe diademata",0.214154440936213,0.328150338940708,10.95,9.6,31.7,1,0,0,-30.6156936209158,-2.26949134976196,2.43636909084069,18.1126230549353,0,0.06,5.91079664404053
"Alethe_poliocephala","Alethe poliocephala",0.295074827944061,0.352304044883864,11.95,9.9,32.6,1,0,10,-30.6156936209158,-2.26949134976196,2.43636909084069,18.1126230549353,0,2.25,5.49306144334055
"Alisterus_scapularis","Alisterus scapularis",-0.00385187426307576,0.088178259132734,14.3,12.4,258.3,0,0,40,72.242987521657,-19.3571123045717,-4.25175759697984,-3.87166406163768,0,28.69,4.39444915467244
"Alophoixus_bres","Alophoixus bres",0.0982566618187914,0.21901064692338,10.85,9.6,50.3,1,0,50,11.3829800109966,33.6867053391497,-13.3258668992725,-4.12923394656355,0,0.23,5.15329159449778
"Alophoixus_flaveolus","Alophoixus flaveolus",0.0466672271342965,0.0776365307627955,9.9,8,42.3,1,0,20,46.7452795514013,56.1408479291339,-20.0574633403624,-4.19086551539336,0,22.34,4.8283137373023
"Alophoixus_phaeocephalus","Alophoixus phaeocephalus",0.186132974976378,0.238424995157967,11.15,9.2,38.7,1,0,50,11.3829800109966,33.6867053391497,-13.3258668992725,-4.12923394656355,0,1.22,5.21493575760899
"Alopochelidon_fucata","Alopochelidon fucata",0.16355501372646,0.25102713232977,8.3,7.05,11.9,0,1,20,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,1,22.13,6.01859321449623
"Amadina_fasciata","Amadina fasciata",-0.161349148259697,-0.10866907007441,6.45,5.3,16.3,0,0,0,52.2901525132297,-56.3841475253661,-9.75374271075195,-3.09003136342478,0,2.2,6.38687931936265
"Amalocichla_incerta","Amalocichla incerta",0.331338265076586,0.228975130313941,11.35,8,22.3,1,0,0,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,7.11,3.97029191355212
"Amandava_amandava","Amandava amandava",-0.118592213387895,-0.088106946829027,5.5,4.4,6.8,0,0,0,52.2901525132297,-56.3841475253661,-9.75374271075195,-3.09003136342478,0,18.74,5.92692602597041
"Amandava_subflava","Amandava subflava",-0.12298643809335,-0.0510474629170554,5.75,4.8,8.4,0,0,0,52.2901525132297,-56.3841475253661,-9.75374271075195,-3.09003136342478,0,14.13,6.47850964220857
"Amaurospiza_moesta","Amaurospiza moesta",0.151793597795085,0.209756013686475,8.6,7.1,14.6,1,0,0,52.2901525132297,-56.3841475253661,-9.75374271075195,-3.09003136342478,0,24.32,4.26267987704132
"Amazilia_beryllina","Amazilia beryllina",-0.0142818850639019,0.0598024683354603,5.4,4.5,4,1,0,70,38.4103947290677,8.96278380041512,90.7894872663863,-8.39943740067789,0,19.88,4.55387689160054
"Amazilia_fimbriata","Amazilia fimbriata",-0.0271726438818265,-0.0130440336741633,5.6,4.4,4.95,0,0,20,38.4103947290677,8.96278380041512,90.7894872663863,-8.39943740067789,0,6.38,6.74993119378857
"Amazilia_lactea","Amazilia lactea",-0.0363136857272226,0.0807569649184554,5.4,4.7,4.4,1,0,70,38.4103947290677,8.96278380041512,90.7894872663863,-8.39943740067789,0,12.52,5.20948615284142
"Amazilia_leucogaster","Amazilia leucogaster",-0.0201294172984383,0.0365061371230395,5.85,4.8,5.8,1,0,20,38.4103947290677,8.96278380041512,90.7894872663863,-8.39943740067789,0,1.67,4.00733318523247
"Amazilia_versicolor","Amazilia versicolor",-0.101293262053532,-0.109273861708474,4.95,3.8,4,1,0,70,38.4103947290677,8.96278380041512,90.7894872663863,-8.39943740067789,0,10.33,6.29894924685594
"Amazona_albifrons","Amazona albifrons",0.0187861684252222,0.102244776561637,14.2,12.2,227.2,1,0,50,75.8650188734995,-41.4147191320433,-14.2414736714786,-3.13111907597799,0,17.76,4.49980967033027
"Amazona_imperialis","Amazona imperialis",-0.0316589110822507,0.0173836763848949,16.9,14.1,600.1,1,0,80,73.7856915128139,0.782154163394149,-18.1053689075825,-3.5439318829662,0,15.3,0
"Amazona_ochrocephala","Amazona ochrocephala",0.138385539191596,0.228550809478046,17.65,15.3,347,1,0,33,74.4788006330424,-13.2834702684183,-16.8174038288812,-3.40632761397013,0,1.3,6.40687998606931
"Amblycercus_holosericeus","Amblycercus holosericeus",0.0379526185248369,0.0740579001066459,10.45,8.5,55.5,1,0,20,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,6.64,5.32300997913841
"Amblyornis_inornata","Amblyornis inornata",0.265345896817121,0.253364818893173,15.8,12.3,124.1,1,0,60,23.1704131911315,41.1714195358111,-15.5697323796358,-4.14977780284015,0,1.13,2.19722457733622
"Amblyornis_macgregoriae","Amblyornis macgregoriae",0.238011318280952,0.28519324020957,15.85,13.1,141.6,1,0,100,48.1314977918584,28.0095990655089,-17.4815331829598,-3.91565697740121,0,5.99,3.68887945411394
"Amblyornis_subalaris","Amblyornis subalaris",0.249521611368622,0.300870847237833,15.2,12.6,112.4,1,0,70,23.1704131911315,41.1714195358111,-15.5697323796358,-4.14977780284015,0,9.41,2.07944154167984
"Amblyospiza_albifrons","Amblyospiza albifrons",0.0904016990957359,0.13996163889805,9.85,8.1,34.25,0,0,70,25.2497405518172,-1.02545375962637,-11.7058371435318,-3.73696499585193,0,5.64,6.21660610108486
"Amblyramphus_holosericeus","Amblyramphus holosericeus",-0.0455095825380076,0.0410576917563352,9.7,8.3,57.7,0,0,0,25.9428496720457,-15.0910781914389,-10.4178720648305,-3.59936072685586,1,26.15,5.03043792139244
"Ammodramus_bairdii","Ammodramus bairdii",0.0427921760440566,0.0984483703171495,7.65,6.3,14.1,0,0,0,14.8485256121394,-36.6414168199127,-6.88604150576593,-3.44121260158319,1,48.98,4.52178857704904
"Ammomanes_deserti","Ammomanes deserti",0.0211537999466547,0.135121992119767,8.9,7.8,29.8,0,0,0,14.8485256121394,-36.6414168199127,-6.88604150576593,-3.44121260158319,0,25.52,7.11720550316434
"Ammoperdix_griseogularis","Ammoperdix griseogularis",-0.258765854780494,-0.173987027063249,11.15,9.6,265.2,0,0,0,63.384476573136,-34.8338088968922,-13.2855732698166,-3.24817948869746,0,32.9,5.72358510195238
"Ampeliceps_coronatus","Ampeliceps coronatus",0.103896758292621,0.14237529987494,12,9.8,75.9,1,0,66,58.5327127315362,63.6255621257952,-22.3013288207257,-4.21140937166996,0,18.71,5.01727983681492
"Ampelion_rubrocristatus","Ampelion rubrocristatus",0.234832234525322,0.342652820431611,13.15,11.5,64,1,1,50,58.5327127315362,63.6255621257952,-22.3013288207257,-4.21140937166996,0,3.63,4.61512051684126
"Amphispiza_bilineata","Amphispiza bilineata",0.098092258711695,0.186253027323942,7.65,6.5,11.1,0,0,0,14.8485256121394,-36.6414168199127,-6.88604150576593,-3.44121260158319,1,32.55,5.68017260901707
"Amytornis_housei","Amytornis housei",0.156580364240387,0.173072913506668,9.45,7.5,21.5,0,0,0,14.8485256121394,-36.6414168199127,-6.88604150576593,-3.44121260158319,0,15.7,1.38629436111989
"Amytornis_striatus","Amytornis striatus",0.225142734306477,0.315399564315028,9.15,7.8,13.9,0,0,0,14.8485256121394,-36.6414168199127,-6.88604150576593,-3.44121260158319,0,27.2,5.14749447681345
"Anabacerthia_amaurotis","Anabacerthia amaurotis",0.021083784165731,0.119736294584778,7.9,6.8,17.8,1,0,20,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,25.12,4.15888308335967
"Anabacerthia_striaticollis","Anabacerthia striaticollis",-0.0239089373112003,0.0955239155055922,8.4,7.4,28.2,1,0,100,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,1.94,4.56434819146784
"Anabazenops_fuscus","Anabazenops fuscus",-0.0571040761844221,0.00820994299598388,8.85,7.4,40.8,1,0,70,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,20.81,3.91202300542815
"Anairetes_agilis","Anairetes agilis",0.218582350329043,0.340749530048921,8.2,7.2,8.9,0,0,20,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,1.69,3.04452243772342
"Anairetes_agraphia","Anairetes agraphia",0.141490414611399,0.290352981182854,7.65,6.9,9.2,0,0,20,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,9.39,2.83321334405622
"Anairetes_flavirostris","Anairetes flavirostris",0.0548754205694659,0.099915004833629,6.65,5.4,7.3,0,0,0,-35.0736435893144,-10.3177758793083,-3.0624398991179,-3.90945425246106,1,26.41,5.19849703126583
"Anairetes_parulus","Anairetes parulus",0.161738566111827,0.171373968815774,7.4,5.8,7.3,0,0,0,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,1,32.05,5.66988092298052
"Anairetes_reguloides","Anairetes reguloides",0.0968590428992837,0.195755071235603,7,6,7.6,0,0,0,-47.5541858896779,-3.73686564415714,-2.10653949745589,-4.02651466518053,0,14.04,3.09104245335832
"Andigena_hypoglauca","Andigena hypoglauca",0.24636289187903,0.305607451058128,19.4,16.3,327.4,1,0,66,67.0019588659173,64.3592492729928,-20.0298745265774,6.85815948838795,0,5.14,3.80666248977032
"Andigena_nigrirostris","Andigena nigrirostris",0.25870280980027,0.32241773638511,19.9,16.8,346.5,1,0,100,48.824606912087,13.9439746336964,-16.1935681042585,-3.77805270840514,0,3.48,3.68887945411394
"Andropadus_latirostris","Andropadus latirostris",0.131548692547014,0.176862289287134,9.9,8.1,29.3,1,0,33,28.3214722797587,35.1540796335449,-8.78295831097586,18.0099037735523,1,1.45,5.8664680569333
"Andropadus_virens","Andropadus virens",0.134204288336322,0.222402211143407,9.15,7.8,20.6,1,0,40,34.9578463712664,48.6561337324725,-17.8135978599991,-4.17032165911675,0,0.36,6.47389069635227
"Anisognathus_somptuosus","Anisognathus somptuosus",0.107558379584827,0.193874402272086,9.85,8.4,31.8,1,0,70,61.3051492124504,7.36306439854527,-17.1494685059205,-3.66099229568567,0,3.9,4.44265125649032
"Anodorhynchus_hyacinthinus","Anodorhynchus hyacinthinus",-0.114902699188722,-0.0544945979971132,19.8,16.8,1706.7,0,0,80,70.3201459116711,71.1102763224566,-24.545194301089,-4.23195322794656,1,10.9,5.39816270151775
"Anomalospiza_imberbis","Anomalospiza imberbis",-0.0773234481498233,-0.0172039193979883,7.95,6.6,28,0,0,50,64.7706948135931,-62.9650577605172,-10.709643112414,-2.97297095070531,0,7.66,5.80513496891649
"Anorrhinus_galeritus","Anorrhinus galeritus",0.218635832929283,0.356810793177836,23.85,21.8,901.9,1,0,60,40.1089054598936,42.6387938302063,-11.0268237913392,17.9893599172757,0,1.58,5.11198778835654
"Anthoscopus_caroli","Anthoscopus caroli",-0.131099340031592,-0.114547512309156,5.45,4.3,6.9,0,0,70,-1.94715716029512,6.06272467452252,2.7716098916935,-4.43642226895842,0,13.95,5.92692602597041
"Anthoscopus_flavifrons","Anthoscopus flavifrons",-0.0688570311543708,-0.0045466170948274,5.8,4.8,6.9,1,0,60,-0.404453169138262,26.2019911424884,-11.0820014189091,-4.10869009028694,0,2.97,4.58496747867057
"Anthoscopus_minutus","Anthoscopus minutus",-0.151882314488051,-0.0438709258440961,5.28333333333333,4.56666666666667,6.6,0,0,60,0.981765071318823,-1.92925772113663,-8.50607126150653,-3.8334815522948,0,24.81,5.36129216570943
"Anthracoceros_albirostris","Anthracoceros albirostris",0.224905445942878,0.309853810090065,24,20.8,901.9,1,0,40,40.1089054598936,42.6387938302063,-11.0268237913392,17.9893599172757,0,12.27,6.19847871649231
"Anthracoceros_coronatus","Anthracoceros coronatus",0.200744157292476,0.278572382917528,22.45,19.3,750.1,1,0,60,55.9076348060109,42.808910644519,-16.4980439675128,7.01630761366062,0,17.28,4.40671924726425
"Anthracothorax_dominicus","Anthracothorax dominicus",-0.0270350354366231,-0.0437977273338603,5.9,4.5,6.2,0,0,100,38.4103947290677,8.96278380041512,90.7894872663863,-8.39943740067789,0,18.71,2.83321334405622
"Anthracothorax_nigricollis","Anthracothorax nigricollis",0.0177661614470284,0.0530844278283329,6.1,4.9,5.9,0,0,90,38.4103947290677,8.96278380041512,90.7894872663863,-8.39943740067789,1,8.13,6.83087423464618
"Anthreptes_collaris","Anthreptes collaris",0.0793148852209116,0.125621190840189,6.525,5.3,6.05,0,0,50,0.981765071318823,-1.92925772113663,-8.50607126150653,-3.8334815522948,0,5.12,6.65801104587075
